days	CH4	CH4_sd
934	0.1095	0.0423
992	0.4523	0.1305
1034	0.0453	0.005
1744	0.1294	0.0293
1909	0.0048	0.0013
1960	0.0051	0.0024
1994	0.0078	0.0028
2026	0.6807	0.1321
2078	0.096	0.0193
2118	1.0482	0.3505
2119	0.0522	0.0041
2300	0.0059	0.0006
2316	0.0337	0.0094
2362	0.1303	0.0542
2392	1.8555	0.5868
2432	1.2546	0.235
2454	0.5502	0.1941
2687	0.0078	0.002
2715	0.0228	0.0025
2754	0.5499	0.1208
2769	0.2972	0.1092
