 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
     20,         0.0087,         0.0267,         0.0050,         0.0041,         0.0000,         0.0046,         0.0089,         1.9163,         4.2304,         6.1791,         7.1890,         7.6920,         7.8028,         7.8687,         7.9369,         8.0053,         0.0000,       -52.7770
     21,         0.0071,         0.0236,         0.0032,         0.0025,         0.0000,         0.0046,         0.0060,         1.9138,         4.2268,         6.1834,         7.1956,         7.6976,         7.8072,         7.8725,         7.9402,         8.0083,         0.0000,       -52.9885
     22,         0.0193,         0.0241,         0.0041,         0.0033,         0.0114,         0.0046,         0.0080,         1.9116,         4.2235,         6.1872,         7.2015,         7.7029,         7.8114,         7.8761,         7.9433,         8.0111,         0.0000,       -53.1839
     23,         0.0078,         0.0240,         0.0041,         0.0032,         0.0000,         0.0046,         0.0077,         1.9093,         4.2203,         6.1908,         7.2074,         7.7082,         7.8157,         7.8798,         7.9465,         8.0140,         0.0000,       -53.4296
     24,         0.0110,         0.0276,         0.0053,         0.0042,         0.0022,         0.0046,         0.0092,         1.9083,         4.2179,         6.1940,         7.2120,         7.7129,         7.8194,         7.8828,         7.9492,         8.0163,         0.0000,       -53.6713
     25,         0.0149,         0.0276,         0.0056,         0.0046,         0.0057,         0.0046,         0.0102,         1.9079,         4.2161,         6.1969,         7.2163,         7.7173,         7.8229,         7.8858,         7.9517,         8.0185,         0.0000,       -53.8079
     26,         0.0177,         0.0277,         0.0057,         0.0046,         0.0086,         0.0046,         0.0101,         1.9071,         4.2146,         6.1996,         7.2204,         7.7217,         7.8263,         7.8887,         7.9542,         8.0207,         0.0000,       -53.9615
     27,         0.0122,         0.0277,         0.0056,         0.0045,         0.0032,         0.0046,         0.0099,         1.9090,         4.2212,         6.2022,         7.2243,         7.7259,         7.8297,         7.8915,         7.9566,         8.0229,         0.0000,       -54.1262
     28,         0.0102,         0.0276,         0.0054,         0.0043,         0.0013,         0.0046,         0.0094,         1.9264,         4.2279,         6.2047,         7.2282,         7.7301,         7.8330,         7.8944,         7.9591,         8.0251,         0.0000,       -54.3043
     29,         0.0154,         0.0275,         0.0053,         0.0042,         0.0066,         0.0046,         0.0092,         1.9325,         4.2319,         6.2071,         7.2321,         7.7343,         7.8364,         7.8973,         7.9616,         8.0274,         0.0000,       -54.4190
     30,         0.0141,         0.0272,         0.0053,         0.0042,         0.0053,         0.0046,         0.0092,         1.9321,         4.2350,         6.2095,         7.2362,         7.7387,         7.8400,         7.9004,         7.9644,         8.0299,         0.0000,       -54.5658
     31,         0.0087,         0.0270,         0.0052,         0.0040,         0.0000,         0.0046,         0.0088,         1.9378,         4.2330,         6.2117,         7.2404,         7.7432,         7.8438,         7.9037,         7.9673,         8.0326,         0.0000,       -54.8762
     32,         0.0245,         0.0248,         0.0041,         0.0031,         0.0168,         0.0046,         0.0071,         1.9368,         4.2315,         6.2137,         7.2446,         7.7477,         7.8476,         7.9071,         7.9704,         8.0355,         0.0000,       -55.2303
     33,         0.0131,         0.0236,         0.0039,         0.0029,         0.0056,         0.0046,         0.0072,         1.9502,         4.2409,         6.2157,         7.2489,         7.7523,         7.8516,         7.9107,         7.9737,         8.0385,         0.0000,       -55.6597
     34,         0.0091,         0.0269,         0.0055,         0.0042,         0.0003,         0.0047,         0.0092,         1.9617,         4.2496,         6.2176,         7.2523,         7.7564,         7.8552,         7.9139,         7.9766,         8.0411,         0.0000,       -56.3270
     35,         0.0111,         0.0270,         0.0052,         0.0038,         0.0026,         0.0047,         0.0085,         1.9620,         4.2546,         6.2194,         7.2551,         7.7601,         7.8584,         7.9169,         7.9792,         8.0435,         0.0000,       -56.6392
     36,         0.0126,         0.0270,         0.0055,         0.0041,         0.0037,         0.0047,         0.0093,         1.9751,         4.2592,         6.2211,         7.2578,         7.7638,         7.8615,         7.9196,         7.9817,         8.0457,         0.0000,       -56.7997
     37,         0.0116,         0.0269,         0.0052,         0.0038,         0.0030,         0.0047,         0.0085,         1.9804,         4.2612,         6.2228,         7.2605,         7.7674,         7.8647,         7.9225,         7.9843,         8.0480,         0.0000,       -57.1753
     38,         0.0095,         0.0260,         0.0053,         0.0038,         0.0010,         0.0047,         0.0086,         1.9760,         4.2660,         6.2243,         7.2636,         7.7713,         7.8681,         7.9256,         7.9871,         8.0507,         0.0000,       -57.6672
     39,         0.0207,         0.0228,         0.0041,         0.0029,         0.0131,         0.0047,         0.0075,         1.9703,         4.2667,         6.2257,         7.2673,         7.7755,         7.8720,         7.9291,         7.9904,         8.0538,         0.0000,       -58.1263
     40,         0.0083,         0.0223,         0.0045,         0.0031,         0.0006,         0.0047,         0.0079,         1.9650,         4.2771,         6.2273,         7.2706,         7.7795,         7.8756,         7.9325,         7.9936,         8.0567,         0.0000,       -58.6864
     41,         0.0184,         0.0217,         0.0032,         0.0021,         0.0116,         0.0046,         0.0055,         1.9596,         4.2859,         6.2288,         7.2741,         7.7837,         7.8795,         7.9362,         7.9970,         8.0599,         0.0000,       -59.1008
     42,         0.0086,         0.0230,         0.0034,         0.0022,         0.0017,         0.0046,         0.0055,         1.9546,         4.2891,         6.2303,         7.2772,         7.7876,         7.8832,         7.9397,         8.0003,         8.0629,         0.0000,       -59.4045
     43,         0.0126,         0.0240,         0.0043,         0.0029,         0.0051,         0.0046,         0.0071,         1.9505,         4.2862,         6.2316,         7.2796,         7.7911,         7.8865,         7.9428,         8.0032,         8.0655,         0.0000,       -59.7161
     44,         0.0169,         0.0277,         0.0049,         0.0047,         0.0075,         0.0047,         0.0103,         1.9481,         4.2859,         6.2328,         7.2816,         7.7943,         7.8896,         7.9456,         8.0058,         8.0679,         0.0000,       -50.5774
     45,         0.0197,         0.0350,         0.0004,         0.0150,         0.0000,         0.0048,         0.0287,         1.9496,         4.2873,         6.2345,         7.2848,         7.7984,         7.8933,         7.9492,         8.0092,         8.0711,         0.0000,        -1.4190
     46,         0.0214,         0.0354,         0.0000,         0.0166,         0.0000,         0.0048,         0.0316,         1.9485,         4.2845,         6.2364,         7.2888,         7.8030,         7.8977,         7.9534,         8.0132,         8.0749,         0.0000,         1.9765
     47,         0.0214,         0.0354,         0.0000,         0.0166,         0.0000,         0.0048,         0.0317,         1.9475,         4.2812,         6.2381,         7.2928,         7.8077,         7.9021,         7.9576,         8.0172,         8.0788,         0.0000,         3.1567
     48,         0.0215,         0.0355,         0.0000,         0.0167,         0.0000,         0.0048,         0.0318,         1.9467,         4.2780,         6.2395,         7.2964,         7.8120,         7.9063,         7.9616,         8.0211,         8.0825,         0.0000,         0.9383
     49,         0.0184,         0.0333,         0.0023,         0.0137,         0.0000,         0.0047,         0.0264,         1.9455,         4.2749,         6.2406,         7.3002,         7.8166,         7.9106,         7.9657,         8.0250,         8.0864,         0.0000,       -11.5123
     50,         0.0128,         0.0289,         0.0032,         0.0081,         0.0000,         0.0047,         0.0162,         1.9434,         4.2716,         6.2414,         7.3040,         7.8211,         7.9149,         7.9698,         8.0291,         8.0903,         0.0000,       -22.0946
     51,         0.0134,         0.0311,         0.0043,         0.0087,         0.0000,         0.0047,         0.0174,         1.9415,         4.2684,         6.2419,         7.3072,         7.8252,         7.9189,         7.9736,         8.0327,         8.0938,         0.0000,       -27.6415
     52,         0.0124,         0.0305,         0.0047,         0.0077,         0.0000,         0.0047,         0.0154,         1.9398,         4.2654,         6.2422,         7.3099,         7.8291,         7.9226,         7.9773,         8.0362,         8.0972,         0.0000,       -32.7031
     53,         0.0156,         0.0284,         0.0044,         0.0060,         0.0049,         0.0047,         0.0124,         1.9381,         4.2625,         6.2422,         7.3124,         7.8328,         7.9263,         7.9808,         8.0396,         8.1005,         0.0000,       -36.4016
     54,         0.0120,         0.0297,         0.0050,         0.0065,         0.0009,         0.0047,         0.0132,         1.9375,         4.2597,         6.2421,         7.3145,         7.8363,         7.9297,         7.9842,         8.0429,         8.1036,         0.0000,       -38.8049
     55,         0.0342,         0.0277,         0.0051,         0.0062,         0.0234,         0.0047,         0.0134,         1.9422,         4.2570,         6.2417,         7.3166,         7.8397,         7.9332,         7.9875,         8.0461,         8.1067,         0.0000,       -40.6195
     56,         0.0093,         0.0238,         0.0042,         0.0046,         0.0000,         0.0047,         0.0106,         1.9610,         4.2544,         6.2412,         7.3191,         7.8434,         7.9369,         7.9912,         8.0497,         8.1102,         0.0000,       -42.4481
     57,         0.0078,         0.0222,         0.0026,         0.0025,         0.0006,         0.0047,         0.0061,         1.9681,         4.2519,         6.2405,         7.3220,         7.8474,         7.9409,         7.9952,         8.0536,         8.1139,         0.0000,       -43.8274
     58,         0.0197,         0.0250,         0.0038,         0.0039,         0.0111,         0.0047,         0.0090,         1.9638,         4.2496,         6.2396,         7.3243,         7.8510,         7.9446,         7.9988,         8.0572,         8.1173,         0.0000,       -45.0393
     59,         0.0278,         0.0247,         0.0044,         0.0043,         0.0189,         0.0047,         0.0100,         1.9605,         4.2483,         6.2386,         7.3262,         7.8543,         7.9480,         8.0023,         8.0605,         8.1205,         0.0000,       -46.3350
     60,         0.0094,         0.0264,         0.0047,         0.0045,         0.0002,         0.0047,         0.0097,         1.9600,         4.2520,         6.2375,         7.3276,         7.8573,         7.9512,         8.0055,         8.0636,         8.1234,         0.0000,       -47.6852
     61,         0.0078,         0.0236,         0.0032,         0.0028,         0.0003,         0.0047,         0.0066,         1.9572,         4.2514,         6.2363,         7.3295,         7.8607,         7.9546,         8.0089,         8.0670,         8.1266,         0.0000,       -48.7498
     62,         0.0173,         0.0276,         0.0049,         0.0045,         0.0082,         0.0047,         0.0096,         1.9552,         4.2534,         6.2350,         7.3310,         7.8637,         7.9578,         8.0121,         8.0701,         8.1296,         0.0000,       -49.5362
     63,         0.0213,         0.0279,         0.0053,         0.0047,         0.0120,         0.0047,         0.0100,         1.9548,         4.2512,         6.2336,         7.3321,         7.8664,         7.9608,         8.0150,         8.0729,         8.1323,         0.0000,       -50.1669
     64,         0.0225,         0.0252,         0.0040,         0.0034,         0.0144,         0.0047,         0.0077,         1.9666,         4.2489,         6.2320,         7.3334,         7.8693,         7.9638,         8.0181,         8.0759,         8.1352,         0.0000,       -50.9663
     65,         0.0092,         0.0276,         0.0053,         0.0045,         0.0000,         0.0047,         0.0097,         1.9797,         4.2469,         6.2303,         7.3345,         7.8720,         7.9666,         8.0209,         8.0787,         8.1379,         0.0000,       -51.7688
     66,         0.0235,         0.0259,         0.0046,         0.0038,         0.0150,         0.0047,         0.0084,         1.9813,         4.2454,         6.2284,         7.3355,         7.8747,         7.9694,         8.0237,         8.0814,         8.1406,         0.0000,       -52.2836
     67,         0.0167,         0.0240,         0.0040,         0.0032,         0.0088,         0.0047,         0.0078,         1.9918,         4.2445,         6.2264,         7.3367,         7.8774,         7.9723,         8.0266,         8.0843,         8.1434,         0.0000,       -53.1532
     68,         0.0131,         0.0273,         0.0061,         0.0051,         0.0034,         0.0047,         0.0113,         1.9900,         4.2428,         6.2242,         7.3373,         7.8797,         7.9748,         8.0291,         8.0867,         8.1458,         0.0000,       -54.0294
     69,         0.0241,         0.0272,         0.0056,         0.0044,         0.0150,         0.0047,         0.0097,         1.9847,         4.2423,         6.2221,         7.3377,         7.8819,         7.9771,         8.0315,         8.0891,         8.1481,         0.0000,       -54.8691
     70,         0.0106,         0.0270,         0.0053,         0.0040,         0.0019,         0.0047,         0.0087,         1.9801,         4.2552,         6.2199,         7.3382,         7.8841,         7.9795,         8.0339,         8.0914,         8.1504,         0.0000,       -55.9349
     71,         0.0135,         0.0270,         0.0052,         0.0040,         0.0049,         0.0047,         0.0087,         1.9778,         4.2693,         6.2178,         7.3384,         7.8862,         7.9817,         8.0361,         8.0936,         8.1526,         0.0000,       -55.7680
     72,         0.0184,         0.0269,         0.0052,         0.0040,         0.0097,         0.0047,         0.0088,         1.9830,         4.2796,         6.2159,         7.3391,         7.8885,         7.9841,         8.0386,         8.0961,         8.1550,         0.0000,       -55.5742
     73,         0.0173,         0.0264,         0.0050,         0.0037,         0.0089,         0.0047,         0.0082,         1.9804,         4.2905,         6.2144,         7.3398,         7.8907,         7.9865,         8.0410,         8.0985,         8.1574,         0.0000,       -56.3021
     74,         0.0200,         0.0268,         0.0053,         0.0039,         0.0114,         0.0047,         0.0086,         1.9796,         4.2989,         6.2132,         7.3399,         7.8925,         7.9886,         8.0431,         8.1006,         8.1595,         0.0000,       -57.2333
     75,         0.0084,         0.0265,         0.0052,         0.0037,         0.0000,         0.0047,         0.0083,         1.9756,         4.3012,         6.2119,         7.3402,         7.8944,         7.9907,         8.0453,         8.1027,         8.1616,         0.0000,       -58.1217
     76,         0.0128,         0.0271,         0.0052,         0.0039,         0.0042,         0.0047,         0.0086,         1.9720,         4.2973,         6.2104,         7.3404,         7.8962,         7.9927,         8.0473,         8.1047,         8.1636,         0.0000,       -56.4638
     77,         0.0170,         0.0271,         0.0053,         0.0040,         0.0083,         0.0047,         0.0088,         1.9700,         4.2932,         6.2088,         7.3409,         7.8982,         7.9948,         8.0495,         8.1069,         8.1658,         0.0000,       -55.5828
     78,         0.0157,         0.0267,         0.0056,         0.0043,         0.0068,         0.0047,         0.0097,         1.9813,         4.2891,         6.2068,         7.3417,         7.9004,         7.9972,         8.0519,         8.1094,         8.1683,         0.0000,       -56.4816
     79,         0.0088,         0.0271,         0.0054,         0.0041,         0.0000,         0.0047,         0.0090,         1.9828,         4.2853,         6.2047,         7.3420,         7.9023,         7.9993,         8.0541,         8.1115,         8.1704,         0.0000,       -55.9707
     80,         0.0110,         0.0276,         0.0054,         0.0043,         0.0020,         0.0047,         0.0093,         1.9789,         4.2828,         6.2025,         7.3425,         7.9043,         8.0014,         8.0563,         8.1138,         8.1727,         0.0000,       -53.7770
     81,         0.0089,         0.0273,         0.0053,         0.0042,         0.0000,         0.0047,         0.0092,         1.9753,         4.2914,         6.2002,         7.3432,         7.9063,         8.0037,         8.0586,         8.1160,         8.1750,         0.0000,       -54.2130
     82,         0.0316,         0.0269,         0.0054,         0.0041,         0.0228,         0.0047,         0.0092,         1.9743,         4.2994,         6.1979,         7.3439,         7.9084,         8.0059,         8.0609,         8.1184,         8.1774,         0.0000,       -55.7604
     83,         0.0205,         0.0240,         0.0043,         0.0031,         0.0128,         0.0047,         0.0074,         1.9845,         4.3014,         6.1954,         7.3448,         7.9105,         8.0083,         8.0634,         8.1209,         8.1799,         0.0000,       -57.4390
     84,         0.0158,         0.0239,         0.0045,         0.0031,         0.0080,         0.0047,         0.0075,         1.9844,         4.2976,         6.1928,         7.3454,         7.9125,         8.0106,         8.0657,         8.1233,         8.1823,         0.0000,       -58.8438
     85,         0.0180,         0.0245,         0.0045,         0.0030,         0.0104,         0.0047,         0.0069,         1.9899,         4.2947,         6.1899,         7.3458,         7.9144,         8.0127,         8.0679,         8.1255,         8.1845,         0.0000,       -60.3827
     86,         0.0172,         0.0234,         0.0044,         0.0029,         0.0096,         0.0047,         0.0073,         1.9883,         4.2909,         6.1867,         7.3461,         7.9162,         8.0148,         8.0702,         8.1278,         8.1867,         0.0000,       -61.5888
     87,         0.0155,         0.0230,         0.0043,         0.0026,         0.0082,         0.0047,         0.0065,         1.9866,         4.2881,         6.1833,         7.3463,         7.9178,         8.0168,         8.0723,         8.1299,         8.1888,         0.0000,       -62.8381
     88,         0.0148,         0.0232,         0.0048,         0.0030,         0.0071,         0.0047,         0.0078,         1.9990,         4.2952,         6.1798,         7.3461,         7.9194,         8.0186,         8.0742,         8.1319,         8.1908,         0.0000,       -64.3344
     89,         0.0190,         0.0241,         0.0066,         0.0041,         0.0102,         0.0047,         0.0104,         2.0151,         4.3014,         6.1761,         7.3458,         7.9207,         8.0203,         8.0760,         8.1337,         8.1926,         0.0000,       -65.9314
     90,         0.0088,         0.0245,         0.0053,         0.0030,         0.0010,         0.0047,         0.0073,         2.0182,         4.3014,         6.1723,         7.3453,         7.9219,         8.0218,         8.0776,         8.1353,         8.1942,         0.0000,       -67.1608
     91,         0.0077,         0.0251,         0.0049,         0.0030,         0.0000,         0.0047,         0.0069,         2.0108,         4.2967,         6.1682,         7.3447,         7.9230,         8.0231,         8.0790,         8.1368,         8.1957,         0.0000,       -64.6070
     92,         0.0126,         0.0262,         0.0054,         0.0037,         0.0042,         0.0047,         0.0084,         2.0045,         4.2936,         6.1641,         7.3445,         7.9244,         8.0248,         8.0808,         8.1386,         8.1975,         0.0000,       -60.0975
     93,         0.0088,         0.0268,         0.0055,         0.0041,         0.0000,         0.0047,         0.0091,         1.9990,         4.2988,         6.1602,         7.3445,         7.9259,         8.0266,         8.0827,         8.1406,         8.1995,         0.0000,       -56.7047
     94,         0.0094,         0.0282,         0.0053,         0.0047,         0.0000,         0.0047,         0.0101,         1.9946,         4.3001,         6.1564,         7.3450,         7.9278,         8.0287,         8.0850,         8.1429,         8.2019,         0.0000,       -50.3186
     95,         0.0096,         0.0281,         0.0053,         0.0049,         0.0000,         0.0047,         0.0103,         1.9905,         4.2957,         6.1524,         7.3458,         7.9299,         8.0311,         8.0875,         8.1454,         8.2045,         0.0000,       -49.5868
     96,         0.0132,         0.0280,         0.0054,         0.0047,         0.0038,         0.0047,         0.0101,         1.9865,         4.2910,         6.1480,         7.3465,         7.9319,         8.0335,         8.0899,         8.1480,         8.2070,         0.0000,       -50.7843
     97,         0.0128,         0.0278,         0.0059,         0.0052,         0.0029,         0.0047,         0.0117,         1.9828,         4.2873,         6.1433,         7.3471,         7.9339,         8.0358,         8.0923,         8.1504,         8.2095,         0.0000,       -52.2355
     98,         0.0217,         0.0276,         0.0072,         0.0063,         0.0107,         0.0047,         0.0146,         1.9826,         4.2930,         6.1382,         7.3473,         7.9356,         8.0379,         8.0945,         8.1527,         8.2118,         0.0000,       -53.9906
     99,         0.0136,         0.0314,         0.0039,         0.0089,         0.0000,         0.0048,         0.0181,         1.9947,         4.2973,         6.1330,         7.3475,         7.9374,         8.0399,         8.0967,         8.1549,         8.2141,         0.0000,       -27.9806
    100,         0.0213,         0.0353,         0.0000,         0.0165,         0.0000,         0.0048,         0.0315,         1.9942,         4.2944,         6.1276,         7.3492,         7.9403,         8.0430,         8.0999,         8.1582,         8.2174,         0.0000,        16.4273
    101,         0.0218,         0.0355,         0.0000,         0.0169,         0.0000,         0.0048,         0.0323,         1.9910,         4.2896,         6.1217,         7.3517,         7.9437,         8.0468,         8.1037,         8.1620,         8.2212,         0.0000,        32.0410
    102,         0.0218,         0.0358,         0.0000,         0.0170,         0.0000,         0.0048,         0.0324,         1.9879,         4.2848,         6.1152,         7.3542,         7.9472,         8.0505,         8.1075,         8.1660,         8.2252,         0.0000,        25.7899
    103,         0.0223,         0.0370,         0.0000,         0.0175,         0.0000,         0.0048,         0.0334,         1.9861,         4.2804,         6.1083,         7.3567,         7.9507,         8.0540,         8.1109,         8.1695,         8.2291,         0.0000,        22.2865
    104,         0.0225,         0.0371,         0.0000,         0.0177,         0.0000,         0.0048,         0.0336,         1.9851,         4.2762,         6.1004,         7.3593,         7.9544,         8.0577,         8.1145,         8.1732,         8.2332,         0.0000,        16.6805
    105,         0.0223,         0.0366,         0.0000,         0.0175,         0.0000,         0.0048,         0.0334,         1.9843,         4.2721,         6.0904,         7.3608,         7.9578,         8.0614,         8.1182,         8.1770,         8.2372,         0.0000,        11.1148
    106,         0.0221,         0.0360,         0.0000,         0.0173,         0.0000,         0.0048,         0.0329,         1.9827,         4.2677,         6.0800,         7.3611,         7.9608,         8.0649,         8.1220,         8.1809,         8.2410,         0.0000,        10.9112
    107,         0.0219,         0.0359,         0.0000,         0.0171,         0.0000,         0.0048,         0.0326,         1.9805,         4.2631,         6.0697,         7.3612,         7.9636,         8.0684,         8.1258,         8.1848,         8.2447,         0.0000,        15.7532
    108,         0.0220,         0.0359,         0.0000,         0.0172,         0.0000,         0.0048,         0.0327,         1.9785,         4.2585,         6.0598,         7.3615,         7.9664,         8.0718,         8.1294,         8.1884,         8.2484,         0.0000,        12.8754
    109,         0.0221,         0.0368,         0.0000,         0.0174,         0.0000,         0.0048,         0.0330,         1.9765,         4.2538,         6.0502,         7.3620,         7.9693,         8.0751,         8.1329,         8.1921,         8.2521,         0.0000,         9.4365
    110,         0.0231,         0.0389,         0.0000,         0.0183,         0.0000,         0.0048,         0.0348,         1.9768,         4.2498,         6.0415,         7.3629,         7.9723,         8.0782,         8.1360,         8.1954,         8.2558,         0.0000,         5.9493
    111,         0.0238,         0.0403,         0.0000,         0.0190,         0.0000,         0.0048,         0.0360,         1.9792,         4.2465,         6.0337,         7.3641,         7.9759,         8.0818,         8.1395,         8.1991,         8.2600,         0.0000,         3.2413
    112,         0.0251,         0.0430,         0.0000,         0.0202,         0.0000,         0.0048,         0.0383,         1.9845,         4.2442,         6.0270,         7.3653,         7.9797,         8.0856,         8.1432,         8.2030,         8.2644,         0.0000,         2.2871
    113,         0.0255,         0.0441,         0.0000,         0.0207,         0.0000,         0.0048,         0.0391,         1.9918,         4.2427,         6.0212,         7.3660,         7.9837,         8.0901,         8.1478,         8.2077,         8.2695,         0.0000,         9.8031
    114,         0.0446,         0.0474,         0.0000,         0.0223,         0.0171,         0.0051,         0.0425,         2.0007,         4.2419,         6.0163,         7.3665,         7.9882,         8.0953,         8.1532,         8.2132,         8.2751,         0.0000,         9.4235
    115,         0.0379,         0.0539,         0.0000,         0.0272,         0.0013,         0.0095,         0.0517,         1.9907,         4.2378,         6.0086,         7.3634,         7.9937,         8.1014,         8.1593,         8.2195,         8.2818,         0.0000,        12.0460
    116,         0.0411,         0.0583,         0.0000,         0.0270,         0.0000,         0.0141,         0.0502,         1.9386,         4.2245,         5.9889,         7.3512,         8.0006,         8.1091,         8.1672,         8.2275,         8.2902,         0.0000,        13.4061
    117,         0.0385,         0.0533,         0.0000,         0.0248,         0.0000,         0.0137,         0.0463,         1.8657,         4.2044,         5.9606,         7.3315,         8.0065,         8.1174,         8.1763,         8.2366,         8.2989,         0.0000,        11.3095
    118,         0.0502,         0.0526,         0.0000,         0.0235,         0.0165,         0.0102,         0.0442,         1.8203,         4.1884,         5.9385,         7.3143,         8.0098,         8.1239,         8.1844,         8.2448,         8.3059,         0.0000,        14.5368
    119,         0.0700,         0.0593,         0.0000,         0.0290,         0.0277,         0.0133,         0.0549,         1.7890,         4.1784,         5.9203,         7.3007,         8.0143,         8.1304,         8.1917,         8.2525,         8.3137,         0.0000,         9.3964
    120,         0.0482,         0.0647,         0.0000,         0.0309,         0.0001,         0.0172,         0.0576,         1.7421,         4.1566,         5.8921,         7.2813,         8.0203,         8.1381,         8.2001,         8.2613,         8.3231,         0.0000,        17.0082
    121,         0.0418,         0.0580,         0.0000,         0.0261,         0.0000,         0.0157,         0.0482,         1.6713,         4.1284,         5.8573,         7.2562,         8.0253,         8.1464,         8.2098,         8.2712,         8.3326,         0.0000,        24.4001
    122,         0.0399,         0.0540,         0.0000,         0.0234,         0.0043,         0.0122,         0.0434,         1.6233,         4.1060,         5.8296,         7.2350,         8.0273,         8.1525,         8.2180,         8.2798,         8.3401,         0.0000,        19.3732
