 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
     19,         0.0081,         0.4584,         0.4665,         0.0000,         0.0000,       148.7729,        98.0179,       174.8040,       280.3607,       283.3024,       462.8049,         0.4665,     84247.2266,     71804.5938
     20,         0.0026,         0.4613,         0.4639,         0.0000,         0.0000,       148.3815,        97.9549,       174.5632,       280.7210,       283.3322,       462.8116,         0.4639,     84247.0391,     71804.5938
     21,         0.0000,         0.4572,         0.4572,         0.0000,         0.0000,       147.9911,        97.8919,       174.3230,       281.0842,       283.3625,       462.8183,         0.4572,     84246.8516,     71804.5938
     22,         0.0036,         0.4578,         0.4614,         0.0000,         0.0000,       147.6017,        97.8291,       174.0833,       281.4434,       283.3924,       462.8251,         0.4614,     84246.6641,     71804.5938
     23,         0.0000,         0.4604,         0.4604,         0.0000,         0.0000,       147.2134,        97.7663,       173.8440,       281.8016,       283.4225,       462.8323,         0.4604,     84246.4766,     71804.5938
     24,         0.0033,         0.4636,         0.4668,         0.0000,         0.0000,       146.8261,        97.7037,       173.6053,       282.1526,       283.4521,       462.8398,         0.4668,     84246.2891,     71804.5938
     25,         0.0219,         0.4457,         0.4676,         0.0000,         0.0000,       146.4397,        97.6410,       173.3670,       282.5016,       283.4816,       462.8476,         0.4675,     84246.1016,     71804.5938
     26,         0.0283,         0.4407,         0.4691,         0.0000,         0.0000,       146.0545,        97.5785,       173.1292,       282.8481,       283.5109,       462.8558,         0.4690,     84245.9141,     71804.5938
     27,         0.0498,         0.4197,         0.4695,         0.0000,         0.0000,       145.6702,        97.5161,       172.8918,       283.1923,       283.5397,       462.8639,         0.4695,     84245.7266,     71804.5938
     28,         0.0076,         0.4611,         0.4687,         0.0000,         0.0000,       145.2869,        97.4536,       172.6549,       283.5351,       283.5682,       462.8723,         0.4687,     84245.5391,     71804.5938
     29,         0.0151,         0.4530,         0.4681,         0.0000,         0.0000,       144.9047,        97.3914,       172.4185,       283.8768,       283.5969,       462.8809,         0.4681,     84245.3516,     71804.5938
     30,         0.0101,         0.4542,         0.4643,         0.0000,         0.0000,       144.5234,        97.3291,       172.1824,       284.2188,       283.6260,       462.8897,         0.4643,     84245.1641,     71804.5938
     31,         0.0037,         0.4588,         0.4625,         0.0000,         0.0000,       144.1432,        97.2670,       171.9469,       284.5604,       283.6553,       462.8989,         0.4625,     84244.9766,     71804.5938
     32,         0.0081,         0.4533,         0.4614,         0.0000,         0.0000,       143.7639,        97.2049,       171.7120,       284.9014,       283.6845,       462.9078,         0.4614,     84244.7891,     71804.5938
     33,         0.0149,         0.4442,         0.4591,         0.0000,         0.0000,       143.3857,        97.1430,       171.4776,       285.2426,       283.7139,       462.9168,         0.4591,     84244.6016,     71804.5938
     34,         0.0484,         0.4153,         0.4637,         0.0000,         0.0000,       143.0085,        97.0812,       171.2439,       285.5784,       283.7432,       462.9261,         0.4637,     84244.4141,     71804.5938
     35,         0.0815,         0.3843,         0.4658,         0.0000,         0.0000,       142.6322,        97.0195,       171.0108,       285.9106,       283.7722,       462.9360,         0.4657,     84244.2266,     71804.5938
     36,         0.1232,         0.3439,         0.4671,         0.0000,         0.0000,       142.2569,        96.9579,       170.7782,       286.2407,       283.8009,       462.9461,         0.4671,     84244.0391,     71804.5938
     37,         0.0604,         0.4051,         0.4655,         0.0000,         0.0000,       141.8826,        96.8964,       170.5462,       286.5694,       283.8295,       462.9564,         0.4655,     84243.8516,     71804.5938
     38,         0.0063,         0.4531,         0.4594,         0.0000,         0.0000,       141.5093,        96.8350,       170.3148,       286.9005,       283.8581,       462.9664,         0.4594,     84243.6641,     71804.5938
     39,         0.0210,         0.4364,         0.4574,         0.0000,         0.0000,       141.1370,        96.7738,       170.0840,       287.2322,       283.8869,       462.9765,         0.4574,     84243.4766,     71804.5938
     40,         0.0115,         0.4454,         0.4568,         0.0000,         0.0000,       140.7657,        96.7127,       169.8540,       287.5630,       283.9160,       462.9868,         0.4568,     84243.2891,     71804.5938
     41,         0.0175,         0.4339,         0.4513,         0.0000,         0.0000,       140.3954,        96.6517,       169.6245,       287.8940,       283.9451,       462.9969,         0.4513,     84243.1016,     71804.5938
     42,         0.0429,         0.4105,         0.4534,         0.0000,         0.0000,       140.0260,        96.5908,       169.3957,       288.2216,       283.9741,       463.0072,         0.4534,     84242.9141,     71804.5938
     43,         0.1019,         0.3545,         0.4564,         0.0000,         0.0000,       139.6575,        96.5300,       169.1674,       288.5454,       284.0027,       463.0179,         0.4563,     84242.7266,     71804.5938
     44,         0.3959,         0.0713,         0.4672,         0.0000,         0.0030,       139.2901,        96.4688,       168.9373,       288.8633,       284.0309,       463.0289,         0.4643,     84242.5391,     71804.5938
     45,         0.1712,         0.2943,         0.4655,         0.0000,         0.0004,       138.9236,        96.4062,       168.7025,       289.1778,       284.0602,       463.0407,         0.4651,     84242.3516,     71804.5938
     46,         0.3571,         0.1107,         0.4677,         0.0000,         0.0020,       138.5581,        96.3435,       168.4679,       289.4897,       284.0894,       463.0527,         0.4657,     84242.1641,     71804.5938
     47,         0.9732,        -0.4874,         0.4858,         0.0026,         0.0200,       138.1949,        96.2813,       168.2347,       289.8001,       284.1186,       463.0647,         0.4658,     84241.9766,     71804.5938
     48,         0.2644,         0.2175,         0.4820,         0.0000,         0.0152,       137.8313,        96.2188,       168.0009,       290.1080,       284.1477,       463.0771,         0.4668,     84241.7891,     71804.5938
     49,         0.0351,         0.4308,         0.4659,         0.0000,         0.0005,       137.4686,        96.1564,       167.7673,       290.4181,       284.1762,       463.0898,         0.4654,     84241.6016,     71804.5938
     50,         0.0138,         0.4525,         0.4663,         0.0000,         0.0000,       137.1069,        96.0939,       167.5341,       290.7291,       284.2050,       463.1025,         0.4663,     84241.4141,     71804.5938
     51,         0.0452,         0.4239,         0.4691,         0.0000,         0.0000,       136.7462,        96.0316,       167.3012,       291.0364,       284.2336,       463.1155,         0.4691,     84241.2266,     71804.5938
     52,         0.0900,         0.3806,         0.4706,         0.0000,         0.0000,       136.3864,        95.9693,       167.0687,       291.3421,       284.2621,       463.1287,         0.4706,     84241.0391,     71804.5938
     53,         0.0854,         0.3852,         0.4706,         0.0000,         0.0000,       136.0276,        95.9070,       166.8365,       291.6472,       284.2908,       463.1419,         0.4705,     84240.8516,     71804.5938
     54,         0.0282,         0.4446,         0.4728,         0.0000,         0.0000,       135.6697,        95.8448,       166.6046,       291.9494,       284.3194,       463.1551,         0.4728,     84240.6641,     71804.5938
     55,         0.0241,         0.4491,         0.4732,         0.0000,         0.0000,       135.3127,        95.7825,       166.3730,       292.2506,       284.3480,       463.1688,         0.4732,     84240.4766,     71804.5938
     56,         0.0061,         0.4636,         0.4697,         0.0000,         0.0000,       134.9567,        95.7204,       166.1417,       292.5546,       284.3771,       463.1822,         0.4697,     84240.2891,     71804.5938
     57,         0.0097,         0.4546,         0.4643,         0.0000,         0.0000,       134.6017,        95.6583,       165.9107,       292.8604,       284.4062,       463.1955,         0.4643,     84240.1016,     71804.5938
     58,         0.0615,         0.4079,         0.4694,         0.0000,         0.0000,       134.2475,        95.5962,       165.6801,       293.1607,       284.4352,       463.2092,         0.4694,     84239.9141,     71804.5938
     59,         0.1393,         0.3324,         0.4717,         0.0000,         0.0001,       133.8943,        95.5342,       165.4497,       293.4589,       284.4641,       463.2229,         0.4715,     84239.7266,     71804.5938
     60,         0.0681,         0.4038,         0.4719,         0.0000,         0.0000,       133.5420,        95.4721,       165.2197,       293.7544,       284.4929,       463.2371,         0.4719,     84239.5391,     71804.5938
     61,         0.0113,         0.4558,         0.4671,         0.0000,         0.0000,       133.1907,        95.4103,       164.9901,       294.0521,       284.5219,       463.2511,         0.4671,     84239.3516,     71804.5938
     62,         0.0578,         0.4130,         0.4708,         0.0000,         0.0000,       132.8403,        95.3484,       164.7608,       294.3446,       284.5506,       463.2657,         0.4708,     84239.1641,     71804.5938
     63,         0.0782,         0.3944,         0.4727,         0.0000,         0.0000,       132.4908,        95.2865,       164.5317,       294.6348,       284.5792,       463.2805,         0.4727,     84238.9766,     71804.5938
     64,         0.0841,         0.3879,         0.4720,         0.0000,         0.0000,       132.1422,        95.2247,       164.3031,       294.9243,       284.6080,       463.2954,         0.4720,     84238.7891,     71804.5938
     65,         0.0682,         0.4030,         0.4712,         0.0000,         0.0000,       131.7945,        95.1630,       164.0754,       295.2118,       284.6363,       463.3106,         0.4712,     84238.6016,     71804.5938
     66,         0.0949,         0.3772,         0.4721,         0.0000,         0.0000,       131.4477,        95.1016,       163.8484,       295.4973,       284.6644,       463.3258,         0.4721,     84238.4141,     71804.5938
     67,         0.1822,         0.2874,         0.4696,         0.0000,         0.0002,       131.1019,        95.0403,       163.6223,       295.7835,       284.6927,       463.3409,         0.4694,     84238.2266,     71804.5938
     68,         0.2665,         0.2071,         0.4736,         0.0000,         0.0009,       130.7570,        94.9792,       163.3969,       296.0646,       284.7207,       463.3563,         0.4727,     84238.0391,     71804.5938
     69,         0.3192,         0.1538,         0.4729,         0.0000,         0.0011,       130.4129,        94.9183,       163.1725,       296.3434,       284.7488,       463.3721,         0.4718,     84237.8516,     71804.5938
     70,         0.3515,         0.1208,         0.4723,         0.0000,         0.0018,       130.0698,        94.8576,       162.9491,       296.6209,       284.7766,       463.3879,         0.4705,     84237.6641,     71804.5938
     71,         0.0591,         0.4124,         0.4715,         0.0000,         0.0000,       129.7276,        94.7969,       162.7257,       296.8966,       284.8041,       463.4040,         0.4714,     84237.4766,     71804.5938
     72,         0.1300,         0.3397,         0.4696,         0.0000,         0.0001,       129.3863,        94.7362,       162.5025,       297.1722,       284.8318,       463.4202,         0.4695,     84237.2891,     71804.5938
     73,         0.5684,        -0.0925,         0.4759,         0.0000,         0.0050,       129.0459,        94.6757,       162.2802,       297.4452,       284.8593,       463.4362,         0.4709,     84237.1016,     71804.5938
     74,         0.6367,        -0.1580,         0.4787,         0.0000,         0.0074,       128.7063,        94.6154,       162.0589,       297.7158,       284.8868,       463.4526,         0.4713,     84236.9141,     71804.5938
     75,         0.5623,        -0.0864,         0.4760,         0.0000,         0.0076,       128.3677,        94.5553,       161.8385,       297.9861,       284.9144,       463.4691,         0.4684,     84236.7266,     71804.5938
     76,         0.6824,        -0.2000,         0.4824,         0.0000,         0.0093,       128.0300,        94.4950,       161.6172,       298.2531,       284.9418,       463.4861,         0.4731,     84236.5391,     71804.5938
     77,         0.1984,         0.2766,         0.4750,         0.0000,         0.0026,       127.6931,        94.4345,       161.3953,       298.5198,       284.9691,       463.5031,         0.4723,     84236.3516,     71804.5938
     78,         0.3800,         0.0920,         0.4720,         0.0000,         0.0024,       127.3571,        94.3741,       161.1745,       298.7867,       284.9965,       463.5198,         0.4696,     84236.1641,     71804.5938
     79,         0.1322,         0.3418,         0.4740,         0.0000,         0.0003,       127.0221,        94.3138,       160.9536,       299.0496,       285.0236,       463.5373,         0.4738,     84235.9766,     71804.5938
     80,         0.3607,         0.1181,         0.4788,         0.0000,         0.0019,       126.6879,        94.2530,       160.7316,       299.3102,       285.0509,       463.5549,         0.4769,     84235.7891,     71804.5938
     81,         0.1457,         0.3285,         0.4742,         0.0000,         0.0001,       126.3546,        94.1924,       160.5102,       299.5711,       285.0780,       463.5726,         0.4741,     84235.6016,     71804.5938
     82,         0.1415,         0.3305,         0.4720,         0.0000,         0.0001,       126.0221,        94.1321,       160.2900,       299.8313,       285.1053,       463.5903,         0.4719,     84235.4141,     71804.5938
     83,         0.2134,         0.2554,         0.4688,         0.0000,         0.0003,       125.6906,        94.0721,       160.0711,       300.0923,       285.1328,       463.6078,         0.4686,     84235.2266,     71804.5938
     84,         0.2368,         0.2310,         0.4677,         0.0000,         0.0004,       125.3599,        94.0124,       159.8535,       300.3520,       285.1596,       463.6254,         0.4674,     84235.0391,     71804.5938
     85,         0.2020,         0.2631,         0.4651,         0.0000,         0.0002,       125.0300,        93.9530,       159.6372,       300.6105,       285.1866,       463.6430,         0.4649,     84234.8516,     71804.5938
     86,         0.2476,         0.2153,         0.4629,         0.0000,         0.0003,       124.7011,        93.8939,       159.4222,       300.8689,       285.2137,       463.6608,         0.4626,     84234.6641,     71804.5938
     87,         0.3818,         0.0809,         0.4627,         0.0000,         0.0017,       124.3730,        93.8352,       159.2085,       301.1260,       285.2404,       463.6785,         0.4610,     84234.4766,     71804.5938
     88,         0.5175,        -0.0536,         0.4639,         0.0000,         0.0034,       124.0458,        93.7767,       158.9962,       301.3810,       285.2671,       463.6964,         0.4605,     84234.2891,     71804.5938
     89,         0.5796,        -0.1151,         0.4645,         0.0000,         0.0048,       123.7194,        93.7187,       158.7853,       301.6346,       285.2934,       463.7142,         0.4597,     84234.1016,     71804.5938
     90,         0.3910,         0.0687,         0.4597,         0.0000,         0.0029,       123.3939,        93.6610,       158.5759,       301.8865,       285.3196,       463.7323,         0.4568,     84233.9141,     71804.5938
     91,         0.2074,         0.2538,         0.4612,         0.0000,         0.0003,       123.0692,        93.6029,       158.3651,       302.1355,       285.3460,       463.7503,         0.4608,     84233.7266,     71804.5938
     92,         0.8592,        -0.3780,         0.4812,         0.0000,         0.0110,       122.7454,        93.5438,       158.1508,       302.3809,       285.3727,       463.7690,         0.4702,     84233.5391,     71804.5938
     93,         0.0707,         0.4095,         0.4802,         0.0000,         0.0069,       122.4225,        93.4841,       157.9347,       302.6248,       285.3995,       463.7881,         0.4733,     84233.3516,     71804.5938
     94,         0.4064,         0.0760,         0.4824,         0.0000,         0.0021,       122.1004,        93.4236,       157.7155,       302.8653,       285.4264,       463.8075,         0.4803,     84233.1641,     71804.5938
     95,         0.5301,        -0.0485,         0.4816,         0.0000,         0.0037,       121.7792,        93.3630,       157.4964,       303.1062,       285.4535,       463.8272,         0.4778,     84232.9766,     71804.5938
     96,         0.8283,        -0.3379,         0.4904,         0.0000,         0.0110,       121.4587,        93.3024,       157.2776,       303.3451,       285.4804,       463.8470,         0.4794,     84232.7891,     71804.5938
     97,         0.8425,        -0.3395,         0.5030,         0.0000,         0.0237,       121.1392,        93.2419,       157.0592,       303.5829,       285.5075,       463.8669,         0.4793,     84232.6016,     71804.5938
     98,         1.7292,        -1.1671,         0.5620,         0.0224,         0.0800,       120.8316,        93.1840,       156.8511,       303.8178,       285.5344,       463.8868,         0.4820,     84232.4141,     71804.5938
     99,         1.4755,        -0.8660,         0.6095,         0.0200,         0.1315,       120.5237,        93.1256,       156.6413,       304.0505,       285.5612,       463.9070,         0.4779,     84232.2266,     71804.5938
    100,         0.2153,         0.3515,         0.5668,         0.0000,         0.0962,       120.2066,        93.0652,       156.4238,       304.2816,       285.5883,       463.9274,         0.4706,     84232.0391,     71804.5938
    101,         1.4938,        -0.8997,         0.5941,         0.0215,         0.1210,       119.9011,        93.0070,       156.2151,       304.5096,       285.6150,       463.9482,         0.4731,     84231.8516,     71804.5938
    102,         2.1925,        -1.5212,         0.6713,         0.0965,         0.1954,       119.6338,        92.9564,       156.0367,       304.7339,       285.6415,       463.9697,         0.4759,     84231.6641,     71804.5938
    103,         0.6376,        -0.0268,         0.6107,         0.0000,         0.1216,       119.3191,        92.8961,       155.8201,       304.9466,       285.6672,       463.9929,         0.4891,     84231.4766,     71804.5938
    104,         0.4904,         0.0789,         0.5693,         0.0000,         0.0789,       119.0051,        92.8360,       155.6039,       305.1573,       285.6928,       464.0160,         0.4904,     84231.2891,     71804.5938
    105,         0.3444,         0.2047,         0.5491,         0.0000,         0.0641,       118.6920,        92.7759,       155.3881,       305.3714,       285.7189,       464.0379,         0.4850,     84231.1016,     71804.5938
    106,         0.1790,         0.3365,         0.5155,         0.0000,         0.0364,       118.3797,        92.7158,       155.1724,       305.5888,       285.7452,       464.0591,         0.4792,     84230.9141,     71804.5938
    107,         0.3247,         0.1745,         0.4992,         0.0000,         0.0212,       118.0683,        92.6558,       154.9570,       305.8059,       285.7717,       464.0806,         0.4780,     84230.7266,     71804.5938
    108,         0.2364,         0.2519,         0.4883,         0.0000,         0.0097,       117.7576,        92.5957,       154.7419,       306.0214,       285.7980,       464.1022,         0.4785,     84230.5391,     71804.5938
    109,         0.5531,        -0.0605,         0.4926,         0.0000,         0.0048,       117.4478,        92.5357,       154.5271,       306.2279,       285.8238,       464.1255,         0.4878,     84230.3516,     71804.5938
    110,         0.5045,         0.0205,         0.5250,         0.0000,         0.0147,       117.1388,        92.4757,       154.3125,       306.4158,       285.8483,       464.1515,         0.5104,     84230.1641,     71804.5938
    111,         0.7191,        -0.1484,         0.5707,         0.0000,         0.0458,       116.8306,        92.4158,       154.0982,       306.5921,       285.8719,       464.1787,         0.5249,     84229.9453,     71804.6250
    112,         0.4689,         0.1544,         0.6233,         0.0000,         0.0696,       116.5232,        92.3559,       153.8842,       306.7456,       285.8939,       464.2086,         0.5537,     84229.6875,     71804.6953
    113,         0.5862,         0.0629,         0.6491,         0.0000,         0.0843,       116.2167,        92.2961,       153.6705,       306.8911,       285.9150,       464.2388,         0.5647,     84229.3984,     71804.7969
    114,         1.6665,        -0.8820,         0.7845,         0.0671,         0.1863,       115.9444,        92.2429,       153.4840,       307.0100,       285.9337,       464.2726,         0.5982,     84229.0625,     71804.9453
    115,         2.3006,        -1.3057,         0.9949,         0.2017,         0.3268,       115.7402,        92.2033,       153.3516,       307.0785,       285.9486,       464.3124,         0.6681,     84228.6875,     71805.1328
    116,         0.9716,         0.0699,         1.0416,         0.0027,         0.3259,       115.4370,        92.1439,       153.1399,       307.1169,       285.9613,       464.3542,         0.7156,     84228.3125,     71805.3203
    117,         0.1333,         0.7607,         0.8940,         0.0000,         0.2285,       115.1333,        92.0842,       152.9274,       307.1960,       285.9773,       464.3875,         0.6655,     84227.9375,     71805.5078
    118,         1.2699,        -0.3085,         0.9614,         0.0695,         0.3078,       114.8650,        92.0314,       152.7430,       307.2767,       285.9935,       464.4231,         0.6536,     84227.5625,     71805.6953
    119,         2.3157,        -1.1301,         1.1856,         0.3555,         0.4636,       114.7404,        92.0074,       152.6733,       307.3062,       286.0057,       464.4656,         0.7219,     84227.1328,     71805.8828
    120,         0.4321,         0.7510,         1.1830,         0.0000,         0.4046,       114.4385,        91.9479,       152.4617,       307.2978,       286.0151,       464.5112,         0.7784,     84226.7344,     71806.0703
    121,         0.1605,         0.8093,         0.9698,         0.0000,         0.2575,       114.1374,        91.8884,       152.2500,       307.3413,       286.0286,       464.5473,         0.7122,     84226.3594,     71806.2578
    122,         0.6744,         0.2763,         0.9507,         0.0000,         0.2829,       113.8371,        91.8289,       152.0388,       307.4126,       286.0443,       464.5809,         0.6678,     84225.9844,     71806.4453
    123,         1.6333,        -0.5273,         1.1060,         0.1412,         0.3954,       113.6082,        91.7835,       151.8843,       307.4491,       286.0573,       464.6201,         0.7106,     84225.5625,     71806.6328
    124,         1.8551,        -0.5598,         1.2953,         0.3021,         0.5203,       113.4602,        91.7542,       151.7945,       307.4384,       286.0667,       464.6653,         0.7751,     84225.1172,     71806.8203
    125,         0.6783,         0.5979,         1.2763,         0.0000,         0.4522,       113.1617,        91.6948,       151.5839,       307.3949,       286.0737,       464.7125,         0.8241,     84224.5547,     71807.0078
    126,         2.3066,        -0.8673,         1.4393,         0.4454,         0.6395,       113.0865,        91.6799,       151.5517,       307.3676,       286.0819,       464.7575,         0.7998,     84224.1016,     71807.1953
    127,         2.1324,        -0.4412,         1.6912,         0.5044,         0.7689,       113.0409,        91.6710,       151.5433,       307.2482,       286.0830,       464.8153,         0.9223,     84223.5312,     71807.3828
    128,         2.0397,        -0.2551,         1.7846,         0.5554,         0.8027,       113.0210,        91.6672,       151.5552,       307.0871,       286.0810,       464.8766,         0.9819,     84222.9141,     71807.5703
    129,         1.1292,         0.5021,         1.6313,         1.5984,         0.5906,       114.2730,        91.6173,       151.3826,       306.8868,       286.0756,       464.9413,         1.0406,     84222.1641,     71807.7578
    130,         2.0566,        -0.0768,         1.9799,         2.2112,         0.9091,       115.8278,        91.6287,       151.4553,       306.6681,       286.0686,       465.0079,         1.0707,     84221.4141,     71807.9453
    131,         3.4045,        -1.1131,         2.2913,         2.5389,         1.0998,       117.5421,        91.6729,       151.6590,       306.3738,       286.0553,       465.0860,         1.1915,     84220.6641,     71808.1953
    132,         1.2118,         0.7010,         1.9128,         1.5370,         0.6286,       118.7515,        91.6169,       151.4618,       306.0315,       286.0378,       465.1668,         1.2842,     84219.9297,     71808.5312
    133,         0.5892,         1.2588,         1.8479,         1.5040,         0.6309,       119.9412,        91.5576,       151.2516,       305.7537,       286.0251,       465.2336,         1.2170,     84219.1953,     71808.7344
    134,         1.4781,         0.4697,         1.9478,         1.8191,         0.7865,       121.2852,        91.5297,       151.1678,       305.5222,       286.0158,       465.2939,         1.1613,     84218.4453,     71808.9219
    135,         2.1621,        -0.0886,         2.0735,         2.0854,         0.9153,       122.7586,        91.5287,       151.1908,       305.2970,       286.0066,       465.3549,         1.1582,     84217.7266,     71809.1406
    136,         2.9886,        -0.7150,         2.2736,         2.4232,         1.0843,       124.3969,        91.5615,       151.3495,       305.0545,       285.9954,       465.4190,         1.1893,     84216.9922,     71809.3906
    137,         3.1050,        -0.6825,         2.4225,         2.5286,         1.1867,       126.0834,        91.6059,       151.5536,       304.7805,       285.9808,       465.4873,         1.2358,     84216.2422,     71809.6484
    138,         3.1800,        -0.7006,         2.4794,         2.6386,         1.2466,       127.8206,        91.6625,       151.8057,       304.5115,       285.9655,       465.5538,         1.2328,     84215.5000,     71809.9297
    139,         3.8309,        -1.0573,         2.7736,         2.8251,         1.4052,       129.6462,        91.7388,       152.1358,       304.1411,       285.9411,       465.6368,         1.3684,     84214.7656,     71810.2500
    140,         3.4826,        -0.4782,         3.0044,         3.1528,         1.5944,       131.6308,        91.8486,       152.5995,       303.7475,       285.9142,       465.7202,         1.4100,     84214.0234,     71810.6250
    141,         1.8627,         0.8849,         2.7476,         2.5286,         1.2603,       133.2981,        91.8944,       152.8076,       303.3139,       285.8844,       465.8052,         1.4873,     84213.1953,     71811.0000
    142,         2.8522,        -0.0023,         2.8499,         2.5909,         1.2984,       134.9924,        91.9438,       153.0310,       302.8487,       285.8531,       465.8922,         1.5515,     84212.3359,     71811.3750
    143,         2.0595,         0.7112,         2.7707,         2.3096,         1.1601,       136.5417,        91.9648,       153.1407,       302.3463,       285.8184,       465.9823,         1.6106,     84211.3984,     71811.7500
    144,         1.3949,         0.9369,         2.3319,         1.5758,         0.8157,       137.7204,        91.9124,       152.9569,       301.9268,       285.7899,       466.0563,         1.5162,     84210.4844,     71812.1250
    145,         2.6581,        -0.0593,         2.5988,         2.2645,         1.1550,       139.2401,        91.9290,       153.0488,       301.5652,       285.7657,       466.1232,         1.4438,     84209.6641,     71812.5000
    146,         2.2156,         0.2655,         2.4812,         2.0414,         1.0562,       140.6443,        91.9236,       153.0528,       301.2214,       285.7422,       466.1884,         1.4250,     84208.8594,     71812.8750
    147,         1.6137,         0.7837,         2.3974,         1.8753,         1.0284,       141.9619,        91.9023,       152.9929,       300.9211,       285.7214,       466.2475,         1.3690,     84208.1094,     71813.2500
    148,         2.0458,         0.4737,         2.5195,         2.0338,         1.0942,       143.3551,        91.8958,       152.9927,       300.5774,       285.6974,       466.3146,         1.4253,     84207.3047,     71813.6250
    149,         3.0137,        -0.1749,         2.8389,         2.5473,         1.3658,       145.0011,        91.9406,       153.1975,       300.2021,       285.6706,       466.3858,         1.4730,     84206.4609,     71814.0000
    150,         1.1690,         1.6670,         2.8360,         2.4274,         1.2991,       146.5832,        91.9734,       153.3541,       299.7875,       285.6402,       466.4605,         1.5369,     84205.5234,     71814.3750
    151,         3.1833,        -0.1486,         3.0346,         2.7171,         1.4217,       148.3051,        92.0351,       153.6261,       299.3129,       285.6045,       466.5440,         1.6129,     84204.5703,     71814.7656
    152,         2.4499,         0.2595,         2.7094,         2.1147,         1.1487,       149.7221,        92.0365,       153.6571,       298.8914,       285.5725,       466.6149,         1.5607,     84203.6328,     71815.1406
    153,         3.1053,        -0.1090,         2.9963,         2.7430,         1.4818,       151.4493,        92.1008,       153.9394,       298.5163,       285.5439,       466.6791,         1.5145,     84202.7734,     71815.5156
    154,         3.9027,        -0.4451,         3.4576,         3.3695,         1.7832,       153.4845,        92.2276,       154.4716,       298.0266,       285.5055,       466.7627,         1.6744,     84201.7578,     71815.9688
    155,         4.4717,        -1.2372,         3.2345,         2.7820,         1.5246,       155.2211,        92.2957,       154.7683,       297.5252,       285.4655,       466.8436,         1.7099,     84200.7344,     71816.4297
