 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     23,         0.0000,         0.4604,         0.4604,       147.2134,       462.8323,        97.7663,     84246.4766,       173.8440,       281.8016,    156513.9062,       136.0000,       283.4225,         0.0000,         0.4604,         0.0000
     24,         0.0033,         0.4636,         0.4668,       146.8261,       462.8398,        97.7037,     84246.2891,       173.6053,       282.1526,    156513.7188,       136.0000,       283.4521,         0.0000,         0.4668,         0.0000
     25,         0.0219,         0.4457,         0.4676,       146.4397,       462.8476,        97.6410,     84246.1016,       173.3670,       282.5016,    156513.5312,       136.0000,       283.4816,         0.0000,         0.4675,         0.0000
     26,         0.0283,         0.4407,         0.4691,       146.0545,       462.8558,        97.5785,     84245.9141,       173.1292,       282.8481,    156513.3750,       136.0000,       283.5109,         0.0000,         0.4690,         0.0000
     27,         0.0498,         0.4197,         0.4695,       145.6702,       462.8639,        97.5161,     84245.7266,       172.8918,       283.1923,    156513.1875,       136.0000,       283.5397,         0.0000,         0.4695,         0.0000
     28,         0.0076,         0.4611,         0.4687,       145.2869,       462.8723,        97.4536,     84245.5391,       172.6549,       283.5351,    156513.0000,       136.0000,       283.5682,         0.0000,         0.4687,         0.0000
     29,         0.0151,         0.4530,         0.4681,       144.9047,       462.8809,        97.3914,     84245.3516,       172.4185,       283.8768,    156512.8281,       136.0000,       283.5969,         0.0000,         0.4681,         0.0000
     30,         0.0101,         0.4542,         0.4643,       144.5234,       462.8897,        97.3291,     84245.1641,       172.1824,       284.2188,    156512.6562,       136.0000,       283.6260,         0.0000,         0.4643,         0.0000
     31,         0.0037,         0.4588,         0.4625,       144.1432,       462.8989,        97.2670,     84244.9766,       171.9469,       284.5604,    156512.4688,       136.0000,       283.6553,         0.0000,         0.4625,         0.0000
     32,         0.0081,         0.4533,         0.4614,       143.7639,       462.9078,        97.2049,     84244.7891,       171.7120,       284.9014,    156512.2812,       136.0000,       283.6845,         0.0000,         0.4614,         0.0000
     33,         0.0149,         0.4442,         0.4591,       143.3857,       462.9168,        97.1430,     84244.6016,       171.4776,       285.2426,    156512.1094,       136.0000,       283.7139,         0.0000,         0.4591,         0.0000
     34,         0.0484,         0.4153,         0.4637,       143.0085,       462.9261,        97.0812,     84244.4141,       171.2439,       285.5784,    156511.9375,       136.0000,       283.7432,         0.0000,         0.4637,         0.0000
     35,         0.0815,         0.3843,         0.4658,       142.6322,       462.9360,        97.0195,     84244.2266,       171.0108,       285.9106,    156511.7500,       136.0000,       283.7722,         0.0000,         0.4657,         0.0000
     36,         0.1232,         0.3439,         0.4671,       142.2569,       462.9461,        96.9579,     84244.0391,       170.7782,       286.2407,    156511.5781,       136.0000,       283.8009,         0.0000,         0.4671,         0.0000
     37,         0.0604,         0.4051,         0.4655,       141.8826,       462.9564,        96.8964,     84243.8516,       170.5462,       286.5694,    156511.4062,       136.0000,       283.8295,         0.0000,         0.4655,         0.0000
     38,         0.0063,         0.4531,         0.4594,       141.5093,       462.9664,        96.8350,     84243.6641,       170.3148,       286.9005,    156511.2188,       136.0000,       283.8581,         0.0000,         0.4594,         0.0000
     39,         0.0210,         0.4364,         0.4574,       141.1370,       462.9765,        96.7738,     84243.4766,       170.0840,       287.2322,    156511.0469,       136.0000,       283.8869,         0.0000,         0.4574,         0.0000
     40,         0.0115,         0.4454,         0.4568,       140.7657,       462.9868,        96.7127,     84243.2891,       169.8540,       287.5630,    156510.8750,       136.0000,       283.9160,         0.0000,         0.4568,         0.0000
     41,         0.0175,         0.4339,         0.4513,       140.3954,       462.9969,        96.6517,     84243.1016,       169.6245,       287.8940,    156510.6875,       136.0000,       283.9451,         0.0000,         0.4513,         0.0000
     42,         0.0429,         0.4105,         0.4534,       140.0260,       463.0072,        96.5908,     84242.9141,       169.3957,       288.2216,    156510.5156,       136.0000,       283.9741,         0.0000,         0.4534,         0.0000
     43,         0.1019,         0.3545,         0.4564,       139.6575,       463.0179,        96.5300,     84242.7266,       169.1674,       288.5454,    156510.3438,       136.0000,       284.0027,         0.0000,         0.4563,         0.0000
     44,         0.3959,         0.0713,         0.4672,       139.2901,       463.0289,        96.4688,     84242.5391,       168.9373,       288.8633,    156510.1562,       136.0000,       284.0309,         0.0000,         0.4643,         0.0030
     45,         0.1712,         0.2943,         0.4655,       138.9236,       463.0407,        96.4062,     84242.3516,       168.7025,       289.1778,    156509.9844,       136.0000,       284.0602,         0.0000,         0.4651,         0.0004
     46,         0.3571,         0.1107,         0.4677,       138.5581,       463.0527,        96.3435,     84242.1641,       168.4679,       289.4897,    156509.8125,       136.0000,       284.0894,         0.0000,         0.4657,         0.0020
     47,         0.9732,        -0.4874,         0.4858,       138.1949,       463.0647,        96.2813,     84241.9766,       168.2347,       289.8001,    156509.6250,       136.0000,       284.1186,         0.0026,         0.4658,         0.0200
     48,         0.2644,         0.2175,         0.4820,       137.8313,       463.0771,        96.2188,     84241.7891,       168.0009,       290.1080,    156509.4688,       136.0000,       284.1477,         0.0000,         0.4668,         0.0152
     49,         0.0351,         0.4308,         0.4659,       137.4686,       463.0898,        96.1564,     84241.6016,       167.7673,       290.4181,    156509.2812,       136.0000,       284.1762,         0.0000,         0.4654,         0.0005
     50,         0.0138,         0.4525,         0.4663,       137.1069,       463.1025,        96.0939,     84241.4141,       167.5341,       290.7291,    156509.1094,       136.0000,       284.2050,         0.0000,         0.4663,         0.0000
     51,         0.0452,         0.4239,         0.4691,       136.7462,       463.1155,        96.0316,     84241.2266,       167.3012,       291.0364,    156508.9375,       136.0000,       284.2336,         0.0000,         0.4691,         0.0000
     52,         0.0900,         0.3806,         0.4706,       136.3864,       463.1287,        95.9693,     84241.0391,       167.0687,       291.3421,    156508.7500,       136.0000,       284.2621,         0.0000,         0.4706,         0.0000
     53,         0.0854,         0.3852,         0.4706,       136.0276,       463.1419,        95.9070,     84240.8516,       166.8365,       291.6472,    156508.5938,       136.0000,       284.2908,         0.0000,         0.4705,         0.0000
     54,         0.0282,         0.4446,         0.4728,       135.6697,       463.1551,        95.8448,     84240.6641,       166.6046,       291.9494,    156508.4062,       136.0000,       284.3194,         0.0000,         0.4728,         0.0000
     55,         0.0241,         0.4491,         0.4732,       135.3127,       463.1688,        95.7825,     84240.4766,       166.3730,       292.2506,    156508.2500,       136.0000,       284.3480,         0.0000,         0.4732,         0.0000
     56,         0.0061,         0.4636,         0.4697,       134.9567,       463.1822,        95.7204,     84240.2891,       166.1417,       292.5546,    156508.0625,       136.0000,       284.3771,         0.0000,         0.4697,         0.0000
     57,         0.0097,         0.4546,         0.4643,       134.6017,       463.1955,        95.6583,     84240.1016,       165.9107,       292.8604,    156507.8906,       136.0000,       284.4062,         0.0000,         0.4643,         0.0000
     58,         0.0615,         0.4079,         0.4694,       134.2475,       463.2092,        95.5962,     84239.9141,       165.6801,       293.1607,    156507.7188,       136.0000,       284.4352,         0.0000,         0.4694,         0.0000
     59,         0.1393,         0.3324,         0.4717,       133.8943,       463.2229,        95.5342,     84239.7266,       165.4497,       293.4589,    156507.5469,       136.0000,       284.4641,         0.0000,         0.4715,         0.0001
     60,         0.0681,         0.4038,         0.4719,       133.5420,       463.2371,        95.4721,     84239.5391,       165.2197,       293.7544,    156507.3750,       136.0000,       284.4929,         0.0000,         0.4719,         0.0000
     61,         0.0113,         0.4558,         0.4671,       133.1907,       463.2511,        95.4103,     84239.3516,       164.9901,       294.0521,    156507.1875,       136.0000,       284.5219,         0.0000,         0.4671,         0.0000
     62,         0.0578,         0.4130,         0.4708,       132.8403,       463.2657,        95.3484,     84239.1641,       164.7608,       294.3446,    156507.0312,       136.0000,       284.5506,         0.0000,         0.4708,         0.0000
     63,         0.0782,         0.3944,         0.4727,       132.4908,       463.2805,        95.2865,     84238.9766,       164.5317,       294.6348,    156506.8438,       136.0000,       284.5792,         0.0000,         0.4727,         0.0000
     64,         0.0841,         0.3879,         0.4720,       132.1422,       463.2954,        95.2247,     84238.7891,       164.3031,       294.9243,    156506.6875,       136.0000,       284.6080,         0.0000,         0.4720,         0.0000
     65,         0.0682,         0.4030,         0.4712,       131.7945,       463.3106,        95.1630,     84238.6016,       164.0754,       295.2118,    156506.5000,       136.0000,       284.6363,         0.0000,         0.4712,         0.0000
     66,         0.0949,         0.3772,         0.4721,       131.4477,       463.3258,        95.1016,     84238.4141,       163.8484,       295.4973,    156506.3438,       136.0000,       284.6644,         0.0000,         0.4721,         0.0000
     67,         0.1822,         0.2874,         0.4696,       131.1019,       463.3409,        95.0403,     84238.2266,       163.6223,       295.7835,    156506.1562,       136.0000,       284.6927,         0.0000,         0.4694,         0.0002
     68,         0.2665,         0.2071,         0.4736,       130.7570,       463.3563,        94.9792,     84238.0391,       163.3969,       296.0646,    156506.0000,       136.0000,       284.7207,         0.0000,         0.4727,         0.0009
     69,         0.3192,         0.1538,         0.4729,       130.4129,       463.3721,        94.9183,     84237.8516,       163.1725,       296.3434,    156505.8125,       136.0000,       284.7488,         0.0000,         0.4718,         0.0011
     70,         0.3515,         0.1208,         0.4723,       130.0698,       463.3879,        94.8576,     84237.6641,       162.9491,       296.6209,    156505.6562,       136.0000,       284.7766,         0.0000,         0.4705,         0.0018
     71,         0.0591,         0.4124,         0.4715,       129.7276,       463.4040,        94.7969,     84237.4766,       162.7257,       296.8966,    156505.4688,       136.0000,       284.8041,         0.0000,         0.4714,         0.0000
     72,         0.1300,         0.3397,         0.4696,       129.3863,       463.4202,        94.7362,     84237.2891,       162.5025,       297.1722,    156505.3125,       136.0000,       284.8318,         0.0000,         0.4695,         0.0001
     73,         0.5684,        -0.0925,         0.4759,       129.0459,       463.4362,        94.6757,     84237.1016,       162.2802,       297.4452,    156505.1250,       136.0000,       284.8593,         0.0000,         0.4709,         0.0050
     74,         0.6367,        -0.1580,         0.4787,       128.7063,       463.4526,        94.6154,     84236.9141,       162.0589,       297.7158,    156504.9688,       136.0000,       284.8868,         0.0000,         0.4713,         0.0074
     75,         0.5623,        -0.0864,         0.4760,       128.3677,       463.4691,        94.5553,     84236.7266,       161.8385,       297.9861,    156504.7812,       136.0000,       284.9144,         0.0000,         0.4684,         0.0076
     76,         0.6824,        -0.2000,         0.4824,       128.0300,       463.4861,        94.4950,     84236.5391,       161.6172,       298.2531,    156504.6250,       136.0000,       284.9418,         0.0000,         0.4731,         0.0093
     77,         0.1984,         0.2766,         0.4750,       127.6931,       463.5031,        94.4345,     84236.3516,       161.3953,       298.5198,    156504.4375,       136.0000,       284.9691,         0.0000,         0.4723,         0.0026
     78,         0.3800,         0.0920,         0.4720,       127.3571,       463.5198,        94.3741,     84236.1641,       161.1745,       298.7867,    156504.2812,       136.0000,       284.9965,         0.0000,         0.4696,         0.0024
     79,         0.1322,         0.3418,         0.4740,       127.0221,       463.5373,        94.3138,     84235.9766,       160.9536,       299.0496,    156504.1094,       136.0000,       285.0236,         0.0000,         0.4738,         0.0003
     80,         0.3607,         0.1181,         0.4788,       126.6879,       463.5549,        94.2530,     84235.7891,       160.7316,       299.3102,    156503.9375,       136.0000,       285.0509,         0.0000,         0.4769,         0.0019
     81,         0.1457,         0.3285,         0.4742,       126.3546,       463.5726,        94.1924,     84235.6016,       160.5102,       299.5711,    156503.7656,       136.0000,       285.0780,         0.0000,         0.4741,         0.0001
     82,         0.1415,         0.3305,         0.4720,       126.0221,       463.5903,        94.1321,     84235.4141,       160.2900,       299.8313,    156503.5938,       136.0000,       285.1053,         0.0000,         0.4719,         0.0001
     83,         0.2134,         0.2554,         0.4688,       125.6906,       463.6078,        94.0721,     84235.2266,       160.0711,       300.0923,    156503.4375,       136.0000,       285.1328,         0.0000,         0.4686,         0.0003
     84,         0.2368,         0.2310,         0.4677,       125.3599,       463.6254,        94.0124,     84235.0391,       159.8535,       300.3520,    156503.2500,       136.0000,       285.1596,         0.0000,         0.4674,         0.0004
     85,         0.2020,         0.2631,         0.4651,       125.0300,       463.6430,        93.9530,     84234.8516,       159.6372,       300.6105,    156503.0938,       136.0000,       285.1866,         0.0000,         0.4649,         0.0002
     86,         0.2476,         0.2153,         0.4629,       124.7011,       463.6608,        93.8939,     84234.6641,       159.4222,       300.8689,    156502.9219,       136.0000,       285.2137,         0.0000,         0.4626,         0.0003
     87,         0.3818,         0.0809,         0.4627,       124.3730,       463.6785,        93.8352,     84234.4766,       159.2085,       301.1260,    156502.7500,       136.0000,       285.2404,         0.0000,         0.4610,         0.0017
     88,         0.5175,        -0.0536,         0.4639,       124.0458,       463.6964,        93.7767,     84234.2891,       158.9962,       301.3810,    156502.5781,       136.0000,       285.2671,         0.0000,         0.4605,         0.0034
     89,         0.5796,        -0.1151,         0.4645,       123.7194,       463.7142,        93.7187,     84234.1016,       158.7853,       301.6346,    156502.4062,       136.0000,       285.2934,         0.0000,         0.4597,         0.0048
     90,         0.3910,         0.0687,         0.4597,       123.3939,       463.7323,        93.6610,     84233.9141,       158.5759,       301.8865,    156502.2500,       136.0000,       285.3196,         0.0000,         0.4568,         0.0029
     91,         0.2074,         0.2538,         0.4612,       123.0692,       463.7503,        93.6029,     84233.7266,       158.3651,       302.1355,    156502.0625,       136.0000,       285.3460,         0.0000,         0.4608,         0.0003
     92,         0.8592,        -0.3780,         0.4812,       122.7454,       463.7690,        93.5438,     84233.5391,       158.1508,       302.3809,    156501.9062,       136.0000,       285.3727,         0.0000,         0.4702,         0.0110
     93,         0.0707,         0.4095,         0.4802,       122.4225,       463.7881,        93.4841,     84233.3516,       157.9347,       302.6248,    156501.7344,       136.0000,       285.3995,         0.0000,         0.4733,         0.0069
     94,         0.4064,         0.0760,         0.4824,       122.1004,       463.8075,        93.4236,     84233.1641,       157.7155,       302.8653,    156501.5625,       136.0000,       285.4264,         0.0000,         0.4803,         0.0021
     95,         0.5301,        -0.0485,         0.4816,       121.7792,       463.8272,        93.3630,     84232.9766,       157.4964,       303.1062,    156501.4062,       136.0000,       285.4535,         0.0000,         0.4778,         0.0037
     96,         0.8283,        -0.3379,         0.4904,       121.4587,       463.8470,        93.3024,     84232.7891,       157.2776,       303.3451,    156501.2188,       136.0000,       285.4804,         0.0000,         0.4794,         0.0110
     97,         0.8425,        -0.3395,         0.5030,       121.1392,       463.8669,        93.2419,     84232.6016,       157.0592,       303.5829,    156501.0625,       136.0000,       285.5075,         0.0000,         0.4793,         0.0237
     98,         1.7292,        -1.1671,         0.5620,       120.8316,       463.8868,        93.1840,     84232.4141,       156.8511,       303.8178,    156500.9062,       136.0000,       285.5344,         0.0224,         0.4820,         0.0800
     99,         1.4755,        -0.8660,         0.6095,       120.5237,       463.9070,        93.1256,     84232.2266,       156.6413,       304.0505,    156500.7188,       136.0000,       285.5612,         0.0200,         0.4779,         0.1315
    100,         0.2153,         0.3515,         0.5668,       120.2066,       463.9274,        93.0652,     84232.0391,       156.4238,       304.2816,    156500.5625,       136.0000,       285.5883,         0.0000,         0.4706,         0.0962
    101,         1.4938,        -0.8997,         0.5941,       119.9011,       463.9482,        93.0070,     84231.8516,       156.2151,       304.5096,    156500.3906,       136.0000,       285.6150,         0.0215,         0.4731,         0.1210
    102,         2.1925,        -1.5212,         0.6713,       119.6338,       463.9697,        92.9564,     84231.6641,       156.0367,       304.7339,    156500.2188,       136.0000,       285.6415,         0.0965,         0.4759,         0.1954
    103,         0.6376,        -0.0268,         0.6107,       119.3191,       463.9929,        92.8961,     84231.4766,       155.8201,       304.9466,    156500.0625,       136.0000,       285.6672,         0.0000,         0.4891,         0.1216
    104,         0.4904,         0.0789,         0.5693,       119.0051,       464.0160,        92.8360,     84231.2891,       155.6039,       305.1573,    156499.9062,       136.0000,       285.6928,         0.0000,         0.4904,         0.0789
    105,         0.3444,         0.2047,         0.5491,       118.6920,       464.0379,        92.7759,     84231.1016,       155.3881,       305.3714,    156499.7344,       136.0000,       285.7189,         0.0000,         0.4850,         0.0641
    106,         0.1790,         0.3365,         0.5155,       118.3797,       464.0591,        92.7158,     84230.9141,       155.1724,       305.5888,    156499.5625,       136.0000,       285.7452,         0.0000,         0.4792,         0.0364
    107,         0.3247,         0.1745,         0.4992,       118.0683,       464.0806,        92.6558,     84230.7266,       154.9570,       305.8059,    156499.4062,       136.0000,       285.7717,         0.0000,         0.4780,         0.0212
    108,         0.2364,         0.2519,         0.4883,       117.7576,       464.1022,        92.5957,     84230.5391,       154.7419,       306.0214,    156499.2344,       136.0000,       285.7980,         0.0000,         0.4785,         0.0097
    109,         0.5531,        -0.0605,         0.4926,       117.4478,       464.1255,        92.5357,     84230.3516,       154.5271,       306.2279,    156499.0625,       136.0000,       285.8238,         0.0000,         0.4878,         0.0048
    110,         0.5045,         0.0205,         0.5250,       117.1388,       464.1515,        92.4757,     84230.1641,       154.3125,       306.4158,    156498.9062,       136.0000,       285.8483,         0.0000,         0.5104,         0.0147
    111,         0.7191,        -0.1484,         0.5707,       116.8306,       464.1787,        92.4158,     84229.9453,       154.0982,       306.5921,    156498.7500,       136.0000,       285.8719,         0.0000,         0.5249,         0.0458
    112,         0.4689,         0.1544,         0.6233,       116.5232,       464.2086,        92.3559,     84229.6875,       153.8842,       306.7456,    156498.5938,       136.0000,       285.8939,         0.0000,         0.5537,         0.0696
    113,         0.5862,         0.0629,         0.6491,       116.2167,       464.2388,        92.2961,     84229.3984,       153.6705,       306.8911,    156498.4375,       136.0000,       285.9150,         0.0000,         0.5647,         0.0843
    114,         1.6665,        -0.8820,         0.7845,       115.9444,       464.2726,        92.2429,     84229.0625,       153.4840,       307.0100,    156498.2812,       136.0000,       285.9337,         0.0671,         0.5982,         0.1863
    115,         2.3006,        -1.3057,         0.9949,       115.7402,       464.3124,        92.2033,     84228.6875,       153.3516,       307.0785,    156498.1250,       136.0000,       285.9486,         0.2017,         0.6681,         0.3268
    116,         0.9716,         0.0699,         1.0416,       115.4370,       464.3542,        92.1439,     84228.3125,       153.1399,       307.1169,    156497.9844,       136.0000,       285.9613,         0.0027,         0.7156,         0.3259
    117,         0.1333,         0.7607,         0.8940,       115.1333,       464.3875,        92.0842,     84227.9375,       152.9274,       307.1960,    156497.8438,       136.0000,       285.9773,         0.0000,         0.6655,         0.2285
    118,         1.2699,        -0.3085,         0.9614,       114.8650,       464.4231,        92.0314,     84227.5625,       152.7430,       307.2767,    156497.6875,       136.0000,       285.9935,         0.0695,         0.6536,         0.3078
    119,         2.3157,        -1.1301,         1.1856,       114.7404,       464.4656,        92.0074,     84227.1328,       152.6733,       307.3062,    156497.4844,       136.0000,       286.0057,         0.3555,         0.7219,         0.4636
    120,         0.4321,         0.7510,         1.1830,       114.4385,       464.5112,        91.9479,     84226.7344,       152.4617,       307.2978,    156497.3125,       136.0000,       286.0151,         0.0000,         0.7784,         0.4046
    121,         0.1605,         0.8093,         0.9698,       114.1374,       464.5473,        91.8884,     84226.3594,       152.2500,       307.3413,    156497.1562,       136.0000,       286.0286,         0.0000,         0.7122,         0.2575
    122,         0.6744,         0.2763,         0.9507,       113.8371,       464.5809,        91.8289,     84225.9844,       152.0388,       307.4126,    156497.0000,       136.0000,       286.0443,         0.0000,         0.6678,         0.2829
    123,         1.6333,        -0.5273,         1.1060,       113.6082,       464.6201,        91.7835,     84225.5625,       151.8843,       307.4491,    156496.8125,       136.0000,       286.0573,         0.1412,         0.7106,         0.3954
    124,         1.8551,        -0.5598,         1.2953,       113.4602,       464.6653,        91.7542,     84225.1172,       151.7945,       307.4384,    156496.5938,       136.0000,       286.0667,         0.3021,         0.7751,         0.5203
    125,         0.6783,         0.5979,         1.2763,       113.1617,       464.7125,        91.6948,     84224.5547,       151.5839,       307.3949,    156496.2812,       136.0000,       286.0737,         0.0000,         0.8241,         0.4522
    126,         2.3066,        -0.8673,         1.4393,       113.0865,       464.7575,        91.6799,     84224.1016,       151.5517,       307.3676,    156496.0625,       136.0000,       286.0819,         0.4454,         0.7998,         0.6395
    127,         2.1324,        -0.4412,         1.6912,       113.0409,       464.8153,        91.6710,     84223.5312,       151.5433,       307.2482,    156495.7188,       136.0000,       286.0830,         0.5044,         0.9223,         0.7689
    128,         2.0397,        -0.2551,         1.7846,       113.0210,       464.8766,        91.6672,     84222.9141,       151.5552,       307.0871,    156495.3594,       136.0000,       286.0810,         0.5554,         0.9819,         0.8027
    129,         1.1292,         0.5021,         1.6313,       114.2730,       464.9413,        91.6173,     84222.1641,       151.3826,       306.8868,    156494.8594,       129.0000,       286.0756,         1.5984,         1.0406,         0.5906
    130,         2.0566,        -0.0768,         1.9799,       115.8278,       465.0079,        91.6287,     84221.4141,       151.4553,       306.6681,    156494.3750,       129.0000,       286.0686,         2.2112,         1.0707,         0.9091
    131,         3.4045,        -1.1131,         2.2913,       117.5421,       465.0860,        91.6729,     84220.6641,       151.6590,       306.3738,    156493.9375,       129.0000,       286.0553,         2.5389,         1.1915,         1.0998
    132,         1.2118,         0.7010,         1.9128,       118.7515,       465.1668,        91.6169,     84219.9297,       151.4618,       306.0315,    156493.6250,       129.0000,       286.0378,         1.5370,         1.2842,         0.6286
    133,         0.5892,         1.2588,         1.8479,       119.9412,       465.2336,        91.5576,     84219.1953,       151.2516,       305.7537,    156493.1562,       129.0000,       286.0251,         1.5040,         1.2170,         0.6309
    134,         1.4781,         0.4697,         1.9478,       121.2852,       465.2939,        91.5297,     84218.4453,       151.1678,       305.5222,    156492.6562,       129.0000,       286.0158,         1.8191,         1.1613,         0.7865
    135,         2.1621,        -0.0886,         2.0735,       122.7586,       465.3549,        91.5287,     84217.7266,       151.1908,       305.2970,    156492.2188,       129.0000,       286.0066,         2.0854,         1.1582,         0.9153
    136,         2.9886,        -0.7150,         2.2736,       124.3969,       465.4190,        91.5615,     84216.9922,       151.3495,       305.0545,    156491.8125,       129.0000,       285.9954,         2.4232,         1.1893,         1.0843
    137,         3.1050,        -0.6825,         2.4225,       126.0834,       465.4873,        91.6059,     84216.2422,       151.5536,       304.7805,    156491.3750,       129.0000,       285.9808,         2.5286,         1.2358,         1.1867
    138,         3.1800,        -0.7006,         2.4794,       127.8206,       465.5538,        91.6625,     84215.5000,       151.8057,       304.5115,    156490.9844,       129.0000,       285.9655,         2.6386,         1.2328,         1.2466
    139,         3.8309,        -1.0573,         2.7736,       129.6462,       465.6368,        91.7388,     84214.7656,       152.1358,       304.1411,    156490.6562,       129.0000,       285.9411,         2.8251,         1.3684,         1.4052
    140,         3.4826,        -0.4782,         3.0044,       131.6308,       465.7202,        91.8486,     84214.0234,       152.5995,       303.7475,    156490.3750,       129.0000,       285.9142,         3.1528,         1.4100,         1.5944
    141,         1.8627,         0.8849,         2.7476,       133.2981,       465.8052,        91.8944,     84213.1953,       152.8076,       303.3139,    156490.0000,       129.0000,       285.8844,         2.5286,         1.4873,         1.2603
    142,         2.8522,        -0.0023,         2.8499,       134.9924,       465.8922,        91.9438,     84212.3359,       153.0310,       302.8487,    156489.5938,       129.0000,       285.8531,         2.5909,         1.5515,         1.2984
    143,         2.0595,         0.7112,         2.7707,       136.5417,       465.9823,        91.9648,     84211.3984,       153.1407,       302.3463,    156489.1250,       129.0000,       285.8184,         2.3096,         1.6106,         1.1601
    144,         1.3949,         0.9369,         2.3319,       137.7204,       466.0563,        91.9124,     84210.4844,       152.9569,       301.9268,    156488.6562,       129.0000,       285.7899,         1.5758,         1.5162,         0.8157
    145,         2.6581,        -0.0593,         2.5988,       139.2401,       466.1232,        91.9290,     84209.6641,       153.0488,       301.5652,    156488.2812,       129.0000,       285.7657,         2.2645,         1.4438,         1.1550
