 day,CH4emit_d,watertable,swc1,swc2,swc3,stsurf,st1,st2
     71,         0.0135,       -55.7680,         0.0934,         0.0943,         0.0945,        -0.0925,         0.1758,         0.4717
     72,         0.0184,       -55.5742,         0.0930,         0.0943,         0.0946,        -0.1433,         0.1308,         0.4296
     73,         0.0173,       -56.3021,         0.0925,         0.0943,         0.0945,        -0.1212,         0.1700,         0.4767
     74,         0.0200,       -57.2333,         0.0921,         0.0943,         0.0945,        -0.0567,         0.2075,         0.4992
     75,         0.0084,       -58.1217,         0.0915,         0.0942,         0.0945,        -0.0912,         0.1746,         0.4642
     76,         0.0128,       -56.4638,         0.0935,         0.0942,         0.0945,        -0.0333,         0.2212,         0.5054
     77,         0.0170,       -55.5828,         0.0931,         0.0943,         0.0945,        -0.0704,         0.1717,         0.4458
     78,         0.0157,       -56.4816,         0.0925,         0.0942,         0.0945,        -0.1275,         0.1308,         0.4150
     79,         0.0088,       -55.9707,         0.0938,         0.0943,         0.0945,        -0.0354,         0.2075,         0.4783
     80,         0.0110,       -53.7770,         0.0941,         0.0943,         0.0946,        -0.0246,         0.2137,         0.4825
     81,         0.0089,       -54.2130,         0.0936,         0.0943,         0.0945,        -0.0638,         0.1679,         0.4292
     82,         0.0316,       -55.7604,         0.0928,         0.0941,         0.0945,        -0.0792,         0.1533,         0.4154
     83,         0.0205,       -57.4390,         0.0922,         0.0941,         0.0944,        -0.1437,         0.0946,         0.3613
     84,         0.0158,       -58.8438,         0.0914,         0.0940,         0.0944,        -0.1450,         0.1025,         0.3742
     85,         0.0180,       -60.3827,         0.0907,         0.0941,         0.0944,        -0.1300,         0.1108,         0.3817
     86,         0.0172,       -61.5888,         0.0901,         0.0941,         0.0944,        -0.1804,         0.0833,         0.3633
     87,         0.0155,       -62.8381,         0.0893,         0.0940,         0.0944,        -0.1958,         0.0863,         0.3775
     88,         0.0148,       -64.3344,         0.0884,         0.0940,         0.0943,        -0.1433,         0.1187,         0.3967
     89,         0.0190,       -65.9314,         0.0876,         0.0939,         0.0943,        -0.1000,         0.1379,         0.4033
     90,         0.0088,       -67.1608,         0.0869,         0.0940,         0.0944,        -0.0733,         0.1604,         0.4179
     91,         0.0077,       -64.6070,         0.0913,         0.0942,         0.0944,        -0.0371,         0.1888,         0.4396
     92,         0.0126,       -60.0975,         0.0908,         0.0941,         0.0944,        -0.0079,         0.2146,         0.4663
     93,         0.0088,       -56.7047,         0.0946,         0.0943,         0.0945,        -0.0317,         0.1875,         0.4317
     94,         0.0094,       -50.3186,         0.0953,         0.0942,         0.0945,        -0.0083,         0.2067,         0.4550
     95,         0.0096,       -49.5868,         0.0953,         0.0942,         0.0945,        -0.0800,         0.1429,         0.3937
     96,         0.0132,       -50.7843,         0.0953,         0.0942,         0.0945,        -0.0583,         0.1688,         0.4213
     97,         0.0128,       -52.2355,         0.0948,         0.0941,         0.0944,        -0.0729,         0.1567,         0.4100
     98,         0.0217,       -53.9906,         0.0940,         0.0940,         0.0944,         0.0083,         0.2200,         0.4617
     99,         0.0136,       -27.9806,         0.0953,         0.0941,         0.0944,         0.0475,         0.2337,         0.4546
    100,         0.0213,        16.4273,         0.0953,         0.0942,         0.0945,         0.0358,         0.2317,         0.4612
    101,         0.0218,        32.0410,         0.0953,         0.0940,         0.0944,         0.1283,         0.2850,         0.4925
    102,         0.0218,        25.7899,         0.0953,         0.0939,         0.0943,         0.3229,         0.3529,         0.4829
    103,         0.0223,        22.2865,         0.0953,         0.0938,         0.0942,         0.9713,         0.6471,         0.5487
    104,         0.0225,        16.6805,         0.0952,         0.0936,         0.0941,         0.8329,         0.6637,         0.6367
    105,         0.0223,        11.1148,         0.0952,         0.0934,         0.0940,         0.4579,         0.5383,         0.6746
    106,         0.0221,        10.9112,         0.0953,         0.0937,         0.0942,         0.1687,         0.3987,         0.6387
    107,         0.0219,        15.7532,         0.0953,         0.0938,         0.0942,         0.1967,         0.3762,         0.5833
    108,         0.0220,        12.8754,         0.0953,         0.0939,         0.0943,         0.2458,         0.3887,         0.5583
    109,         0.0221,         9.4365,         0.0953,         0.0938,         0.0942,         0.7038,         0.5896,         0.5983
    110,         0.0231,         5.9493,         0.0953,         0.0939,         0.0943,         1.5375,         1.0600,         0.7896
    111,         0.0238,         3.2413,         0.0953,         0.0939,         0.0943,         1.8200,         1.3225,         1.0354
    112,         0.0251,         2.2871,         0.0953,         0.0940,         0.0943,         2.6108,         1.8642,         1.3808
    113,         0.0255,         9.8031,         0.0953,         0.0941,         0.0944,         2.6408,         2.0271,         1.6433
    114,         0.0446,         9.4235,         0.0953,         0.0939,         0.0943,         3.5021,         2.5754,         1.9683
    115,         0.0379,        12.0460,         0.0953,         0.0937,         0.0942,         4.9688,         3.6092,         2.6596
    116,         0.0411,        13.4061,         0.0953,         0.0936,         0.0941,         5.3292,         4.2217,         3.4142
    117,         0.0385,        11.3095,         0.0953,         0.0938,         0.0942,         3.3525,         3.3888,         3.4104
    118,         0.0502,        14.5368,         0.0953,         0.0936,         0.0941,         3.9567,         3.2896,         2.8729
    119,         0.0700,         9.3964,         0.0952,         0.0933,         0.0939,         5.4621,         4.2692,         3.3867
    120,         0.0482,        17.0082,         0.0953,         0.0936,         0.0941,         6.0646,         4.9946,         4.1325
    121,         0.0418,        24.4001,         0.0953,         0.0938,         0.0942,         4.0954,         4.0271,         3.9425
    122,         0.0399,        19.3732,         0.0953,         0.0936,         0.0941,         3.4796,         3.4213,         3.3612
    123,         0.0649,        13.8881,         0.0953,         0.0935,         0.0940,         4.7004,         4.0500,         3.5412
    124,         0.0538,         8.8478,         0.0953,         0.0934,         0.0939,         5.9658,         4.9183,         4.1050
    125,         0.0493,        13.0996,         0.0953,         0.0937,         0.0941,         6.3842,         5.5008,         4.7587
    126,         0.0719,        13.7121,         0.0953,         0.0935,         0.0940,         6.0004,         5.1354,         4.5308
    127,         0.0613,         8.7768,         0.0953,         0.0935,         0.0940,         8.2667,         6.6204,         5.3412
    128,         0.0718,         4.9924,         0.0953,         0.0936,         0.0941,         8.8642,         7.2083,         5.9433
    129,         0.0676,         3.8202,         0.0953,         0.0937,         0.0941,         9.3279,         7.7667,         6.5117
    130,         0.0823,         1.6131,         0.0953,         0.0937,         0.0941,         9.7188,         8.0333,         6.7342
    131,         0.1326,       -15.9487,         0.0953,         0.0936,         0.0941,        11.2417,         8.9442,         7.1825
    132,         0.0890,       -30.0211,         0.0952,         0.0935,         0.0940,        11.4025,         9.5596,         7.9804
    133,         0.0441,       -37.1896,         0.0953,         0.0937,         0.0941,         9.6829,         8.9029,         8.1175
    134,         0.0581,       -41.9024,         0.0952,         0.0933,         0.0939,         8.9337,         8.4113,         7.8637
    135,         0.0785,       -50.9756,         0.0952,         0.0930,         0.0937,         9.0513,         8.3617,         7.6525
    136,         0.0610,       -57.7171,         0.0936,         0.0929,         0.0937,         9.5025,         8.6304,         7.7729
    137,         0.0785,       -63.4848,         0.0904,         0.0928,         0.0936,        10.2842,         9.1692,         8.1096
    138,         0.0374,       -69.0035,         0.0873,         0.0928,         0.0935,        10.3675,         9.3112,         8.3417
    139,         0.0626,       -73.2080,         0.0847,         0.0929,         0.0936,        12.7213,        10.5925,         8.8054
    140,         0.0422,       -76.0582,         0.0829,         0.0931,         0.0937,        12.9429,        10.9979,         9.3567
    141,         0.0345,       -68.1812,         0.0931,         0.0935,         0.0940,        12.9383,        11.2783,         9.8088
    142,         0.0389,       -53.7661,         0.0953,         0.0936,         0.0940,        12.8800,        11.2642,         9.8842
    143,         0.0468,       -45.2201,         0.0953,         0.0938,         0.0941,        13.1704,        11.6242,        10.2146
    144,         0.0513,       -47.0574,         0.0953,         0.0938,         0.0942,        11.5712,        10.9421,        10.2225
    145,         0.0881,       -51.7438,         0.0952,         0.0933,         0.0939,        10.8650,        10.4238,         9.8692
    146,         0.0678,       -58.3155,         0.0930,         0.0931,         0.0938,        10.7688,        10.3487,         9.7729
    147,         0.0494,       -61.7229,         0.0939,         0.0932,         0.0938,        10.2013,        10.0613,         9.6954
    148,         0.0523,       -46.0700,         0.0953,         0.0935,         0.0940,        11.2125,        10.4075,         9.5875
    149,         0.0785,       -43.7443,         0.0953,         0.0935,         0.0940,        11.8083,        10.7358,         9.7304
    150,         0.0532,       -44.1795,         0.0953,         0.0938,         0.0941,        12.3154,        11.1713,        10.0804
    151,         0.0690,       -31.1615,         0.0953,         0.0938,         0.0941,        13.4179,        11.7429,        10.2837
    152,         0.0797,       -31.1886,         0.0953,         0.0936,         0.0940,        12.1308,        11.3367,        10.5188
    153,         0.0844,       -40.3960,         0.0952,         0.0933,         0.0939,        11.4904,        10.9563,        10.3687
    154,         0.0942,       -46.0243,         0.0953,         0.0936,         0.0941,        13.8029,        12.0213,        10.5079
    155,         0.0927,       -49.1731,         0.0953,         0.0934,         0.0940,        13.5612,        12.1667,        10.8825
    156,         0.0697,       -54.1456,         0.0950,         0.0933,         0.0939,        13.3954,        12.1746,        11.0721
    157,         0.0753,       -58.3708,         0.0930,         0.0932,         0.0938,        16.1083,        13.5675,        11.5017
    158,         0.0624,       -59.5969,         0.0924,         0.0932,         0.0938,        16.7783,        14.2913,        12.2175
    159,         0.0484,       -62.4779,         0.0910,         0.0934,         0.0939,        14.7767,        13.7050,        12.6117
    160,         0.0676,       -65.2577,         0.0889,         0.0933,         0.0939,        13.6325,        12.9771,        12.2812
    161,         0.0841,       -68.7635,         0.0870,         0.0933,         0.0939,        13.6158,        12.8575,        12.0350
    162,         0.0831,       -71.8615,         0.0849,         0.0932,         0.0938,        13.4758,        12.7504,        11.9421
    163,         0.0824,       -74.9264,         0.0830,         0.0933,         0.0938,        13.1608,        12.5387,        11.8375
    164,         0.0687,       -77.5496,         0.0812,         0.0932,         0.0938,        13.3329,        12.6046,        11.8208
    165,         0.0974,       -80.6517,         0.0785,         0.0930,         0.0937,        14.8296,        13.2646,        11.9121
    166,         0.0342,       -72.0917,         0.0911,         0.0935,         0.0939,        14.0817,        13.1692,        12.2179
    167,         0.0461,       -63.3722,         0.0903,         0.0937,         0.0941,        14.1562,        13.1229,        12.1629
    168,         0.0861,       -63.6914,         0.0919,         0.0937,         0.0941,        14.4242,        13.2312,        12.1542
    169,         0.0455,       -54.0252,         0.0953,         0.0939,         0.0942,        14.6900,        13.5096,        12.3921
    170,         0.0754,       -47.6483,         0.0953,         0.0940,         0.0943,        14.6387,        13.5079,        12.4650
    171,         0.0948,       -49.5575,         0.0953,         0.0940,         0.0943,        14.4437,        13.4517,        12.4867
    172,         0.0823,       -38.7220,         0.0953,         0.0939,         0.0943,        13.7642,        13.1546,        12.4717
    173,         0.1104,        11.8919,         0.0953,         0.0941,         0.0944,        13.8917,        13.2037,        12.4646
    174,         0.1138,        19.3766,         0.0953,         0.0941,         0.0944,        13.2771,        12.8488,        12.3117
    175,         0.1532,        15.4945,         0.0953,         0.0938,         0.0942,        13.4733,        12.7979,        12.1117
    176,         0.1685,        10.5826,         0.0953,         0.0936,         0.0941,        15.2588,        13.7454,        12.4025
    177,         0.1543,         7.8927,         0.0953,         0.0938,         0.0942,        15.1304,        13.9208,        12.8054
    178,         0.1379,        44.9206,         0.0953,         0.0939,         0.0943,        15.0596,        14.1133,        13.1704
    179,         0.1336,        53.0006,         0.0953,         0.0936,         0.0941,        14.6129,        13.7921,        13.0062
    180,         0.1968,        42.5546,         0.0952,         0.0931,         0.0938,        14.9613,        13.9887,        13.0746
    181,         0.1913,        33.7837,         0.0953,         0.0934,         0.0940,        16.5688,        14.9658,        13.5746
    182,         0.2303,        28.1351,         0.0953,         0.0935,         0.0940,        18.4288,        16.1446,        14.2575
    183,         0.2194,        24.4382,         0.0953,         0.0932,         0.0938,        18.5442,        16.6450,        14.9917
    184,         0.2314,        17.2942,         0.0952,         0.0931,         0.0938,        17.7429,        16.3575,        15.1171
    185,         0.2517,        11.5961,         0.0952,         0.0931,         0.0938,        19.0204,        17.0208,        15.2921
    186,         0.2550,         7.8344,         0.0952,         0.0931,         0.0937,        19.5371,        17.5408,        15.7500
    187,         0.2533,         2.6239,         0.0952,         0.0930,         0.0937,        18.1771,        17.0096,        15.8658
    188,         0.2627,       -13.1397,         0.0952,         0.0930,         0.0937,        19.1825,        17.4467,        15.8779
    189,         0.2018,       -11.2451,         0.0952,         0.0931,         0.0937,        18.6117,        17.2913,        16.0083
    190,         0.1940,       -23.3094,         0.0953,         0.0933,         0.0938,        19.1429,        17.5721,        16.1083
    191,         0.1929,       -33.0567,         0.0953,         0.0932,         0.0938,        19.3050,        17.6996,        16.2142
    192,         0.1432,       -42.0644,         0.0952,         0.0931,         0.0938,        18.7321,        17.5512,        16.3383
    193,         0.1374,       -48.5418,         0.0952,         0.0932,         0.0938,        17.3817,        16.9138,        16.2300
    194,         0.1190,       -53.9827,         0.0952,         0.0931,         0.0937,        15.9329,        15.9983,        15.7537
    195,         0.1179,       -58.3335,         0.0936,         0.0933,         0.0938,        16.1146,        15.8954,        15.4233
    196,         0.1433,       -57.3400,         0.0944,         0.0935,         0.0939,        17.8454,        16.5212,        15.3067
    197,         0.1164,       -57.6857,         0.0934,         0.0937,         0.0941,        19.2563,        17.3296,        15.6421
    198,         0.1114,       -58.0217,         0.0935,         0.0939,         0.0942,        19.9083,        17.8775,        16.1079
    199,         0.1528,       -59.1729,         0.0918,         0.0936,         0.0940,        20.9542,        18.5400,        16.5363
    200,         0.1381,        -7.2274,         0.0953,         0.0938,         0.0942,        19.0471,        18.0213,        16.9521
    201,         0.2297,        42.9315,         0.0953,         0.0936,         0.0941,        20.0162,        18.4821,        17.1179
    202,         0.2444,        34.2077,         0.0953,         0.0933,         0.0939,        20.1983,        18.8004,        17.5071
    203,         0.3040,        26.3040,         0.0952,         0.0932,         0.0938,        20.2046,        18.8504,        17.5679
    204,         0.2721,        28.4809,         0.0952,         0.0934,         0.0939,        18.7321,        18.2217,        17.5125
    205,         0.3242,        24.9885,         0.0953,         0.0933,         0.0939,        18.4454,        17.7783,        17.0212
    206,         0.3160,        18.3422,         0.0952,         0.0932,         0.0938,        19.0725,        18.0546,        16.9871
    207,         0.2852,        12.2289,         0.0952,         0.0932,         0.0938,        18.1942,        17.6408,        16.9400
    208,         0.2903,        12.2861,         0.0953,         0.0935,         0.0940,        18.7679,        17.8571,        16.8883
    209,         0.3030,         8.4080,         0.0953,         0.0934,         0.0939,        18.6117,        17.7675,        16.8608
    210,         0.2925,         3.7623,         0.0953,         0.0933,         0.0939,        18.5167,        17.7175,        16.8496
    211,         0.3155,        -7.5737,         0.0953,         0.0933,         0.0939,        18.6296,        17.7437,        16.8358
    212,         0.2495,       -27.4023,         0.0953,         0.0932,         0.0938,        18.5254,        17.7646,        16.9096
    213,         0.1820,       -30.0827,         0.0953,         0.0933,         0.0939,        18.7025,        17.7871,        16.8854
    214,         0.2299,        47.9166,         0.0953,         0.0932,         0.0938,        20.1154,        18.7275,        17.4054
    215,         0.2365,        38.6268,         0.0952,         0.0932,         0.0938,        18.6258,        18.0471,        17.3975
    216,         0.3226,        30.5996,         0.0953,         0.0932,         0.0938,        19.1508,        18.2371,        17.3275
    217,         0.3056,        35.7804,         0.0953,         0.0934,         0.0939,        18.9688,        18.2275,        17.4208
    218,         0.2650,        48.0498,         0.0953,         0.0937,         0.0941,        18.0346,        17.6838,        17.1804
    219,         0.3095,        43.0400,         0.0953,         0.0937,         0.0941,        17.8588,        17.4817,        16.9525
    220,         0.2881,        40.1911,         0.0953,         0.0937,         0.0941,        17.5633,        17.2450,        16.7579
    221,         0.2917,        38.0561,         0.0953,         0.0936,         0.0941,        17.2425,        17.0633,        16.6737
    222,         0.2804,        30.3618,         0.0953,         0.0934,         0.0940,        16.1217,        16.3029,        16.2117
    223,         0.2977,        23.5182,         0.0953,         0.0934,         0.0940,        16.6396,        16.4075,        16.0183
    224,         0.2538,        27.8901,         0.0953,         0.0937,         0.0941,        17.3333,        16.7804,        16.1458
    225,         0.2864,        23.2401,         0.0953,         0.0937,         0.0941,        17.6721,        16.9775,        16.2696
    226,         0.2887,        17.7019,         0.0953,         0.0936,         0.0941,        17.5521,        16.9779,        16.3633
    227,         0.2916,        12.5885,         0.0953,         0.0936,         0.0940,        17.9646,        17.2142,        16.4717
    228,         0.2719,        10.1456,         0.0953,         0.0937,         0.0941,        18.4675,        17.5758,        16.7063
    229,         0.2988,         8.1090,         0.0952,         0.0934,         0.0940,        17.4000,        17.0950,        16.6675
    230,         0.2980,         3.4177,         0.0953,         0.0934,         0.0939,        17.6046,        17.1038,        16.5496
    231,         0.3048,         0.2781,         0.0953,         0.0933,         0.0939,        18.1608,        17.4400,        16.6750
    232,         0.2633,       -20.7034,         0.0953,         0.0933,         0.0939,        16.2229,        16.4958,        16.4813
    233,         0.2096,       -33.4387,         0.0953,         0.0933,         0.0939,        15.4842,        15.9175,        16.0346
    234,         0.1941,       -41.3658,         0.0953,         0.0933,         0.0939,        16.2817,        16.0975,        15.7813
    235,         0.1827,       -46.5562,         0.0953,         0.0935,         0.0940,        17.5138,        16.7163,        15.9396
    236,         0.1488,       -51.1571,         0.0953,         0.0934,         0.0939,        17.4250,        16.8167,        16.1658
    237,         0.1561,       -55.3585,         0.0946,         0.0933,         0.0939,        16.3487,        16.2808,        16.0692
    238,         0.1551,       -59.0207,         0.0926,         0.0933,         0.0938,        16.9767,        16.5188,        16.0042
    239,         0.1215,       -62.9414,         0.0906,         0.0933,         0.0939,        15.6142,        15.8958,        15.9213
    240,         0.1457,       -65.5154,         0.0892,         0.0934,         0.0939,        15.2971,        15.6025,        15.6446
    241,         0.1298,       -67.9691,         0.0874,         0.0934,         0.0939,        15.7637,        15.7046,        15.5417
    242,         0.1289,       -70.2323,         0.0863,         0.0934,         0.0939,        16.5742,        16.0237,        15.4704
    243,         0.1115,       -70.7301,         0.0860,         0.0935,         0.0940,        16.9592,        16.2296,        15.5329
    244,         0.1352,       -71.4915,         0.0852,         0.0935,         0.0940,        17.7621,        16.6771,        15.7475
    245,         0.1177,       -72.9648,         0.0839,         0.0936,         0.0940,        17.5312,        16.8196,        16.1062
    246,         0.1075,       -74.9747,         0.0826,         0.0936,         0.0940,        15.7571,        15.9546,        15.9554
    247,         0.1322,       -76.9054,         0.0811,         0.0935,         0.0940,        15.3788,        15.6538,        15.6688
    248,         0.1341,       -79.2704,         0.0795,         0.0935,         0.0940,        13.0892,        14.3663,        15.1400
    249,         0.1344,       -81.4298,         0.0779,         0.0934,         0.0940,        12.7883,        13.8921,        14.5533
    250,         0.1125,       -83.5059,         0.0766,         0.0932,         0.0940,        13.2775,        13.8979,        14.2154
    251,         0.1015,       -85.4825,         0.0759,         0.0923,         0.0940,        14.0375,        14.1804,        14.1592
    252,         0.1189,       -87.8062,         0.0749,         0.0912,         0.0939,        14.3692,        14.3675,        14.2492
    253,         0.1075,       -90.0686,         0.0742,         0.0903,         0.0939,        14.5554,        14.4833,        14.3271
    254,         0.1103,       -91.8148,         0.0736,         0.0894,         0.0940,        14.6696,        14.5746,        14.4083
    255,         0.0942,       -93.5806,         0.0728,         0.0885,         0.0939,        14.9200,        14.7221,        14.4742
    256,         0.0847,       -95.5744,         0.0723,         0.0875,         0.0939,        12.8400,        13.7975,        14.3500
    257,         0.0935,       -97.3402,         0.0715,         0.0866,         0.0939,        10.6363,        12.5650,        13.8171
    258,         0.1063,       -99.0177,         0.0709,         0.0858,         0.0940,         8.3892,        11.1058,        12.9625
    259,         0.1166,      -101.3792,         0.0702,         0.0848,         0.0939,         8.0883,        10.5037,        12.1742
    260,         0.0532,      -104.2631,         0.0697,         0.0841,         0.0940,         8.8075,        10.4775,        11.6425
    261,         0.0438,      -100.4828,         0.0761,         0.0836,         0.0941,        10.7417,        11.2521,        11.5758
    262,         0.0845,       -96.6601,         0.0756,         0.0829,         0.0941,        10.0213,        10.9558,        11.5875
    263,         0.0597,       -94.9734,         0.0770,         0.0870,         0.0942,        10.6658,        11.1625,        11.5283
    264,         0.0496,       -86.0417,         0.0769,         0.0921,         0.0942,        10.8596,        11.1996,        11.4288
    265,         0.0890,       -85.0549,         0.0764,         0.0920,         0.0943,        10.0096,        10.8250,        11.4192
    266,         0.0863,       -86.1575,         0.0760,         0.0915,         0.0943,         8.9908,        10.3067,        11.2525
    267,         0.0805,       -87.1941,         0.0756,         0.0910,         0.0943,         8.5237,         9.9200,        10.9279
