 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2011,         1.0411,       604.1747,       278.2693,       407.0537,       347.4706,         0.0026,       647.3796,        52.1531,       361.6739,       397.1613,       169.1344,        26.9280,        82.2065,       144.3569,       119.2324,       189.1093,       158.5573,       300.3532,       361.3358,     86414.7344,     71149.9219,       138.8015,        27.3663,        92.9222,       157.0527,        24.8043,       270.8619,       386.1008,        18.0265,        13.3289,        31.8080,         3.0797,         7.2276,         0.0000,         0.0000,         6.1013,
   2012,         1.0677,       677.4586,       274.1911,       403.9907,       367.4893,         0.0001,       660.5292,        62.8308,       374.4591,       354.6346,       160.6834,        22.7016,        90.8064,       163.0820,       116.5250,       186.4487,       221.5869,       298.9519,       390.3634,     86111.3594,     71224.2188,       156.8095,        26.5927,        90.9677,       206.1071,        23.3949,       278.0749,       364.9895,        17.1176,        12.8472,        31.8769,         4.6764,         6.2363,         0.7289,         0.9537,         5.6571,
   2013,         1.0775,       577.2506,       257.8939,       321.7805,       366.8192,         0.0000,       586.8200,        49.1915,       293.0862,       366.7562,       152.9426,        20.9902,        83.9609,       157.5769,       111.4786,       180.5829,       258.7534,       298.9912,       419.8596,     85862.9219,     71298.3984,       151.5164,        26.1658,        90.8171,       224.1918,        21.8746,       279.3154,       339.7613,        15.9991,        19.6285,        32.0336,         3.5996,         7.1835,         0.0000,         6.2389,         6.2061,
   2011,         1.0750,       632.1985,       260.5268,       370.5746,       421.9971,         0.0030,       647.3796,        54.9562,       365.0198,       359.5154,       153.3039,        21.4446,        85.7786,       159.8171,       107.4277,       177.2383,       262.6155,       297.3610,       442.1236,     85606.6406,     71380.2734,       153.6702,        24.5636,        86.6952,       253.6832,        24.5113,       331.1300,       381.8817,        18.0554,        25.6829,        38.3552,         4.3099,         9.1455,         0.3664,         8.8564,         7.6809,
   2012,         1.0768,       682.8152,       273.5459,       409.1752,       406.6463,         0.0000,       660.5292,        63.3973,       374.7586,       352.8234,       159.4441,        22.8204,        91.2814,       165.5534,       105.7527,       180.5675,       261.2394,       293.9345,       451.9862,     85341.0234,     71456.8906,       159.1860,        24.0649,        87.8536,       240.9729,        22.9725,       320.6349,       361.3640,        17.1552,        21.8942,        35.1397,         5.6627,         7.5090,         1.3158,         7.2617,         7.1235,
   2013,         1.0781,       577.6110,       257.6255,       321.6665,       385.3619,         0.0000,       586.8200,        49.2302,       293.3676,       367.5199,       152.1507,        21.0951,        84.3802,       158.0338,       103.0230,       177.3477,       273.9561,       292.5291,       458.7480,     85111.6875,     71530.3828,       151.9556,        24.1813,        89.1902,       236.5972,        21.3962,       304.1355,       336.8038,        16.0508,        22.4487,        33.6174,         3.7531,         7.6954,         0.0000,         7.9749,         6.7784,
   2011,         1.0737,       631.5505,       260.3306,       370.0593,       431.4210,         0.0030,       647.3796,        54.8919,       365.0063,       359.6740,       152.8824,        21.4897,        85.9588,       159.6694,       100.8036,       175.5144,       267.7787,       289.9593,       463.4661,     84863.5859,     71608.7188,       153.5284,        23.0447,        85.8455,       258.3697,        23.8973,       346.3524,       378.5826,        18.1137,        26.4188,        39.2039,         4.3884,         9.3755,         0.3913,         9.1752,         7.8682,
   2012,         1.0745,       681.5917,       273.0050,       408.4276,       409.9162,         0.0000,       660.5292,        63.2638,       374.6832,       352.8853,       158.9367,        22.8136,        91.2545,       165.1775,       100.4947,       179.5589,       262.4846,       286.0131,       461.9694,     84610.9219,     71685.9922,       158.8247,        22.8655,        87.3614,       242.0282,        22.3516,       327.3889,       358.2607,        17.2107,        22.6670,        35.4146,         5.7664,         7.6539,         1.4593,         7.7961,         7.2170,
   2013,         1.0753,       576.3937,       257.1235,       320.8424,       385.7849,         0.0000,       586.8200,        49.1103,       293.2889,       367.5934,       151.6665,        21.0914,        84.3656,       157.6041,        98.8406,       176.7150,       273.8210,       284.2986,       462.7829,     84376.2891,     71759.3125,       151.5424,        23.1996,        88.8724,       236.4368,        20.7927,       306.6086,       333.9148,        16.1024,        22.5780,        33.6405,         3.8264,         7.7709,         0.0000,         7.9569,         6.8502,
   2011,         1.0711,       630.3268,       259.8969,       369.1889,       430.2861,         0.0029,       647.3796,        54.7691,       364.9421,       359.7160,       152.5076,        21.4778,        85.9114,       159.2412,        97.4838,       175.1028,       267.1884,       281.6348,       464.1363,     84135.2422,     71837.1406,       153.1167,        22.2843,        85.6452,       257.7813,        23.2107,       346.7283,       375.3428,        18.1720,        26.7918,        39.0930,         4.4190,         9.3892,         0.4028,         9.5227,         7.8798,
   2012,         1.0727,       680.6085,       272.7446,       407.7735,       408.1663,         0.0000,       660.5292,        63.1579,       374.6114,       352.9655,       158.7188,        22.8051,        91.2203,       164.8324,        97.8400,       179.2700,       261.8170,       277.7870,       460.8049,     83886.5234,     71914.0547,       158.4928,        22.2606,        87.2230,       241.4045,        21.7088,       326.5167,       355.2000,        17.2660,        22.6239,        35.2531,         5.7826,         7.6439,         1.4286,         7.7117,         7.2683,
   2013,         1.0734,       575.5771,       256.7923,       320.2593,       383.7487,         0.0000,       586.8200,        49.0297,       293.2323,       367.6397,       151.3669,        21.0851,        84.3405,       157.3083,        96.7256,       176.5175,       273.2227,       276.2200,       460.8055,     83662.7656,     71991.5234,       151.2578,        22.7032,        88.7735,       235.9195,        20.2021,       305.2746,       331.0605,        16.1536,        22.4987,        33.4655,         3.7747,         7.6936,         0.0000,         7.9874,         6.8179,
   2014,         1.0659,       612.5043,       255.6721,       356.7469,       445.6362,         0.0000,       661.7982,        48.6100,       329.1306,       394.6242,       150.3058,        21.0730,        84.2922,       157.4502,        95.5387,       173.9560,       265.9771,       273.8349,       460.9437,     83419.2500,     72064.5859,       151.3945,        22.1367,        86.3218,       265.3033,        23.4669,       363.7865,       392.9992,        19.2533,        31.3292,        44.1371,         4.4639,         9.7298,         0.0000,        12.9976,         8.6018,
   2015,         1.3445,       773.4829,       371.8571,       398.0167,       480.1608,         0.0467,       717.0987,        92.5488,       460.5405,       304.1624,       208.1955,        32.7323,       130.9293,       174.3953,        99.9586,       192.2018,       249.6954,       268.1336,       452.9241,     83137.0000,     72148.4688,       167.6832,        21.2016,        87.7793,       273.9107,        25.4150,       393.2603,       431.6393,        21.2477,        31.3613,        47.9411,         6.6148,         8.1601,         0.2012,        13.5444,         9.6567,
   2016,         1.6131,       911.1918,       458.4840,       441.2249,       551.2103,         0.0542,       697.7492,       152.0148,       662.9598,       118.3940,       255.1228,        40.6726,       162.6903,       224.7052,       113.9741,       240.5619,       246.1429,       260.4131,       444.4344,     82796.9609,     72258.4844,       216.0587,        24.2044,       109.5287,       314.0424,        28.3961,       444.7292,       494.4244,        24.4728,        31.6663,        52.7498,        11.2154,         8.1300,         3.5295,        13.5142,        10.0221,
   2017,         1.7065,       982.3245,       464.4275,       512.4218,       495.1671,         0.0003,       640.8001,       167.9734,       703.2565,         2.0740,       262.5127,        40.3831,       161.5326,       258.8737,       130.7505,       291.1701,       289.0709,       255.2718,       448.3453,     82468.2266,     72360.2969,       248.9156,        25.1652,       120.1293,       306.7059,        22.6309,       366.5877,       401.4170,        19.9749,         6.9105,        29.3000,        21.0302,         1.2143,        12.5053,         1.8247,         3.8716,
   2018,         1.6595,       841.3995,       421.4281,       419.5654,       525.8201,         0.0292,       634.2989,       165.2785,       616.8895,        21.9256,       243.3066,        35.6244,       142.4975,       260.1658,       143.7391,       322.4800,       336.3063,       254.1807,       470.2819,     82177.4688,     72448.7656,       250.1483,        27.2050,       130.9589,       359.0016,        23.0599,       392.7922,       406.4719,        20.3235,        13.4677,        37.8123,        17.2050,         2.3874,         8.7575,         5.3750,         5.7052,
