 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0091,         0.0294,         0.0050,         0.0045,         0.0000,         0.0045,         0.0096,         1.8912,         4.2687,         6.0484,         7.0366,         7.5871,         7.7333,         7.8175,         7.8977,         7.9723,         0.0000,       -48.8869
      2,         0.0186,         0.0290,         0.0055,         0.0051,         0.0089,         0.0045,         0.0111,         1.8930,         4.2631,         6.0580,         7.0477,         7.5931,         7.7366,         7.8195,         7.8990,         7.9733,         0.0000,       -49.1634
      3,         0.0088,         0.0267,         0.0047,         0.0043,         0.0000,         0.0045,         0.0093,         1.8940,         4.2676,         6.0673,         7.0590,         7.5994,         7.7404,         7.8221,         7.9008,         7.9749,         0.0000,       -49.3493
      4,         0.0112,         0.0283,         0.0053,         0.0049,         0.0018,         0.0045,         0.0106,         1.8956,         4.2708,         6.0762,         7.0697,         7.6057,         7.7442,         7.8247,         7.9026,         7.9764,         0.0000,       -49.5100
      5,         0.0157,         0.0290,         0.0054,         0.0049,         0.0062,         0.0046,         0.0104,         1.9001,         4.2673,         6.0846,         7.0793,         7.6115,         7.7477,         7.8270,         7.9043,         7.9777,         0.0000,       -49.6983
      6,         0.0092,         0.0286,         0.0052,         0.0047,         0.0000,         0.0046,         0.0099,         1.9045,         4.2613,         6.0926,         7.0887,         7.6173,         7.7513,         7.8295,         7.9060,         7.9792,         0.0000,       -49.8671
      7,         0.0094,         0.0289,         0.0053,         0.0047,         0.0002,         0.0046,         0.0099,         1.9053,         4.2557,         6.1000,         7.0976,         7.6230,         7.7549,         7.8320,         7.9078,         7.9806,         0.0000,       -50.0376
      8,         0.0182,         0.0285,         0.0052,         0.0046,         0.0090,         0.0046,         0.0098,         1.9058,         4.2520,         6.1069,         7.1062,         7.6286,         7.7585,         7.8345,         7.9097,         7.9821,         0.0000,       -50.3275
      9,         0.0211,         0.0268,         0.0045,         0.0039,         0.0126,         0.0046,         0.0085,         1.9057,         4.2592,         6.1137,         7.1149,         7.6346,         7.7625,         7.8375,         7.9120,         7.9841,         0.0000,       -50.5696
     10,         0.0096,         0.0285,         0.0052,         0.0046,         0.0005,         0.0046,         0.0097,         1.9066,         4.2663,         6.1203,         7.1230,         7.6402,         7.7663,         7.8403,         7.9141,         7.9859,         0.0000,       -50.7796
     11,         0.0093,         0.0287,         0.0053,         0.0046,         0.0002,         0.0046,         0.0097,         1.9092,         4.2690,         6.1265,         7.1303,         7.6455,         7.7698,         7.8429,         7.9160,         7.9874,         0.0000,       -50.9505
     12,         0.0109,         0.0286,         0.0056,         0.0049,         0.0014,         0.0046,         0.0108,         1.9118,         4.2664,         6.1325,         7.1374,         7.6508,         7.7733,         7.8455,         7.9180,         7.9890,         0.0000,       -51.1646
     13,         0.0117,         0.0286,         0.0056,         0.0049,         0.0022,         0.0046,         0.0105,         1.9225,         4.2615,         6.1381,         7.1442,         7.6559,         7.7768,         7.8481,         7.9200,         7.9907,         0.0000,       -51.4129
     14,         0.0128,         0.0284,         0.0056,         0.0048,         0.0034,         0.0046,         0.0105,         1.9248,         4.2570,         6.1433,         7.1508,         7.6611,         7.7803,         7.8508,         7.9221,         7.9925,         0.0000,       -51.5662
     15,         0.0211,         0.0281,         0.0053,         0.0045,         0.0119,         0.0046,         0.0097,         1.9310,         4.2527,         6.1482,         7.1575,         7.6664,         7.7840,         7.8536,         7.9244,         7.9945,         0.0000,       -51.7126
     16,         0.0106,         0.0274,         0.0053,         0.0045,         0.0014,         0.0046,         0.0101,         1.9460,         4.2493,         6.1528,         7.1645,         7.6720,         7.7881,         7.8569,         7.9271,         7.9969,         0.0000,       -51.9452
     17,         0.0097,         0.0282,         0.0057,         0.0049,         0.0002,         0.0046,         0.0105,         1.9497,         4.2510,         6.1572,         7.1706,         7.6771,         7.7918,         7.8598,         7.9295,         7.9990,         0.0000,       -52.1765
     18,         0.0220,         0.0276,         0.0052,         0.0043,         0.0130,         0.0046,         0.0093,         1.9472,         4.2482,         6.1615,         7.1766,         7.6822,         7.7955,         7.8628,         7.9320,         8.0011,         0.0000,       -52.4565
     19,         0.0116,         0.0278,         0.0056,         0.0048,         0.0022,         0.0046,         0.0108,         1.9443,         4.2446,         6.1654,         7.1827,         7.6874,         7.7995,         7.8661,         7.9348,         8.0036,         0.0000,       -52.7213
     20,         0.0104,         0.0267,         0.0065,         0.0057,         0.0000,         0.0046,         0.0131,         1.9416,         4.2412,         6.1691,         7.1885,         7.6926,         7.8034,         7.8693,         7.9375,         8.0060,         0.0000,       -52.9801
     21,         0.0073,         0.0236,         0.0035,         0.0027,         0.0000,         0.0046,         0.0065,         1.9379,         4.2375,         6.1726,         7.1950,         7.6982,         7.8078,         7.8731,         7.9408,         8.0090,         0.0000,       -53.1971
     22,         0.0207,         0.0241,         0.0042,         0.0034,         0.0127,         0.0046,         0.0081,         1.9358,         4.2341,         6.1758,         7.2008,         7.7035,         7.8121,         7.8767,         7.9439,         8.0118,         0.0000,       -53.3973
     23,         0.0078,         0.0240,         0.0041,         0.0032,         0.0000,         0.0046,         0.0077,         1.9348,         4.2307,         6.1786,         7.2065,         7.7088,         7.8163,         7.8804,         7.9472,         8.0147,         0.0000,       -53.6503
     24,         0.0111,         0.0276,         0.0053,         0.0043,         0.0022,         0.0046,         0.0094,         1.9330,         4.2278,         6.1812,         7.2111,         7.7134,         7.8200,         7.8835,         7.9498,         8.0170,         0.0000,       -53.8986
     25,         0.0147,         0.0276,         0.0055,         0.0044,         0.0057,         0.0046,         0.0098,         1.9337,         4.2262,         6.1835,         7.2153,         7.7179,         7.8235,         7.8864,         7.9523,         8.0192,         0.0000,       -54.0370
     26,         0.0154,         0.0277,         0.0057,         0.0046,         0.0061,         0.0046,         0.0104,         1.9381,         4.2321,         6.1857,         7.2192,         7.7222,         7.8269,         7.8893,         7.9548,         8.0214,         0.0000,       -54.1932
     27,         0.0141,         0.0277,         0.0058,         0.0046,         0.0048,         0.0046,         0.0102,         1.9437,         4.2392,         6.1878,         7.2230,         7.7265,         7.8303,         7.8921,         7.9572,         8.0236,         0.0000,       -54.3613
     28,         0.0098,         0.0276,         0.0053,         0.0041,         0.0010,         0.0046,         0.0090,         1.9415,         4.2463,         6.1899,         7.2268,         7.7307,         7.8336,         7.8950,         7.9597,         8.0258,         0.0000,       -54.5432
     29,         0.0140,         0.0275,         0.0052,         0.0041,         0.0053,         0.0046,         0.0089,         1.9421,         4.2520,         6.1920,         7.2305,         7.7349,         7.8370,         7.8979,         7.9622,         8.0281,         0.0000,       -54.6587
     30,         0.0123,         0.0272,         0.0053,         0.0042,         0.0035,         0.0046,         0.0092,         1.9443,         4.2532,         6.1941,         7.2345,         7.7393,         7.8406,         7.9011,         7.9650,         8.0306,         0.0000,       -54.8083
     31,         0.0087,         0.0270,         0.0052,         0.0040,         0.0000,         0.0046,         0.0088,         1.9434,         4.2500,         6.1962,         7.2386,         7.7437,         7.8444,         7.9043,         7.9680,         8.0333,         0.0000,       -55.1295
     32,         0.0255,         0.0249,         0.0041,         0.0031,         0.0179,         0.0046,         0.0070,         1.9413,         4.2466,         6.1982,         7.2427,         7.7482,         7.8482,         7.9078,         7.9711,         8.0362,         0.0000,       -55.4963
     33,         0.0108,         0.0237,         0.0036,         0.0026,         0.0035,         0.0046,         0.0062,         1.9427,         4.2445,         6.2001,         7.2469,         7.7528,         7.8522,         7.9113,         7.9743,         8.0392,         0.0000,       -55.9425
