 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
      1,         0.0000,         0.5527,         0.5527,       155.8353,       464.4424,        85.0146,     84272.0156,       180.7657,       275.1668,    156538.6250,       136.0000,       277.5894,         0.0000,         0.4751,         0.0775
      2,         0.0050,         0.5080,         0.5130,       155.4252,       464.4445,        84.9508,     84271.8281,       180.5143,       275.5551,    156538.4375,       136.0000,       277.6200,         0.0000,         0.4719,         0.0410
      3,         0.0006,         0.4856,         0.4862,       155.0163,       464.4467,        84.8872,     84271.6406,       180.2632,       275.9460,    156538.2500,       136.0000,       277.6506,         0.0000,         0.4669,         0.0193
      4,         0.0083,         0.4795,         0.4878,       154.6085,       464.4492,        84.8236,     84271.4531,       180.0125,       276.3336,    156538.0781,       136.0000,       277.6812,         0.0000,         0.4680,         0.0197
      5,         0.0137,         0.4900,         0.5037,       154.2017,       464.4517,        84.7601,     84271.2656,       179.7624,       276.7161,    156537.8906,       136.0000,       277.7118,         0.0000,         0.4733,         0.0303
      6,         0.0032,         0.4816,         0.4849,       153.7960,       464.4544,        84.6967,     84271.0781,       179.5127,       277.0988,    156537.7031,       136.0000,       277.7425,         0.0000,         0.4700,         0.0149
      7,         0.0014,         0.4859,         0.4873,       153.3913,       464.4576,        84.6334,     84270.8906,       179.2635,       277.4775,    156537.5312,       136.0000,       277.7727,         0.0000,         0.4730,         0.0142
      8,         0.0071,         0.4688,         0.4759,       152.9878,       464.4611,        84.5702,     84270.7031,       179.0149,       277.8563,    156537.3438,       136.0000,       277.8027,         0.0000,         0.4702,         0.0057
      9,         0.0130,         0.4548,         0.4678,       152.5853,       464.4650,        84.5070,     84270.5156,       178.7667,       278.2357,    156537.1562,       136.0000,       277.8326,         0.0000,         0.4669,         0.0009
     10,         0.0142,         0.4559,         0.4701,       152.1838,       464.4689,        84.4440,     84270.3281,       178.5191,       278.6108,    156536.9688,       136.0000,       277.8625,         0.0000,         0.4701,         0.0000
     11,         0.0368,         0.4367,         0.4735,       151.7834,       464.4730,        84.3810,     84270.1406,       178.2719,       278.9819,    156536.7812,       136.0000,       277.8922,         0.0000,         0.4735,         0.0000
     12,         0.0349,         0.4387,         0.4735,       151.3841,       464.4774,        84.3181,     84269.9531,       178.0253,       279.3514,    156536.5938,       136.0000,       277.9221,         0.0000,         0.4735,         0.0000
     13,         0.0246,         0.4492,         0.4738,       150.9858,       464.4820,        84.2553,     84269.7656,       177.7791,       279.7186,    156536.4219,       136.0000,       277.9520,         0.0000,         0.4738,         0.0000
     14,         0.0078,         0.4647,         0.4725,       150.5885,       464.4870,        84.1926,     84269.5781,       177.5334,       280.0850,    156536.2344,       136.0000,       277.9819,         0.0000,         0.4725,         0.0000
     15,         0.0059,         0.4633,         0.4692,       150.1923,       464.4922,        84.1300,     84269.3906,       177.2882,       280.4515,    156536.0625,       136.0000,       278.0119,         0.0000,         0.4692,         0.0000
     16,         0.0038,         0.4635,         0.4673,       149.7971,       464.4974,        84.0674,     84269.2031,       177.0435,       280.8176,    156535.8750,       136.0000,       278.0420,         0.0000,         0.4673,         0.0000
     17,         0.0000,         0.4718,         0.4718,       149.4030,       464.5030,        84.0050,     84269.0156,       176.7993,       281.1790,    156535.6875,       136.0000,       278.0715,         0.0000,         0.4718,         0.0000
     18,         0.0047,         0.4634,         0.4680,       149.0099,       464.5089,        83.9426,     84268.8281,       176.5556,       281.5408,    156535.5000,       136.0000,       278.1008,         0.0000,         0.4680,         0.0000
     19,         0.0081,         0.4593,         0.4674,       148.6179,       464.5150,        83.8803,     84268.6406,       176.3124,       281.9014,    156535.3281,       136.0000,       278.1301,         0.0000,         0.4674,         0.0000
     20,         0.0026,         0.4639,         0.4665,       148.2269,       464.5213,        83.8181,     84268.4531,       176.0698,       282.2617,    156535.1562,       136.0000,       278.1595,         0.0000,         0.4665,         0.0000
     21,         0.0000,         0.4585,         0.4585,       147.8369,       464.5273,        83.7561,     84268.2656,       175.8276,       282.6250,    156534.9688,       136.0000,       278.1892,         0.0000,         0.4585,         0.0000
     22,         0.0036,         0.4589,         0.4625,       147.4479,       464.5338,        83.6940,     84268.0781,       175.5860,       282.9846,    156534.7812,       136.0000,       278.2190,         0.0000,         0.4625,         0.0000
     23,         0.0000,         0.4614,         0.4614,       147.0600,       464.5402,        83.6321,     84267.8906,       175.3448,       283.3428,    156534.5938,       136.0000,       278.2487,         0.0000,         0.4614,         0.0000
     24,         0.0033,         0.4646,         0.4679,       146.6730,       464.5474,        83.5703,     84267.7031,       175.1042,       283.6942,    156534.4219,       136.0000,       278.2780,         0.0000,         0.4679,         0.0000
     25,         0.0219,         0.4466,         0.4684,       146.2871,       464.5548,        83.5086,     84267.5156,       174.8641,       284.0433,    156534.2500,       136.0000,       278.3073,         0.0000,         0.4684,         0.0000
     26,         0.0283,         0.4418,         0.4701,       145.9023,       464.5623,        83.4469,     84267.3281,       174.6244,       284.3897,    156534.0625,       136.0000,       278.3365,         0.0000,         0.4701,         0.0000
     27,         0.0498,         0.4210,         0.4707,       145.5184,       464.5700,        83.3854,     84267.1406,       174.3851,       284.7341,    156533.8750,       136.0000,       278.3652,         0.0000,         0.4707,         0.0000
     28,         0.0076,         0.4619,         0.4696,       145.1355,       464.5779,        83.3238,     84266.9531,       174.1464,       285.0771,    156533.7031,       136.0000,       278.3937,         0.0000,         0.4695,         0.0000
     29,         0.0150,         0.4539,         0.4689,       144.7537,       464.5861,        83.2624,     84266.7656,       173.9081,       285.4187,    156533.5312,       136.0000,       278.4223,         0.0000,         0.4689,         0.0000
     30,         0.0101,         0.4552,         0.4653,       144.3728,       464.5945,        83.2011,     84266.5781,       173.6702,       285.7610,    156533.3438,       136.0000,       278.4510,         0.0000,         0.4653,         0.0000
