 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
     14,         0.0078,         0.4647,         0.4725,         0.0000,         0.0000,       150.5885,        84.1926,       177.5334,       280.0850,       277.9819,       464.4870,         0.4725,     84269.5781,     71802.1719
     15,         0.0059,         0.4633,         0.4692,         0.0000,         0.0000,       150.1923,        84.1300,       177.2882,       280.4515,       278.0119,       464.4922,         0.4692,     84269.3906,     71802.1719
     16,         0.0038,         0.4635,         0.4673,         0.0000,         0.0000,       149.7971,        84.0674,       177.0435,       280.8176,       278.0420,       464.4974,         0.4673,     84269.2031,     71802.1719
     17,         0.0000,         0.4718,         0.4718,         0.0000,         0.0000,       149.4030,        84.0050,       176.7993,       281.1790,       278.0715,       464.5030,         0.4718,     84269.0156,     71802.1719
     18,         0.0047,         0.4634,         0.4680,         0.0000,         0.0000,       149.0099,        83.9426,       176.5556,       281.5408,       278.1008,       464.5089,         0.4680,     84268.8281,     71802.1719
     19,         0.0081,         0.4593,         0.4674,         0.0000,         0.0000,       148.6179,        83.8803,       176.3124,       281.9014,       278.1301,       464.5150,         0.4674,     84268.6406,     71802.1719
     20,         0.0026,         0.4639,         0.4665,         0.0000,         0.0000,       148.2269,        83.8181,       176.0698,       282.2617,       278.1595,       464.5213,         0.4665,     84268.4531,     71802.1719
     21,         0.0000,         0.4585,         0.4585,         0.0000,         0.0000,       147.8369,        83.7561,       175.8276,       282.6250,       278.1892,       464.5273,         0.4585,     84268.2656,     71802.1719
     22,         0.0036,         0.4589,         0.4625,         0.0000,         0.0000,       147.4479,        83.6940,       175.5860,       282.9846,       278.2190,       464.5338,         0.4625,     84268.0781,     71802.1719
     23,         0.0000,         0.4614,         0.4614,         0.0000,         0.0000,       147.0600,        83.6321,       175.3448,       283.3428,       278.2487,       464.5402,         0.4614,     84267.8906,     71802.1719
     24,         0.0033,         0.4646,         0.4679,         0.0000,         0.0000,       146.6730,        83.5703,       175.1042,       283.6942,       278.2780,       464.5474,         0.4679,     84267.7031,     71802.1719
     25,         0.0219,         0.4466,         0.4684,         0.0000,         0.0000,       146.2871,        83.5086,       174.8641,       284.0433,       278.3073,       464.5548,         0.4684,     84267.5156,     71802.1719
     26,         0.0283,         0.4418,         0.4701,         0.0000,         0.0000,       145.9023,        83.4469,       174.6244,       284.3897,       278.3365,       464.5623,         0.4701,     84267.3281,     71802.1719
     27,         0.0498,         0.4210,         0.4707,         0.0000,         0.0000,       145.5184,        83.3854,       174.3851,       284.7341,       278.3652,       464.5700,         0.4707,     84267.1406,     71802.1719
     28,         0.0076,         0.4619,         0.4696,         0.0000,         0.0000,       145.1355,        83.3238,       174.1464,       285.0771,       278.3937,       464.5779,         0.4695,     84266.9531,     71802.1719
     29,         0.0150,         0.4539,         0.4689,         0.0000,         0.0000,       144.7537,        83.2624,       173.9081,       285.4187,       278.4223,       464.5861,         0.4689,     84266.7656,     71802.1719
     30,         0.0101,         0.4552,         0.4653,         0.0000,         0.0000,       144.3728,        83.2011,       173.6702,       285.7610,       278.4510,       464.5945,         0.4653,     84266.5781,     71802.1719
     31,         0.0037,         0.4597,         0.4634,         0.0000,         0.0000,       143.9930,        83.1398,       173.4328,       286.1025,       278.4796,       464.6033,         0.4634,     84266.3906,     71802.1719
     32,         0.0081,         0.4542,         0.4623,         0.0000,         0.0000,       143.6141,        83.0787,       173.1960,       286.4437,       278.5087,       464.6116,         0.4623,     84266.2031,     71802.1719
     33,         0.0149,         0.4447,         0.4596,         0.0000,         0.0000,       143.2363,        83.0177,       172.9599,       286.7848,       278.5378,       464.6201,         0.4596,     84266.0156,     71802.1719
     34,         0.0483,         0.4159,         0.4643,         0.0000,         0.0000,       142.8594,        82.9568,       172.7244,       287.1199,       278.5667,       464.6289,         0.4643,     84265.8281,     71802.1719
     35,         0.0814,         0.3851,         0.4666,         0.0000,         0.0000,       142.4835,        82.8960,       172.4896,       287.4518,       278.5951,       464.6381,         0.4665,     84265.6406,     71802.1719
     36,         0.1231,         0.3449,         0.4680,         0.0000,         0.0000,       142.1087,        82.8354,       172.2552,       287.7810,       278.6229,       464.6478,         0.4679,     84265.4531,     71802.1719
     37,         0.0604,         0.4060,         0.4663,         0.0000,         0.0000,       141.7348,        82.7748,       172.0214,       288.1093,       278.6507,       464.6578,         0.4663,     84265.2656,     71802.1719
     38,         0.0063,         0.4536,         0.4599,         0.0000,         0.0000,       141.3619,        82.7144,       171.7883,       288.4398,       278.6792,       464.6673,         0.4599,     84265.0781,     71802.1719
     39,         0.0210,         0.4364,         0.4573,         0.0000,         0.0000,       140.9899,        82.6541,       171.5558,       288.7710,       278.7077,       464.6766,         0.4573,     84264.8906,     71802.1719
     40,         0.0115,         0.4446,         0.4561,         0.0000,         0.0000,       140.6190,        82.5940,       171.3241,       289.1012,       278.7362,       464.6858,         0.4561,     84264.7031,     71802.1719
     41,         0.0175,         0.4342,         0.4516,         0.0000,         0.0000,       140.2490,        82.5340,       171.0930,       289.4326,       278.7651,       464.6953,         0.4516,     84264.5156,     71802.1719
     42,         0.0429,         0.4110,         0.4539,         0.0000,         0.0000,       139.8800,        82.4741,       170.8625,       289.7603,       278.7937,       464.7049,         0.4539,     84264.3281,     71802.1719
     43,         0.1019,         0.3550,         0.4569,         0.0000,         0.0001,       139.5120,        82.4143,       170.6326,       290.0844,       278.8215,       464.7148,         0.4568,     84264.1406,     71802.1719
     44,         0.3956,         0.0726,         0.4682,         0.0000,         0.0030,       139.1450,        82.3540,       170.4009,       290.4025,       278.8495,       464.7254,         0.4652,     84263.9531,     71802.1719
     45,         0.1711,         0.2964,         0.4675,         0.0000,         0.0004,       138.7788,        82.2923,       170.1640,       290.7168,       278.8782,       464.7368,         0.4671,     84263.7656,     71802.1719
     46,         0.3568,         0.1123,         0.4691,         0.0000,         0.0021,       138.4137,        82.2307,       169.9274,       291.0288,       278.9068,       464.7484,         0.4670,     84263.5781,     71802.1719
     47,         0.9724,        -0.4852,         0.4872,         0.0027,         0.0202,       138.0509,        82.1694,       169.6922,       291.3394,       278.9349,       464.7601,         0.4670,     84263.3906,     71802.1719
     48,         0.2642,         0.2192,         0.4834,         0.0000,         0.0153,       137.6876,        82.1079,       169.4564,       291.6475,       278.9628,       464.7720,         0.4681,     84263.2031,     71802.1719
     49,         0.0351,         0.4327,         0.4678,         0.0000,         0.0005,       137.3254,        82.0464,       169.2208,       291.9575,       278.9911,       464.7842,         0.4673,     84263.0156,     71802.1719
     50,         0.0137,         0.4540,         0.4677,         0.0000,         0.0000,       136.9641,        81.9849,       168.9856,       292.2686,       279.0197,       464.7967,         0.4677,     84262.8281,     71802.1719
     51,         0.0452,         0.4253,         0.4705,         0.0000,         0.0000,       136.6037,        81.9236,       168.7507,       292.5763,       279.0482,       464.8094,         0.4705,     84262.6406,     71802.1719
     52,         0.0900,         0.3820,         0.4720,         0.0000,         0.0000,       136.2443,        81.8623,       168.5161,       292.8817,       279.0765,       464.8221,         0.4719,     84262.4531,     71802.1719
     53,         0.0853,         0.3870,         0.4723,         0.0000,         0.0000,       135.8858,        81.8009,       168.2819,       293.1872,       279.1049,       464.8348,         0.4722,     84262.2656,     71802.1719
     54,         0.0282,         0.4467,         0.4748,         0.0000,         0.0000,       135.5283,        81.7397,       168.0479,       293.4891,       279.1333,       464.8478,         0.4748,     84262.0781,     71802.1719
     55,         0.0241,         0.4499,         0.4740,         0.0000,         0.0000,       135.1717,        81.6785,       167.8143,       293.7906,       279.1617,       464.8610,         0.4740,     84261.8906,     71802.1719
     56,         0.0061,         0.4637,         0.4698,         0.0000,         0.0000,       134.8161,        81.6174,       167.5810,       294.0945,       279.1903,       464.8739,         0.4698,     84261.7031,     71802.1719
     57,         0.0096,         0.4558,         0.4655,         0.0000,         0.0000,       134.4614,        81.5562,       167.3481,       294.4005,       279.2193,       464.8868,         0.4655,     84261.5156,     71802.1719
     58,         0.0614,         0.4089,         0.4704,         0.0000,         0.0000,       134.1076,        81.4951,       167.1154,       294.7011,       279.2480,       464.9001,         0.4704,     84261.3281,     71802.1719
     59,         0.1392,         0.3333,         0.4725,         0.0000,         0.0001,       133.7548,        81.4341,       166.8831,       294.9986,       279.2767,       464.9136,         0.4724,     84261.1406,     71802.1719
     60,         0.0680,         0.4061,         0.4741,         0.0000,         0.0000,       133.4029,        81.3732,       166.6511,       295.2936,       279.3051,       464.9276,         0.4741,     84260.9531,     71802.1719
     61,         0.0113,         0.4571,         0.4684,         0.0000,         0.0000,       133.0519,        81.3122,       166.4194,       295.5905,       279.3339,       464.9413,         0.4684,     84260.7656,     71802.1719
     62,         0.0578,         0.4143,         0.4721,         0.0000,         0.0000,       132.7018,        81.2513,       166.1881,       295.8826,       279.3625,       464.9554,         0.4721,     84260.5781,     71802.1719
     63,         0.0782,         0.3957,         0.4739,         0.0000,         0.0000,       132.3527,        81.1905,       165.9571,       296.1719,       279.3910,       464.9698,         0.4739,     84260.3906,     71802.1719
     64,         0.0840,         0.3892,         0.4732,         0.0000,         0.0000,       132.0045,        81.1298,       165.7267,       296.4611,       279.4189,       464.9842,         0.4732,     84260.2031,     71802.1719
     65,         0.0681,         0.4040,         0.4722,         0.0000,         0.0000,       131.6572,        81.0693,       165.4973,       296.7480,       279.4467,       464.9990,         0.4721,     84260.0156,     71802.1719
     66,         0.0949,         0.3781,         0.4730,         0.0000,         0.0000,       131.3108,        81.0089,       165.2685,       297.0333,       279.4744,       465.0137,         0.4729,     84259.8281,     71802.1719
     67,         0.1821,         0.2878,         0.4699,         0.0000,         0.0002,       130.9653,        80.9488,       165.0406,       297.3187,       279.5025,       465.0284,         0.4696,     84259.6406,     71802.1719
     68,         0.2663,         0.2071,         0.4734,         0.0000,         0.0008,       130.6207,        80.8888,       164.8137,       297.5994,       279.5301,       465.0436,         0.4726,     84259.4531,     71802.1719
     69,         0.3189,         0.1546,         0.4735,         0.0000,         0.0011,       130.2771,        80.8290,       164.5877,       297.8785,       279.5571,       465.0588,         0.4724,     84259.2656,     71802.1719
     70,         0.3512,         0.1218,         0.4730,         0.0000,         0.0018,       129.9343,        80.7695,       164.3627,       298.1561,       279.5841,       465.0742,         0.4713,     84259.0781,     71802.1719
     71,         0.0590,         0.4130,         0.4720,         0.0000,         0.0000,       129.5924,        80.7099,       164.1377,       298.4319,       279.6112,       465.0899,         0.4720,     84258.8906,     71802.1719
     72,         0.1299,         0.3401,         0.4700,         0.0000,         0.0001,       129.2515,        80.6504,       163.9131,       298.7075,       279.6383,       465.1052,         0.4699,     84258.7031,     71802.1719
     73,         0.5680,        -0.0916,         0.4764,         0.0000,         0.0050,       128.9114,        80.5912,       163.6893,       298.9807,       279.6654,       465.1209,         0.4714,     84258.5156,     71802.1719
     74,         0.6362,        -0.1573,         0.4789,         0.0000,         0.0074,       128.5722,        80.5321,       163.4666,       299.2514,       279.6922,       465.1371,         0.4715,     84258.3281,     71802.1719
     75,         0.5619,        -0.0858,         0.4761,         0.0000,         0.0075,       128.2339,        80.4732,       163.2448,       299.5219,       279.7187,       465.1531,         0.4686,     84258.1406,     71802.1719
     76,         0.6819,        -0.1987,         0.4832,         0.0000,         0.0101,       127.8966,        80.4141,       163.0222,       299.7890,       279.7454,       465.1694,         0.4732,     84257.9531,     71802.1719
     77,         0.1983,         0.2775,         0.4757,         0.0000,         0.0031,       127.5601,        80.3549,       162.7991,       300.0561,       279.7725,       465.1861,         0.4727,     84257.7656,     71802.1719
     78,         0.3797,         0.0923,         0.4720,         0.0000,         0.0022,       127.2245,        80.2958,       162.5769,       300.3234,       279.7996,       465.2025,         0.4698,     84257.5781,     71802.1719
     79,         0.1321,         0.3415,         0.4736,         0.0000,         0.0002,       126.8897,        80.2367,       162.3549,       300.5865,       279.8264,       465.2197,         0.4734,     84257.3906,     71802.1719
     80,         0.3604,         0.1180,         0.4785,         0.0000,         0.0018,       126.5559,        80.1773,       162.1317,       300.8477,       279.8535,       465.2368,         0.4767,     84257.2031,     71802.1719
     81,         0.1456,         0.3284,         0.4740,         0.0000,         0.0001,       126.2229,        80.1180,       161.9091,       301.1088,       279.8806,       465.2541,         0.4739,     84257.0156,     71802.1719
     82,         0.1414,         0.3308,         0.4722,         0.0000,         0.0000,       125.8908,        80.0590,       161.6877,       301.3693,       279.9073,       465.2712,         0.4722,     84256.8281,     71802.1719
     83,         0.2132,         0.2565,         0.4697,         0.0000,         0.0002,       125.5596,        80.0004,       161.4677,       301.6307,       279.9341,       465.2882,         0.4695,     84256.6406,     71802.1719
     84,         0.2366,         0.2302,         0.4668,         0.0000,         0.0003,       125.2292,        79.9420,       161.2491,       301.8908,       279.9609,       465.3052,         0.4665,     84256.4531,     71802.1719
     85,         0.2018,         0.2625,         0.4643,         0.0000,         0.0002,       124.8998,        79.8841,       161.0320,       302.1496,       279.9870,       465.3223,         0.4641,     84256.2656,     71802.1719
     86,         0.2474,         0.2143,         0.4617,         0.0000,         0.0005,       124.5711,        79.8264,       160.8161,       302.4081,       280.0132,       465.3391,         0.4612,     84256.0781,     71802.1719
     87,         0.3815,         0.0802,         0.4617,         0.0000,         0.0016,       124.2434,        79.7690,       160.6015,       302.6656,       280.0393,       465.3558,         0.4602,     84255.8906,     71802.1719
     88,         0.5171,        -0.0537,         0.4633,         0.0000,         0.0038,       123.9165,        79.7120,       160.3885,       302.9212,       280.0650,       465.3727,         0.4596,     84255.7031,     71802.1719
     89,         0.5791,        -0.1175,         0.4617,         0.0000,         0.0053,       123.5905,        79.6554,       160.1770,       303.1753,       280.0908,       465.3898,         0.4564,     84255.5156,     71802.1719
     90,         0.3907,         0.0675,         0.4583,         0.0000,         0.0033,       123.2653,        79.5991,       159.9670,       303.4274,       280.1159,       465.4069,         0.4549,     84255.3281,     71802.1719
     91,         0.2072,         0.2527,         0.4599,         0.0000,         0.0005,       122.9410,        79.5425,       159.7556,       303.6766,       280.1411,       465.4243,         0.4594,     84255.1406,     71802.1719
     92,         0.8586,        -0.3793,         0.4793,         0.0000,         0.0107,       122.6175,        79.4849,       159.5408,       303.9224,       280.1669,       465.4424,         0.4686,     84254.9531,     71802.1719
     93,         0.0707,         0.4075,         0.4781,         0.0000,         0.0066,       122.2949,        79.4267,       159.3240,       304.1667,       280.1931,       465.4611,         0.4715,     84254.7656,     71802.1719
     94,         0.4061,         0.0766,         0.4827,         0.0000,         0.0023,       121.9732,        79.3676,       159.1036,       304.4075,       280.2196,       465.4802,         0.4804,     84254.5781,     71802.1719
     95,         0.5297,        -0.0463,         0.4834,         0.0000,         0.0041,       121.6523,        79.3082,       158.8826,       304.6488,       280.2464,       465.4994,         0.4793,     84254.3906,     71802.1719
     96,         0.8277,        -0.3361,         0.4916,         0.0000,         0.0115,       121.3322,        79.2490,       158.6622,       304.8878,       280.2732,       465.5188,         0.4801,     84254.2031,     71802.1719
     97,         0.8419,        -0.3397,         0.5022,         0.0000,         0.0244,       121.0130,        79.1900,       158.4430,       305.1262,       280.2997,       465.5383,         0.4778,     84254.0156,     71802.1719
     98,         1.7278,        -1.1671,         0.5608,         0.0227,         0.0814,       120.7059,        79.1337,       158.2344,       305.3615,       280.3259,       465.5578,         0.4794,     84253.8281,     71802.1719
     99,         1.4744,        -0.8621,         0.6122,         0.0202,         0.1331,       120.3984,        79.0766,       158.0229,       305.5941,       280.3522,       465.5778,         0.4792,     84253.6406,     71802.1719
    100,         0.2151,         0.3541,         0.5692,         0.0000,         0.0974,       120.0816,        79.0174,       157.8034,       305.8256,       280.3786,       465.5978,         0.4718,     84253.4531,     71802.1719
    101,         1.4927,        -0.8979,         0.5948,         0.0217,         0.1205,       119.7765,        78.9605,       157.5929,       306.0536,       280.4049,       465.6181,         0.4743,     84253.2656,     71802.1719
    102,         2.1909,        -1.5181,         0.6728,         0.0974,         0.1957,       119.5100,        78.9112,       157.4131,       306.2781,       280.4311,       465.6391,         0.4771,     84253.0781,     71802.1719
    103,         0.6371,        -0.0237,         0.6134,         0.0000,         0.1230,       119.1956,        78.8522,       157.1946,       306.4908,       280.4560,       465.6619,         0.4904,     84252.8906,     71802.1719
    104,         0.4900,         0.0814,         0.5714,         0.0000,         0.0798,       118.8820,        78.7932,       156.9765,       306.7017,       280.4807,       465.6843,         0.4916,     84252.7031,     71802.1719
    105,         0.3442,         0.2068,         0.5510,         0.0000,         0.0647,       118.5692,        78.7344,       156.7588,       306.9156,       280.5058,       465.7055,         0.4863,     84252.5156,     71802.1719
    106,         0.1789,         0.3382,         0.5170,         0.0000,         0.0366,       118.2573,        78.6756,       156.5412,       307.1333,       280.5313,       465.7263,         0.4804,     84252.3281,     71802.1719
    107,         0.3245,         0.1761,         0.5005,         0.0000,         0.0213,       117.9461,        78.6168,       156.3239,       307.3504,       280.5567,       465.7472,         0.4793,     84252.1406,     71802.1719
    108,         0.2362,         0.2533,         0.4895,         0.0000,         0.0097,       117.6358,        78.5580,       156.1069,       307.5653,       280.5822,       465.7685,         0.4798,     84251.9531,     71802.1719
    109,         0.5527,        -0.0511,         0.5016,         0.0000,         0.0125,       117.3263,        78.4993,       155.8902,       307.7719,       280.6070,       465.7913,         0.4891,     84251.7656,     71802.1719
    110,         0.5042,         0.0379,         0.5421,         0.0000,         0.0304,       117.0176,        78.4405,       155.6738,       307.9596,       280.6305,       465.8166,         0.5117,     84251.5781,     71802.1719
    111,         0.7185,        -0.1279,         0.5906,         0.0000,         0.0644,       116.7097,        78.3819,       155.4576,       308.1357,       280.6532,       465.8434,         0.5262,     84251.3516,     71802.2109
    112,         0.4685,         0.1747,         0.6432,         0.0000,         0.0881,       116.4027,        78.3233,       155.2417,       308.2893,       280.6743,       465.8724,         0.5551,     84251.0938,     71802.2812
    113,         0.5857,         0.0818,         0.6675,         0.0000,         0.1013,       116.0964,        78.2647,       155.0260,       308.4342,       280.6948,       465.9021,         0.5662,     84250.8047,     71802.3828
    114,         1.6652,        -0.8659,         0.7992,         0.0752,         0.1995,       115.8285,        78.2136,       154.8409,       308.5527,       280.7134,       465.9352,         0.5998,     84250.4688,     71802.5312
    115,         2.2989,        -1.2866,         1.0123,         0.2172,         0.3426,       115.6323,        78.1769,       154.7128,       308.6205,       280.7283,       465.9746,         0.6697,     84250.0938,     71802.7188
    116,         0.9709,         0.0786,         1.0495,         0.0029,         0.3322,       115.3295,        78.1187,       154.4992,       308.6580,       280.7408,       466.0154,         0.7173,     84249.7188,     71802.9062
    117,         0.1332,         0.7755,         0.9087,         0.0000,         0.2417,       115.0261,        78.0603,       154.2848,       308.7367,       280.7567,       466.0479,         0.6670,     84249.3438,     71803.0938
    118,         1.2690,        -0.2942,         0.9748,         0.0730,         0.3197,       114.7599,        78.0092,       154.0999,       308.8166,       280.7728,       466.0826,         0.6551,     84248.9688,     71803.2812
    119,         2.3141,        -1.1143,         1.1998,         0.3704,         0.4762,       114.6430,        77.9880,       154.0343,       308.8449,       280.7849,       466.1245,         0.7236,     84248.5391,     71803.4688
    120,         0.4318,         0.7459,         1.1777,         0.0000,         0.3976,       114.3414,        77.9298,       153.8207,       308.8358,       280.7944,       466.1692,         0.7802,     84248.1406,     71803.6562
    121,         0.1604,         0.8211,         0.9815,         0.0000,         0.2676,       114.0406,        77.8715,       153.6072,       308.8784,       280.8079,       466.2044,         0.7138,     84247.7656,     71803.8438
    122,         0.6740,         0.2855,         0.9595,         0.0000,         0.2901,       113.7405,        77.8133,       153.3940,       308.9491,       280.8234,       466.2374,         0.6694,     84247.3906,     71804.0312
    123,         1.6323,        -0.5205,         1.1118,         0.1460,         0.3995,       113.5142,        77.7698,       153.2395,       308.9847,       280.8359,       466.2758,         0.7122,     84246.9688,     71804.2188
    124,         1.8540,        -0.5482,         1.3057,         0.3111,         0.5290,       113.3709,        77.7428,       153.1514,       308.9728,       280.8447,       466.3201,         0.7768,     84246.5234,     71804.4062
    125,         0.6779,         0.6008,         1.2788,         0.0000,         0.4528,       113.0727,        77.6848,       152.9390,       308.9281,       280.8510,       466.3666,         0.8260,     84245.9609,     71804.5938
    126,         2.3052,        -0.8543,         1.4510,         0.4568,         0.6493,       113.0034,        77.6724,       152.9095,       308.8997,       280.8585,       466.4108,         0.8016,     84245.5078,     71804.7812
    127,         2.1313,        -0.4350,         1.6963,         0.5161,         0.7719,       112.9640,        77.6660,       152.9038,       308.7789,       280.8591,       466.4675,         0.9244,     84244.9375,     71804.9688
    128,         2.0387,        -0.2470,         1.7917,         0.5672,         0.8074,       112.9501,        77.6647,       152.9184,       308.6164,       280.8565,       466.5279,         0.9843,     84244.3203,     71805.1562
    129,         1.1286,         0.5046,         1.6332,         1.5814,         0.5899,       114.1842,        77.6163,       152.7448,       308.4145,       280.8508,       466.5915,         1.0433,     84243.5703,     71805.3438
    130,         2.0553,        -0.0653,         1.9900,         2.2057,         0.9143,       115.7270,        77.6303,       152.8210,       308.1939,       280.8433,       466.6570,         1.0757,     84242.8203,     71805.5312
    131,         3.4021,        -1.0996,         2.3025,         2.5307,         1.1039,       117.4280,        77.6768,       153.0270,       307.8974,       280.8297,       466.7339,         1.1986,     84242.0703,     71805.7812
    132,         1.2108,         0.7031,         1.9140,         1.5186,         0.6251,       118.6190,        77.6221,       152.8282,       307.5525,       280.8120,       466.8136,         1.2889,     84241.3359,     71806.1172
    133,         0.5886,         1.2582,         1.8468,         1.4850,         0.6261,       119.7900,        77.5641,       152.6161,       307.2723,       280.7990,       466.8794,         1.2207,     84240.6094,     71806.3281
    134,         1.4766,         0.4734,         1.9500,         1.8053,         0.7854,       121.1179,        77.5381,       152.5324,       307.0384,       280.7893,       466.9384,         1.1646,     84239.8594,     71806.5156
    135,         2.1597,        -0.0779,         2.0819,         2.0755,         0.9206,       122.5773,        77.5393,       152.5571,       306.8111,       280.7797,       466.9985,         1.1613,     84239.1484,     71806.7422
    136,         2.9852,        -0.7092,         2.2760,         2.4107,         1.0885,       124.2003,        77.5744,       152.7172,       306.5681,       280.7684,       467.0611,         1.1875,     84238.4141,     71806.9922
    137,         3.1012,        -0.6901,         2.4111,         2.4988,         1.1808,       125.8630,        77.6194,       152.9165,       306.2952,       280.7540,       467.1279,         1.2303,     84237.6641,     71807.2500
    138,         3.1757,        -0.7122,         2.4635,         2.5982,         1.2361,       127.5710,        77.6755,       153.1599,       306.0276,       280.7389,       467.1928,         1.2273,     84236.9297,     71807.5312
    139,         3.8252,        -1.0754,         2.7498,         2.7796,         1.3898,       129.3651,        77.7508,       153.4794,       305.6604,       280.7150,       467.2741,         1.3600,     84236.1875,     71807.8438
    140,         3.4769,        -0.4945,         2.9824,         3.1122,         1.5828,       131.3207,        77.8602,       153.9348,       305.2709,       280.6888,       467.3552,         1.3996,     84235.4609,     71808.2188
    141,         1.8596,         0.8852,         2.7448,         2.5279,         1.2683,       132.9790,        77.9097,       154.1506,       304.8418,       280.6597,       467.4380,         1.4765,     84234.6562,     71808.5938
    142,         2.8472,        -0.0077,         2.8395,         2.5601,         1.2912,       134.6492,        77.9595,       154.3686,       304.3768,       280.6289,       467.5233,         1.5483,     84233.7969,     71808.9688
    143,         2.0557,         0.7257,         2.7814,         2.3044,         1.1653,       136.1873,        77.9832,       154.4819,       303.8702,       280.5951,       467.6117,         1.6161,     84232.8594,     71809.3438
    144,         1.3922,         0.9433,         2.3355,         1.5581,         0.8151,       137.3486,        77.9323,       154.2967,       303.4469,       280.5673,       467.6843,         1.5203,     84231.9453,     71809.7188
    145,         2.6528,        -0.0507,         2.6021,         2.2460,         1.1564,       138.8504,        77.9502,       154.3873,       303.0826,       280.5435,       467.7497,         1.4457,     84231.1250,     71810.0938
    146,         2.2111,         0.2708,         2.4818,         2.0348,         1.0657,       140.2429,        77.9479,       154.3963,       302.7414,       280.5205,       467.8130,         1.4161,     84230.3281,     71810.4688
    147,         1.6103,         0.7805,         2.3908,         1.8633,         1.0322,       141.5459,        77.9291,       154.3395,       302.4442,       280.5002,       467.8700,         1.3586,     84229.5781,     71810.8438
    148,         2.0415,         0.4849,         2.5263,         2.0204,         1.0979,       142.9240,        77.9245,       154.3399,       302.0974,       280.4768,       467.9356,         1.4285,     84228.7656,     71811.2188
    149,         3.0073,        -0.1665,         2.8408,         2.5249,         1.3615,       144.5505,        77.9703,       154.5415,       301.7179,       280.4507,       468.0054,         1.4793,     84227.9219,     71811.5938
    150,         1.1665,         1.6812,         2.8477,         2.4239,         1.3043,       146.1225,        78.0059,       154.7024,       301.2990,       280.4210,       468.0786,         1.5434,     84226.9844,     71811.9688
    151,         3.1763,        -0.1331,         3.0431,         2.6998,         1.4228,       147.8275,        78.0690,       154.9732,       300.8197,       280.3861,       468.1603,         1.6203,     84226.0312,     71812.3594
    152,         2.4443,         0.2688,         2.7131,         2.0976,         1.1457,       149.2278,        78.0719,       155.0031,       300.3939,       280.3549,       468.2297,         1.5674,     84225.0938,     71812.7344
    153,         3.0981,        -0.0969,         3.0012,         2.7256,         1.4818,       150.9381,        78.1375,       155.2841,       300.0146,       280.3270,       468.2925,         1.5193,     84224.2344,     71813.1094
    154,         3.8938,        -0.4382,         3.4556,         3.3435,         1.7763,       152.9521,        78.2649,       155.8117,       299.5197,       280.2896,       468.3744,         1.6793,     84223.2188,     71813.5625
    155,         4.4609,        -1.2272,         3.2337,         2.7591,         1.5195,       154.6691,        78.3338,       156.1048,       299.0128,       280.2506,       468.4538,         1.7142,     84222.1953,     71814.0234
