 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0088,         0.0289,         0.0049,         0.0045,         0.0000,         0.0043,         0.0095,         1.8111,         3.9070,         5.8533,         6.9902,         7.5744,         7.7241,         7.8087,         7.8889,         7.9635,         0.0000,       -48.1352
      2,         0.0227,         0.0285,         0.0051,         0.0047,         0.0136,         0.0043,         0.0100,         1.8109,         3.9102,         5.8625,         7.0011,         7.5804,         7.7275,         7.8108,         7.8902,         7.9645,         0.0000,       -48.4534
      3,         0.0082,         0.0263,         0.0042,         0.0038,         0.0000,         0.0043,         0.0083,         1.8102,         3.9237,         5.8713,         7.0122,         7.5868,         7.7314,         7.8134,         7.8920,         7.9661,         0.0000,       -48.6908
      4,         0.0109,         0.0278,         0.0049,         0.0045,         0.0020,         0.0044,         0.0095,         1.8103,         3.9338,         5.8798,         7.0227,         7.5931,         7.7352,         7.8160,         7.8939,         7.9677,         0.0000,       -48.8924
      5,         0.0160,         0.0285,         0.0051,         0.0047,         0.0070,         0.0044,         0.0098,         1.8129,         3.9360,         5.8880,         7.0321,         7.5989,         7.7388,         7.8184,         7.8956,         7.9690,         0.0000,       -49.0945
      6,         0.0090,         0.0282,         0.0051,         0.0046,         0.0000,         0.0044,         0.0098,         1.8129,         3.9370,         5.8957,         7.0413,         7.6048,         7.7424,         7.8209,         7.8974,         7.9705,         0.0000,       -49.2548
      7,         0.0090,         0.0285,         0.0051,         0.0046,         0.0000,         0.0044,         0.0098,         1.8130,         3.9382,         5.9031,         7.0500,         7.6105,         7.7460,         7.8234,         7.8992,         7.9720,         0.0000,       -49.4029
      8,         0.0201,         0.0282,         0.0056,         0.0052,         0.0106,         0.0044,         0.0114,         1.8146,         3.9400,         5.9100,         7.0585,         7.6163,         7.7497,         7.8261,         7.9012,         7.9736,         0.0000,       -49.6453
      9,         0.0222,         0.0265,         0.0056,         0.0052,         0.0126,         0.0044,         0.0117,         1.8175,         3.9454,         5.9165,         7.0671,         7.6223,         7.7538,         7.8291,         7.9035,         7.9755,         0.0000,       -49.8610
     10,         0.0094,         0.0281,         0.0051,         0.0046,         0.0004,         0.0044,         0.0097,         1.8170,         3.9469,         5.9226,         7.0751,         7.6280,         7.7576,         7.8320,         7.9057,         7.9774,         0.0000,       -50.0454
     11,         0.0092,         0.0283,         0.0052,         0.0045,         0.0003,         0.0044,         0.0096,         1.8171,         3.9482,         5.9284,         7.0822,         7.6333,         7.7612,         7.8346,         7.9077,         7.9790,         0.0000,       -50.1909
     12,         0.0125,         0.0283,         0.0052,         0.0045,         0.0037,         0.0044,         0.0096,         1.8173,         3.9508,         5.9338,         7.0891,         7.6386,         7.7647,         7.8372,         7.9097,         7.9807,         0.0000,       -50.3775
     13,         0.0116,         0.0282,         0.0052,         0.0045,         0.0028,         0.0044,         0.0095,         1.8176,         3.9611,         5.9389,         7.0958,         7.6438,         7.7683,         7.8399,         7.9118,         7.9824,         0.0000,       -50.5953
     14,         0.0123,         0.0281,         0.0052,         0.0045,         0.0034,         0.0044,         0.0095,         1.8179,         3.9695,         5.9439,         7.1023,         7.6491,         7.7719,         7.8426,         7.9139,         7.9843,         0.0000,       -50.7324
     15,         0.0217,         0.0278,         0.0051,         0.0044,         0.0129,         0.0044,         0.0094,         1.8181,         3.9749,         5.9486,         7.1089,         7.6544,         7.7756,         7.8455,         7.9163,         7.9863,         0.0000,       -50.8685
