 day,CH4emit_d,watertable,swc1,swc2,swc3,stsurf,st1,st2
     55,         0.0268,       -39.5302,         0.0953,         0.0945,         0.0947,        -0.2008,         0.1271,         0.4721
     56,         0.0077,       -41.4541,         0.0953,         0.0945,         0.0947,        -0.3367,         0.0025,         0.3508
     57,         0.0073,       -42.9343,         0.0953,         0.0946,         0.0947,        -0.4925,        -0.1087,         0.2667
     58,         0.0150,       -44.2296,         0.0953,         0.0946,         0.0947,        -0.3979,         0.0142,         0.4012
     59,         0.0275,       -45.5748,         0.0953,         0.0945,         0.0947,        -0.3642,         0.0346,         0.4154
     60,         0.0092,       -46.9481,         0.0953,         0.0945,         0.0947,        -0.2996,         0.0700,         0.4337
     61,         0.0078,       -48.0564,         0.0953,         0.0945,         0.0947,        -0.4329,        -0.0483,         0.3213
     62,         0.0164,       -48.8527,         0.0953,         0.0945,         0.0947,        -0.3262,         0.0621,         0.4338
     63,         0.0184,       -49.5084,         0.0953,         0.0945,         0.0947,        -0.2604,         0.0971,         0.4508
     64,         0.0204,       -50.3258,         0.0952,         0.0945,         0.0947,        -0.2850,         0.0612,         0.4083
     65,         0.0102,       -51.0787,         0.0950,         0.0945,         0.0947,        -0.2537,         0.0858,         0.4296
     66,         0.0222,       -51.5648,         0.0946,         0.0945,         0.0946,        -0.2308,         0.0983,         0.4342
     67,         0.0170,       -52.4067,         0.0943,         0.0944,         0.0946,        -0.3025,         0.0421,         0.3862
     68,         0.0152,       -53.2402,         0.0939,         0.0944,         0.0946,        -0.1842,         0.1492,         0.4862
     69,         0.0201,       -54.0393,         0.0936,         0.0944,         0.0946,        -0.1388,         0.1629,         0.4792
     70,         0.0103,       -55.0628,         0.0930,         0.0943,         0.0945,        -0.1300,         0.1667,         0.4800
     71,         0.0131,       -54.8330,         0.0938,         0.0943,         0.0946,        -0.0925,         0.1758,         0.4717
     72,         0.0171,       -54.5783,         0.0935,         0.0944,         0.0946,        -0.1433,         0.1308,         0.4296
     73,         0.0179,       -55.2749,         0.0930,         0.0943,         0.0946,        -0.1212,         0.1700,         0.4767
     74,         0.0221,       -56.1625,         0.0926,         0.0943,         0.0946,        -0.0567,         0.2075,         0.4992
     75,         0.0084,       -57.0064,         0.0921,         0.0943,         0.0945,        -0.0912,         0.1746,         0.4642
     76,         0.0104,       -55.2256,         0.0941,         0.0943,         0.0945,        -0.0333,         0.2212,         0.5054
     77,         0.0150,       -54.2285,         0.0937,         0.0943,         0.0945,        -0.0704,         0.1717,         0.4458
     78,         0.0132,       -55.0862,         0.0932,         0.0943,         0.0945,        -0.1275,         0.1308,         0.4150
     79,         0.0090,       -54.4459,         0.0945,         0.0943,         0.0946,        -0.0354,         0.2075,         0.4783
     80,         0.0126,       -52.1684,         0.0949,         0.0944,         0.0946,        -0.0246,         0.2137,         0.4825
     81,         0.0089,       -52.5248,         0.0944,         0.0943,         0.0946,        -0.0638,         0.1679,         0.4292
     82,         0.0308,       -54.0477,         0.0937,         0.0942,         0.0945,        -0.0792,         0.1533,         0.4154
     83,         0.0186,       -55.7279,         0.0930,         0.0941,         0.0945,        -0.1437,         0.0946,         0.3613
     84,         0.0152,       -57.1219,         0.0923,         0.0941,         0.0944,        -0.1450,         0.1025,         0.3742
     85,         0.0136,       -58.6367,         0.0916,         0.0941,         0.0944,        -0.1300,         0.1108,         0.3817
     86,         0.0144,       -59.8322,         0.0910,         0.0941,         0.0944,        -0.1804,         0.0833,         0.3633
     87,         0.0197,       -61.0624,         0.0903,         0.0941,         0.0944,        -0.1958,         0.0863,         0.3775
     88,         0.0117,       -62.5344,         0.0895,         0.0940,         0.0944,        -0.1433,         0.1187,         0.3967
     89,         0.0111,       -64.1034,         0.0886,         0.0940,         0.0943,        -0.1000,         0.1379,         0.4033
     90,         0.0091,       -65.3028,         0.0880,         0.0941,         0.0944,        -0.0733,         0.1604,         0.4179
     91,         0.0077,       -62.6250,         0.0924,         0.0942,         0.0945,        -0.0371,         0.1888,         0.4396
     92,         0.0149,       -57.9449,         0.0919,         0.0942,         0.0945,        -0.0079,         0.2146,         0.4663
     93,         0.0087,       -54.3777,         0.0953,         0.0943,         0.0945,        -0.0317,         0.1875,         0.4317
     94,         0.0096,       -47.7990,         0.0953,         0.0942,         0.0945,        -0.0083,         0.2067,         0.4550
     95,         0.0097,       -47.2439,         0.0953,         0.0942,         0.0945,        -0.0800,         0.1429,         0.3937
     96,         0.0152,       -48.6815,         0.0953,         0.0942,         0.0945,        -0.0583,         0.1688,         0.4213
     97,         0.0199,       -50.3195,         0.0953,         0.0942,         0.0945,        -0.0729,         0.1567,         0.4100
     98,         0.0192,       -52.1238,         0.0948,         0.0941,         0.0944,         0.0083,         0.2200,         0.4617
     99,         0.0129,       -24.8623,         0.0953,         0.0941,         0.0944,         0.0475,         0.2337,         0.4546
    100,         0.0209,        17.2891,         0.0953,         0.0942,         0.0945,         0.0358,         0.2317,         0.4612
    101,         0.0213,        32.8154,         0.0953,         0.0941,         0.0944,         0.1283,         0.2850,         0.4925
    102,         0.0213,        26.5123,         0.0953,         0.0939,         0.0943,         0.3229,         0.3529,         0.4829
    103,         0.0219,        22.9600,         0.0953,         0.0938,         0.0942,         0.9713,         0.6471,         0.5487
    104,         0.0220,        17.2939,         0.0952,         0.0936,         0.0941,         0.8329,         0.6637,         0.6367
    105,         0.0218,        11.7226,         0.0953,         0.0935,         0.0940,         0.4579,         0.5383,         0.6746
    106,         0.0216,        11.5005,         0.0953,         0.0937,         0.0942,         0.1687,         0.3987,         0.6387
    107,         0.0214,        16.3146,         0.0953,         0.0938,         0.0942,         0.1967,         0.3762,         0.5833
    108,         0.0215,        13.4139,         0.0953,         0.0940,         0.0943,         0.2458,         0.3887,         0.5583
    109,         0.0217,         9.9539,         0.0953,         0.0939,         0.0943,         0.7038,         0.5896,         0.5983
    110,         0.0226,         6.4659,         0.0953,         0.0939,         0.0943,         1.5375,         1.0600,         0.7896
    111,         0.0233,         3.7424,         0.0953,         0.0939,         0.0943,         1.8200,         1.3225,         1.0354
    112,         0.0245,         2.7819,         0.0953,         0.0941,         0.0944,         2.6108,         1.8642,         1.3808
    113,         0.0250,        10.2720,         0.0953,         0.0942,         0.0944,         2.6408,         2.0271,         1.6433
    114,         0.0414,         9.8741,         0.0953,         0.0940,         0.0943,         3.5021,         2.5754,         1.9683
    115,         0.0349,        12.5063,         0.0953,         0.0938,         0.0942,         4.9688,         3.6092,         2.6596
    116,         0.0407,        13.9173,         0.0953,         0.0937,         0.0942,         5.3292,         4.2217,         3.4142
    117,         0.0389,        11.8816,         0.0953,         0.0938,         0.0942,         3.3525,         3.3888,         3.4104
    118,         0.0536,        15.0743,         0.0953,         0.0937,         0.0941,         3.9567,         3.2896,         2.8729
    119,         0.0629,         9.9061,         0.0952,         0.0933,         0.0940,         5.4621,         4.2692,         3.3867
    120,         0.0467,        17.5934,         0.0953,         0.0937,         0.0941,         6.0646,         4.9946,         4.1325
    121,         0.0417,        24.9738,         0.0953,         0.0938,         0.0942,         4.0954,         4.0271,         3.9425
    122,         0.0420,        19.9109,         0.0953,         0.0936,         0.0941,         3.4796,         3.4213,         3.3612
    123,         0.0563,        14.3670,         0.0953,         0.0935,         0.0940,         4.7004,         4.0500,         3.5412
    124,         0.0577,         9.2866,         0.0953,         0.0934,         0.0940,         5.9658,         4.9183,         4.1050
    125,         0.0494,        13.5670,         0.0953,         0.0937,         0.0941,         6.3842,         5.5008,         4.7587
    126,         0.0722,        14.1418,         0.0953,         0.0935,         0.0940,         6.0004,         5.1354,         4.5308
    127,         0.0588,         9.2023,         0.0953,         0.0935,         0.0940,         8.2667,         6.6204,         5.3412
    128,         0.0720,         5.4665,         0.0953,         0.0936,         0.0941,         8.8642,         7.2083,         5.9433
    129,         0.0660,         4.3242,         0.0953,         0.0938,         0.0942,         9.3279,         7.7667,         6.5117
    130,         0.0869,         2.1427,         0.0953,         0.0938,         0.0942,         9.7188,         8.0333,         6.7342
    131,         0.1489,       -10.8300,         0.0953,         0.0936,         0.0941,        11.2417,         8.9442,         7.1825
    132,         0.0876,       -27.9996,         0.0952,         0.0936,         0.0941,        11.4025,         9.5596,         7.9804
    133,         0.0448,       -35.6148,         0.0953,         0.0937,         0.0941,         9.6829,         8.9029,         8.1175
    134,         0.0635,       -40.5001,         0.0952,         0.0933,         0.0939,         8.9337,         8.4113,         7.8637
    135,         0.0914,       -49.7348,         0.0952,         0.0931,         0.0938,         9.0513,         8.3617,         7.6525
    136,         0.0706,       -56.6700,         0.0941,         0.0929,         0.0937,         9.5025,         8.6304,         7.7729
    137,         0.0625,       -62.4692,         0.0910,         0.0928,         0.0936,        10.2842,         9.1692,         8.1096
    138,         0.0403,       -67.9873,         0.0879,         0.0928,         0.0935,        10.3675,         9.3112,         8.3417
    139,         0.0564,       -72.1511,         0.0854,         0.0930,         0.0936,        12.7213,        10.5925,         8.8054
    140,         0.0460,       -74.9851,         0.0836,         0.0931,         0.0937,        12.9429,        10.9979,         9.3567
    141,         0.0324,       -66.8752,         0.0939,         0.0936,         0.0940,        12.9383,        11.2783,         9.8088
    142,         0.0378,       -52.1485,         0.0953,         0.0936,         0.0940,        12.8800,        11.2642,         9.8842
    143,         0.0494,       -43.4776,         0.0953,         0.0938,         0.0942,        13.1704,        11.6242,        10.2146
    144,         0.0521,       -45.5034,         0.0953,         0.0938,         0.0942,        11.5712,        10.9421,        10.2225
    145,         0.0874,       -50.4837,         0.0952,         0.0933,         0.0939,        10.8650,        10.4238,         9.8692
    146,         0.0765,       -57.2344,         0.0935,         0.0931,         0.0938,        10.7688,        10.3487,         9.7729
    147,         0.0469,       -60.6256,         0.0945,         0.0933,         0.0938,        10.2013,        10.0613,         9.6954
    148,         0.0539,       -44.5961,         0.0953,         0.0935,         0.0940,        11.2125,        10.4075,         9.5875
    149,         0.0823,       -42.3854,         0.0953,         0.0935,         0.0940,        11.8083,        10.7358,         9.7304
    150,         0.0533,       -42.9216,         0.0953,         0.0938,         0.0941,        12.3154,        11.1713,        10.0804
    151,         0.0685,       -29.4855,         0.0953,         0.0938,         0.0942,        13.4179,        11.7429,        10.2837
    152,         0.0755,       -29.5934,         0.0953,         0.0936,         0.0941,        12.1308,        11.3367,        10.5188
    153,         0.0944,       -39.3061,         0.0952,         0.0933,         0.0939,        11.4904,        10.9563,        10.3687
    154,         0.0781,       -44.9479,         0.0953,         0.0936,         0.0941,        13.8029,        12.0213,        10.5079
    155,         0.0851,       -48.2496,         0.0953,         0.0935,         0.0940,        13.5612,        12.1667,        10.8825
    156,         0.0749,       -53.4338,         0.0953,         0.0933,         0.0939,        13.3954,        12.1746,        11.0721
    157,         0.0998,       -57.7648,         0.0933,         0.0932,         0.0939,        16.1083,        13.5675,        11.5017
    158,         0.0622,       -58.9771,         0.0928,         0.0932,         0.0938,        16.7783,        14.2913,        12.2175
    159,         0.0447,       -61.8599,         0.0913,         0.0934,         0.0939,        14.7767,        13.7050,        12.6117
    160,         0.0792,       -64.6279,         0.0893,         0.0933,         0.0939,        13.6325,        12.9771,        12.2812
    161,         0.0738,       -68.1054,         0.0874,         0.0933,         0.0939,        13.6158,        12.8575,        12.0350
    162,         0.0790,       -71.2371,         0.0853,         0.0933,         0.0938,        13.4758,        12.7504,        11.9421
    163,         0.0731,       -74.3351,         0.0834,         0.0933,         0.0939,        13.1608,        12.5387,        11.8375
    164,         0.0634,       -76.9507,         0.0816,         0.0933,         0.0938,        13.3329,        12.6046,        11.8208
    165,         0.0947,       -80.0368,         0.0790,         0.0930,         0.0937,        14.8296,        13.2646,        11.9121
    166,         0.0339,       -71.3251,         0.0916,         0.0935,         0.0940,        14.0817,        13.1692,        12.2179
    167,         0.0410,       -62.4899,         0.0907,         0.0937,         0.0941,        14.1562,        13.1229,        12.1629
    168,         0.0989,       -62.7964,         0.0924,         0.0937,         0.0941,        14.4242,        13.2312,        12.1542
    169,         0.0465,       -52.9657,         0.0953,         0.0939,         0.0942,        14.6900,        13.5096,        12.3921
    170,         0.0704,       -46.5501,         0.0953,         0.0940,         0.0943,        14.6387,        13.5079,        12.4650
    171,         0.0967,       -48.5570,         0.0953,         0.0940,         0.0943,        14.4437,        13.4517,        12.4867
    172,         0.0789,       -36.7347,         0.0953,         0.0940,         0.0943,        13.7642,        13.1546,        12.4717
    173,         0.1125,        13.4475,         0.0953,         0.0941,         0.0944,        13.8917,        13.2037,        12.4646
    174,         0.1116,        19.7883,         0.0953,         0.0941,         0.0944,        13.2771,        12.8488,        12.3117
    175,         0.1396,        15.8561,         0.0953,         0.0938,         0.0942,        13.4733,        12.7979,        12.1117
    176,         0.1638,        10.9062,         0.0953,         0.0936,         0.0941,        15.2588,        13.7454,        12.4025
    177,         0.1490,         8.1984,         0.0953,         0.0938,         0.0942,        15.1304,        13.9208,        12.8054
    178,         0.1333,        45.2079,         0.0953,         0.0939,         0.0943,        15.0596,        14.1133,        13.1704
    179,         0.1285,        53.2486,         0.0953,         0.0936,         0.0941,        14.6129,        13.7921,        13.0062
    180,         0.1818,        42.7576,         0.0952,         0.0931,         0.0938,        14.9613,        13.9887,        13.0746
    181,         0.1868,        34.0431,         0.0953,         0.0934,         0.0940,        16.5688,        14.9658,        13.5746
    182,         0.2235,        28.3786,         0.0953,         0.0935,         0.0940,        18.4288,        16.1446,        14.2575
    183,         0.2196,        24.6217,         0.0953,         0.0932,         0.0939,        18.5442,        16.6450,        14.9917
    184,         0.2243,        17.4339,         0.0952,         0.0931,         0.0938,        17.7429,        16.3575,        15.1171
    185,         0.2438,        11.6934,         0.0952,         0.0931,         0.0938,        19.0204,        17.0208,        15.2921
    186,         0.2453,         7.8964,         0.0952,         0.0930,         0.0937,        19.5371,        17.5408,        15.7500
    187,         0.2353,         2.6519,         0.0952,         0.0930,         0.0937,        18.1771,        17.0096,        15.8658
    188,         0.2669,       -13.0185,         0.0952,         0.0930,         0.0937,        19.1825,        17.4467,        15.8779
    189,         0.2056,       -11.3026,         0.0952,         0.0931,         0.0937,        18.6117,        17.2913,        16.0083
    190,         0.1858,       -23.1043,         0.0953,         0.0933,         0.0938,        19.1429,        17.5721,        16.1083
    191,         0.1954,       -32.9649,         0.0953,         0.0932,         0.0938,        19.3050,        17.6996,        16.2142
    192,         0.1523,       -42.0374,         0.0952,         0.0931,         0.0938,        18.7321,        17.5512,        16.3383
    193,         0.1199,       -48.4743,         0.0952,         0.0932,         0.0938,        17.3817,        16.9138,        16.2300
    194,         0.1335,       -53.9757,         0.0952,         0.0931,         0.0937,        15.9329,        15.9983,        15.7537
    195,         0.1123,       -58.3300,         0.0937,         0.0933,         0.0938,        16.1146,        15.8954,        15.4233
    196,         0.1339,       -57.2713,         0.0944,         0.0935,         0.0939,        17.8454,        16.5212,        15.3067
    197,         0.1375,       -57.6201,         0.0935,         0.0937,         0.0941,        19.2563,        17.3296,        15.6421
    198,         0.1048,       -57.9710,         0.0935,         0.0939,         0.0942,        19.9083,        17.8775,        16.1079
    199,         0.1386,       -59.1534,         0.0918,         0.0936,         0.0940,        20.9542,        18.5400,        16.5363
    200,         0.1340,        -7.1888,         0.0953,         0.0938,         0.0942,        19.0471,        18.0213,        16.9521
    201,         0.2262,        42.9577,         0.0953,         0.0936,         0.0941,        20.0162,        18.4821,        17.1179
    202,         0.2404,        34.2624,         0.0953,         0.0933,         0.0939,        20.1983,        18.8004,        17.5071
    203,         0.2949,        26.3328,         0.0952,         0.0932,         0.0938,        20.2046,        18.8504,        17.5679
    204,         0.2554,        28.5221,         0.0952,         0.0934,         0.0939,        18.7321,        18.2217,        17.5125
    205,         0.3171,        25.0202,         0.0953,         0.0933,         0.0939,        18.4454,        17.7783,        17.0212
    206,         0.3029,        18.3345,         0.0952,         0.0932,         0.0938,        19.0725,        18.0546,        16.9871
    207,         0.2889,        12.1912,         0.0952,         0.0932,         0.0938,        18.1942,        17.6408,        16.9400
    208,         0.2850,        12.2573,         0.0953,         0.0935,         0.0940,        18.7679,        17.8571,        16.8883
    209,         0.3074,         8.3664,         0.0953,         0.0933,         0.0939,        18.6117,        17.7675,        16.8608
    210,         0.3025,         3.7035,         0.0953,         0.0933,         0.0938,        18.5167,        17.7175,        16.8496
    211,         0.3037,        -7.9732,         0.0953,         0.0933,         0.0939,        18.6296,        17.7437,        16.8358
    212,         0.2371,       -27.7824,         0.0953,         0.0932,         0.0938,        18.5254,        17.7646,        16.9096
    213,         0.1975,       -30.4128,         0.0953,         0.0933,         0.0939,        18.7025,        17.7871,        16.8854
    214,         0.2243,        47.7913,         0.0953,         0.0932,         0.0938,        20.1154,        18.7275,        17.4054
    215,         0.2310,        38.5016,         0.0952,         0.0932,         0.0938,        18.6258,        18.0471,        17.3975
    216,         0.3062,        30.4658,         0.0953,         0.0932,         0.0938,        19.1508,        18.2371,        17.3275
    217,         0.2965,        35.6431,         0.0953,         0.0934,         0.0939,        18.9688,        18.2275,        17.4208
    218,         0.2527,        47.9269,         0.0953,         0.0937,         0.0941,        18.0346,        17.6838,        17.1804
    219,         0.3045,        42.9424,         0.0953,         0.0937,         0.0941,        17.8588,        17.4817,        16.9525
    220,         0.2711,        40.0904,         0.0953,         0.0937,         0.0941,        17.5633,        17.2450,        16.7579
    221,         0.2897,        37.9608,         0.0953,         0.0936,         0.0941,        17.2425,        17.0633,        16.6737
    222,         0.2754,        30.2544,         0.0953,         0.0934,         0.0940,        16.1217,        16.3029,        16.2117
    223,         0.2841,        23.4052,         0.0953,         0.0934,         0.0940,        16.6396,        16.4075,        16.0183
    224,         0.2487,        27.7878,         0.0953,         0.0937,         0.0941,        17.3333,        16.7804,        16.1458
    225,         0.2870,        23.1442,         0.0953,         0.0937,         0.0941,        17.6721,        16.9775,        16.2696
    226,         0.2896,        17.5860,         0.0953,         0.0936,         0.0940,        17.5521,        16.9779,        16.3633
    227,         0.2698,        12.4649,         0.0953,         0.0936,         0.0940,        17.9646,        17.2142,        16.4717
    228,         0.2816,        10.0376,         0.0953,         0.0937,         0.0941,        18.4675,        17.5758,        16.7063
    229,         0.2864,         7.9979,         0.0952,         0.0934,         0.0940,        17.4000,        17.0950,        16.6675
    230,         0.2770,         3.3124,         0.0953,         0.0934,         0.0939,        17.6046,        17.1038,        16.5496
    231,         0.2904,        -0.3368,         0.0953,         0.0933,         0.0939,        18.1608,        17.4400,        16.6750
    232,         0.2594,       -21.3533,         0.0953,         0.0933,         0.0939,        16.2229,        16.4958,        16.4813
    233,         0.1952,       -33.8392,         0.0953,         0.0933,         0.0939,        15.4842,        15.9175,        16.0346
    234,         0.1859,       -41.6926,         0.0953,         0.0933,         0.0939,        16.2817,        16.0975,        15.7813
    235,         0.1617,       -46.8299,         0.0953,         0.0935,         0.0940,        17.5138,        16.7163,        15.9396
    236,         0.1558,       -51.3044,         0.0953,         0.0934,         0.0939,        17.4250,        16.8167,        16.1658
    237,         0.1428,       -55.4611,         0.0946,         0.0933,         0.0939,        16.3487,        16.2808,        16.0692
    238,         0.1438,       -59.1342,         0.0925,         0.0933,         0.0939,        16.9767,        16.5188,        16.0042
    239,         0.1322,       -63.0524,         0.0906,         0.0933,         0.0939,        15.6142,        15.8958,        15.9213
    240,         0.1344,       -65.6437,         0.0891,         0.0934,         0.0939,        15.2971,        15.6025,        15.6446
    241,         0.1252,       -68.1130,         0.0873,         0.0934,         0.0939,        15.7637,        15.7046,        15.5417
    242,         0.1293,       -70.3889,         0.0862,         0.0934,         0.0939,        16.5742,        16.0237,        15.4704
    243,         0.1200,       -70.8851,         0.0859,         0.0935,         0.0940,        16.9592,        16.2296,        15.5329
    244,         0.1304,       -71.6492,         0.0850,         0.0935,         0.0940,        17.7621,        16.6771,        15.7475
    245,         0.1158,       -73.1345,         0.0838,         0.0936,         0.0940,        17.5312,        16.8196,        16.1062
    246,         0.1118,       -75.1535,         0.0825,         0.0936,         0.0940,        15.7571,        15.9546,        15.9554
    247,         0.1251,       -77.0547,         0.0810,         0.0935,         0.0940,        15.3788,        15.6538,        15.6688
    248,         0.1304,       -79.4426,         0.0794,         0.0935,         0.0940,        13.0892,        14.3663,        15.1400
    249,         0.1353,       -81.6249,         0.0777,         0.0934,         0.0940,        12.7883,        13.8921,        14.5533
    250,         0.1292,       -83.7232,         0.0765,         0.0931,         0.0940,        13.2775,        13.8979,        14.2154
    251,         0.1190,       -85.7091,         0.0757,         0.0922,         0.0940,        14.0375,        14.1804,        14.1592
    252,         0.1135,       -88.0232,         0.0748,         0.0912,         0.0939,        14.3692,        14.3675,        14.2492
    253,         0.1075,       -90.2697,         0.0741,         0.0903,         0.0939,        14.5554,        14.4833,        14.3271
    254,         0.1100,       -92.0115,         0.0735,         0.0894,         0.0940,        14.6696,        14.5746,        14.4083
    255,         0.1002,       -93.7659,         0.0727,         0.0885,         0.0939,        14.9200,        14.7221,        14.4742
    256,         0.1009,       -95.7237,         0.0722,         0.0875,         0.0939,        12.8400,        13.7975,        14.3500
    257,         0.0816,       -97.4744,         0.0715,         0.0866,         0.0939,        10.6363,        12.5650,        13.8171
    258,         0.1004,       -99.1654,         0.0708,         0.0857,         0.0940,         8.3892,        11.1058,        12.9625
    259,         0.1111,      -101.6582,         0.0701,         0.0848,         0.0939,         8.0883,        10.5037,        12.1742
    260,         0.0537,      -104.5574,         0.0696,         0.0841,         0.0940,         8.8075,        10.4775,        11.6425
    261,         0.0452,      -100.6056,         0.0761,         0.0836,         0.0942,        10.7417,        11.2521,        11.5758
    262,         0.0809,       -96.7403,         0.0755,         0.0829,         0.0941,        10.0213,        10.9558,        11.5875
    263,         0.0630,       -95.0297,         0.0770,         0.0869,         0.0942,        10.6658,        11.1625,        11.5283
    264,         0.0501,       -86.0882,         0.0769,         0.0921,         0.0942,        10.8596,        11.1996,        11.4288
    265,         0.0957,       -85.0776,         0.0764,         0.0920,         0.0943,        10.0096,        10.8250,        11.4192
    266,         0.0813,       -86.1808,         0.0760,         0.0914,         0.0943,         8.9908,        10.3067,        11.2525
    267,         0.0811,       -87.2180,         0.0756,         0.0910,         0.0943,         8.5237,         9.9200,        10.9279
