 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     28,         0.0058,         0.4562,         0.4620,       102.8798,       456.8441,       195.6580,     84257.2812,       159.3346,       272.1161,    156520.9844,       136.0000,       282.8784,         0.0000,         0.4620,         0.0000
     29,         0.0114,         0.4499,         0.4613,       102.5280,       456.8510,       195.5932,     84257.0938,       159.1158,       272.4204,    156520.8125,       136.0000,       282.9093,         0.0000,         0.4613,         0.0000
     30,         0.0077,         0.4499,         0.4576,       102.1774,       456.8584,       195.5284,     84256.9062,       158.8973,       272.7249,    156520.6250,       136.0000,       282.9406,         0.0000,         0.4576,         0.0000
     31,         0.0028,         0.4531,         0.4559,       101.8281,       456.8660,       195.4635,     84256.7188,       158.6793,       273.0287,    156520.4375,       136.0000,       282.9721,         0.0000,         0.4559,         0.0000
     32,         0.0061,         0.4488,         0.4549,       101.4799,       456.8731,       195.3987,     84256.5312,       158.4619,       273.3319,    156520.2656,       136.0000,       283.0035,         0.0000,         0.4549,         0.0000
     33,         0.0112,         0.4412,         0.4524,       101.1330,       456.8803,       195.3341,     84256.3438,       158.2448,       273.6349,    156520.0938,       136.0000,       283.0351,         0.0000,         0.4524,         0.0000
     34,         0.0367,         0.4203,         0.4569,       100.7872,       456.8882,       195.2697,     84256.1562,       158.0285,       273.9324,    156519.9062,       136.0000,       283.0666,         0.0000,         0.4569,         0.0000
     35,         0.0615,         0.3983,         0.4598,       100.4426,       456.8963,       195.2052,     84255.9688,       157.8126,       274.2266,    156519.7188,       136.0000,       283.0977,         0.0000,         0.4597,         0.0000
     36,         0.0935,         0.3671,         0.4605,       100.0992,       456.9046,       195.1408,     84255.7812,       157.5971,       274.5181,    156519.5469,       136.0000,       283.1289,         0.0000,         0.4605,         0.0000
     37,         0.0458,         0.4133,         0.4591,        99.7569,       456.9131,       195.0765,     84255.5938,       157.3822,       274.8087,    156519.3750,       136.0000,       283.1603,         0.0000,         0.4591,         0.0000
     38,         0.0048,         0.4483,         0.4532,        99.4158,       456.9214,       195.0124,     84255.4062,       157.1678,       275.1010,    156519.1875,       136.0000,       283.1913,         0.0000,         0.4532,         0.0000
     39,         0.0163,         0.4346,         0.4509,        99.0759,       456.9298,       194.9483,     84255.2188,       156.9540,       275.3938,    156519.0000,       136.0000,       283.2223,         0.0000,         0.4509,         0.0000
     40,         0.0088,         0.4408,         0.4496,        98.7372,       456.9384,       194.8843,     84255.0312,       156.7408,       275.6855,    156518.8281,       136.0000,       283.2535,         0.0000,         0.4496,         0.0000
     41,         0.0136,         0.4316,         0.4452,        98.3996,       456.9466,       194.8206,     84254.8438,       156.5282,       275.9781,    156518.6562,       136.0000,       283.2847,         0.0000,         0.4452,         0.0000
     42,         0.0327,         0.4148,         0.4475,        98.0632,       456.9551,       194.7568,     84254.6562,       156.3161,       276.2671,    156518.4688,       136.0000,       283.3158,         0.0000,         0.4475,         0.0000
     43,         0.0772,         0.3731,         0.4503,        97.7279,       456.9641,       194.6931,     84254.4688,       156.1045,       276.5524,    156518.2812,       136.0000,       283.3469,         0.0000,         0.4502,         0.0000
     44,         0.3005,         0.1581,         0.4585,        97.3938,       456.9732,       194.6289,     84254.2812,       155.8915,       276.8315,    156518.1250,       136.0000,       283.3778,         0.0000,         0.4574,         0.0012
     45,         0.1283,         0.3283,         0.4566,        97.0608,       456.9829,       194.5638,     84254.0938,       155.6747,       277.1065,    156517.9375,       136.0000,       283.4093,         0.0000,         0.4565,         0.0001
     46,         0.2738,         0.1847,         0.4585,        96.7289,       456.9929,       194.4986,     84253.9062,       155.4583,       277.3792,    156517.7500,       136.0000,       283.4407,         0.0000,         0.4577,         0.0008
     47,         0.7418,        -0.2725,         0.4693,        96.3991,       457.0030,       194.4343,     84253.7188,       155.2422,       277.6501,    156517.5781,       136.0000,       283.4720,         0.0018,         0.4578,         0.0115
     48,         0.1993,         0.2650,         0.4643,        96.0695,       457.0134,       194.3691,     84253.5312,       155.0264,       277.9188,    156517.4062,       136.0000,       283.5035,         0.0000,         0.4588,         0.0055
     49,         0.0276,         0.4279,         0.4556,        95.7410,       457.0239,       194.3039,     84253.3438,       154.8109,       278.1888,    156517.2188,       136.0000,       283.5350,         0.0000,         0.4556,         0.0000
     50,         0.0103,         0.4474,         0.4577,        95.4137,       457.0345,       194.2387,     84253.1562,       154.5956,       278.4600,    156517.0469,       136.0000,       283.5668,         0.0000,         0.4577,         0.0000
     51,         0.0345,         0.4260,         0.4605,        95.0875,       457.0454,       194.1735,     84252.9688,       154.3807,       278.7273,    156516.8750,       136.0000,       283.5983,         0.0000,         0.4605,         0.0000
     52,         0.0689,         0.3931,         0.4621,        94.7624,       457.0563,       194.1083,     84252.7812,       154.1661,       278.9928,    156516.6875,       136.0000,       283.6298,         0.0000,         0.4621,         0.0000
     53,         0.0650,         0.3971,         0.4622,        94.4384,       457.0673,       194.0432,     84252.5938,       153.9518,       279.2578,    156516.5312,       136.0000,       283.6615,         0.0000,         0.4621,         0.0000
     54,         0.0209,         0.4436,         0.4644,        94.1154,       457.0784,       193.9780,     84252.4062,       153.7378,       279.5192,    156516.3438,       136.0000,       283.6930,         0.0000,         0.4644,         0.0000
     55,         0.0178,         0.4465,         0.4643,        93.7937,       457.0898,       193.9128,     84252.2188,       153.5241,       279.7804,    156516.1562,       136.0000,       283.7246,         0.0000,         0.4643,         0.0000
     56,         0.0045,         0.4558,         0.4602,        93.4730,       457.1011,       193.8476,     84252.0312,       153.3106,       280.0434,    156516.0000,       136.0000,       283.7566,         0.0000,         0.4602,         0.0000
     57,         0.0074,         0.4485,         0.4560,        93.1534,       457.1123,       193.7824,     84251.8438,       153.0975,       280.3083,    156515.8125,       136.0000,       283.7888,         0.0000,         0.4560,         0.0000
     58,         0.0464,         0.4147,         0.4611,        92.8349,       457.1238,       193.7172,     84251.6562,       152.8846,       280.5680,    156515.6406,       136.0000,       283.8206,         0.0000,         0.4611,         0.0000
     59,         0.1077,         0.3554,         0.4631,        92.5175,       457.1355,       193.6520,     84251.4688,       152.6721,       280.8250,    156515.4688,       136.0000,       283.8516,         0.0000,         0.4630,         0.0001
     60,         0.0519,         0.4116,         0.4635,        92.2012,       457.1476,       193.5870,     84251.2812,       152.4598,       281.0797,    156515.2812,       136.0000,       283.8828,         0.0000,         0.4635,         0.0000
     61,         0.0085,         0.4502,         0.4587,        91.8859,       457.1593,       193.5221,     84251.0938,       152.2479,       281.3361,    156515.1094,       136.0000,       283.9140,         0.0000,         0.4587,         0.0000
     62,         0.0433,         0.4192,         0.4625,        91.5718,       457.1715,       193.4573,     84250.9062,       152.0362,       281.5876,    156514.9375,       136.0000,       283.9451,         0.0000,         0.4625,         0.0000
     63,         0.0592,         0.4052,         0.4644,        91.2587,       457.1840,       193.3925,     84250.7188,       151.8249,       281.8365,    156514.7656,       136.0000,       283.9759,         0.0000,         0.4644,         0.0000
     64,         0.0649,         0.3993,         0.4643,        90.9467,       457.1965,       193.3277,     84250.5312,       151.6138,       282.0847,    156514.5938,       136.0000,       284.0069,         0.0000,         0.4643,         0.0000
     65,         0.0510,         0.4134,         0.4644,        90.6357,       457.2092,       193.2629,     84250.3438,       151.4033,       282.3307,    156514.4062,       136.0000,       284.0378,         0.0000,         0.4644,         0.0000
     66,         0.0726,         0.3923,         0.4650,        90.3258,       457.2220,       193.1981,     84250.1562,       151.1935,       282.5749,    156514.2344,       136.0000,       284.0688,         0.0000,         0.4650,         0.0000
     67,         0.1384,         0.3246,         0.4630,        90.0170,       457.2348,       193.1337,     84249.9688,       150.9843,       282.8194,    156514.0625,       136.0000,       284.1001,         0.0000,         0.4629,         0.0001
     68,         0.2007,         0.2644,         0.4651,        89.7092,       457.2480,       193.0693,     84249.7812,       150.7760,       283.0593,    156513.8906,       136.0000,       284.1310,         0.0000,         0.4649,         0.0002
     69,         0.2425,         0.2223,         0.4648,        89.4025,       457.2613,       193.0052,     84249.5938,       150.5684,       283.2971,    156513.7188,       136.0000,       284.1618,         0.0000,         0.4644,         0.0004
     70,         0.2629,         0.2016,         0.4644,        89.0968,       457.2746,       192.9412,     84249.4062,       150.3617,       283.5336,    156513.5312,       136.0000,       284.1921,         0.0000,         0.4639,         0.0006
     71,         0.0450,         0.4193,         0.4642,        88.7922,       457.2884,       192.8771,     84249.2188,       150.1551,       283.7680,    156513.3750,       136.0000,       284.2224,         0.0000,         0.4642,         0.0000
     72,         0.0982,         0.3646,         0.4627,        88.4886,       457.3021,       192.8130,     84249.0312,       149.9485,       284.0021,    156513.1875,       136.0000,       284.2529,         0.0000,         0.4627,         0.0000
     73,         0.4306,         0.0363,         0.4669,        88.1861,       457.3156,       192.7491,     84248.8438,       149.7428,       284.2337,    156513.0156,       136.0000,       284.2833,         0.0000,         0.4645,         0.0024
     74,         0.4798,        -0.0126,         0.4672,        87.8846,       457.3296,       192.6854,     84248.6562,       149.5379,       284.4629,    156512.8438,       136.0000,       284.3137,         0.0000,         0.4642,         0.0030
     75,         0.4145,         0.0500,         0.4645,        87.5841,       457.3437,       192.6218,     84248.4688,       149.3338,       284.6919,    156512.6719,       136.0000,       284.3441,         0.0000,         0.4614,         0.0031
     76,         0.5095,        -0.0389,         0.4706,        87.2846,       457.3579,       192.5580,     84248.2812,       149.1289,       284.9173,    156512.5000,       136.0000,       284.3745,         0.0000,         0.4660,         0.0046
     77,         0.1503,         0.3162,         0.4664,        86.9862,       457.3725,       192.4939,     84248.0938,       148.9234,       285.1424,    156512.3281,       136.0000,       284.4046,         0.0000,         0.4655,         0.0009
     78,         0.2817,         0.1817,         0.4634,        86.6888,       457.3866,       192.4300,     84247.9062,       148.7188,       285.3677,    156512.1562,       136.0000,       284.4350,         0.0000,         0.4628,         0.0006
     79,         0.0966,         0.3705,         0.4671,        86.3924,       457.4014,       192.3660,     84247.7188,       148.5141,       285.5887,    156511.9688,       136.0000,       284.4651,         0.0000,         0.4671,         0.0000
     80,         0.2666,         0.2037,         0.4704,        86.0970,       457.4163,       192.3016,     84247.5312,       148.3083,       285.8075,    156511.8125,       136.0000,       284.4959,         0.0000,         0.4699,         0.0004
     81,         0.1073,         0.3601,         0.4674,        85.8026,       457.4312,       192.2373,     84247.3438,       148.1030,       286.0263,    156511.6250,       136.0000,       284.5266,         0.0000,         0.4674,         0.0000
     82,         0.1061,         0.3591,         0.4652,        85.5093,       457.4463,       192.1733,     84247.1562,       147.8987,       286.2443,    156511.4688,       136.0000,       284.5568,         0.0000,         0.4652,         0.0000
     83,         0.1618,         0.3001,         0.4618,        85.2169,       457.4611,       192.1095,     84246.9688,       147.6957,       286.4632,    156511.2812,       136.0000,       284.5873,         0.0000,         0.4618,         0.0001
     84,         0.1804,         0.2801,         0.4605,        84.9256,       457.4758,       192.0461,     84246.7812,       147.4938,       286.6805,    156511.1250,       136.0000,       284.6176,         0.0000,         0.4605,         0.0001
     85,         0.1530,         0.3057,         0.4588,        84.6352,       457.4907,       191.9830,     84246.5938,       147.2931,       286.8965,    156510.9375,       136.0000,       284.6475,         0.0000,         0.4587,         0.0001
     86,         0.1876,         0.2686,         0.4562,        84.3458,       457.5056,       191.9202,     84246.4062,       147.0935,       287.1122,    156510.7812,       136.0000,       284.6775,         0.0000,         0.4561,         0.0002
     87,         0.2871,         0.1680,         0.4551,        84.0574,       457.5207,       191.8577,     84246.2188,       146.8951,       287.3267,    156510.5938,       136.0000,       284.7075,         0.0000,         0.4545,         0.0005
     88,         0.3863,         0.0689,         0.4552,        83.7701,       457.5359,       191.7955,     84246.0312,       146.6978,       287.5392,    156510.4375,       136.0000,       284.7371,         0.0000,         0.4538,         0.0014
     89,         0.4323,         0.0224,         0.4547,        83.4836,       457.5513,       191.7337,     84245.8438,       146.5020,       287.7502,    156510.2500,       136.0000,       284.7667,         0.0000,         0.4525,         0.0021
     90,         0.2882,         0.1642,         0.4524,        83.1982,       457.5667,       191.6722,     84245.6562,       146.3074,       287.9593,    156510.0938,       136.0000,       284.7957,         0.0000,         0.4514,         0.0010
     91,         0.1507,         0.3046,         0.4553,        82.9137,       457.5823,       191.6102,     84245.4688,       146.1115,       288.1655,    156509.9062,       136.0000,       284.8248,         0.0000,         0.4553,         0.0001
     92,         0.6420,        -0.1724,         0.4696,        82.6302,       457.5983,       191.5472,     84245.2812,       145.9124,       288.3678,    156509.7500,       136.0000,       284.8545,         0.0000,         0.4643,         0.0053
     93,         0.0510,         0.4178,         0.4688,        82.3477,       457.6146,       191.4835,     84245.0938,       145.7116,       288.5689,    156509.5625,       136.0000,       284.8846,         0.0000,         0.4670,         0.0018
     94,         0.3014,         0.1707,         0.4721,        82.0662,       457.6308,       191.4194,     84244.9062,       145.5092,       288.7668,    156509.4062,       136.0000,       284.9152,         0.0000,         0.4716,         0.0005
     95,         0.3902,         0.0799,         0.4701,        81.7856,       457.6474,       191.3553,     84244.7188,       145.3070,       288.9655,    156509.2188,       136.0000,       284.9460,         0.0000,         0.4685,         0.0016
     96,         0.6118,        -0.1363,         0.4755,        81.5060,       457.6642,       191.2912,     84244.5312,       145.1051,       289.1618,    156509.0625,       136.0000,       284.9763,         0.0000,         0.4701,         0.0054
     97,         0.6106,        -0.1335,         0.4771,        81.2273,       457.6808,       191.2271,     84244.3438,       144.9035,       289.3569,    156508.8750,       136.0000,       285.0064,         0.0000,         0.4698,         0.0073
     98,         1.2708,        -0.7694,         0.5013,        80.9543,       457.6978,       191.1678,     84244.1562,       144.7024,       289.5489,    156508.7188,       136.0000,       285.0363,         0.0095,         0.4728,         0.0285
     99,         1.0806,        -0.5586,         0.5220,        80.6824,       457.7148,       191.1085,     84243.9688,       144.5014,       289.7388,    156508.5469,       136.0000,       285.0661,         0.0097,         0.4678,         0.0543
    100,         0.1548,         0.3429,         0.4977,        80.4065,       457.7320,       191.0444,     84243.7812,       144.3007,       289.9273,    156508.3750,       136.0000,       285.0961,         0.0000,         0.4616,         0.0361
    101,         1.0949,        -0.5916,         0.5033,        80.1359,       457.7495,       190.9847,     84243.5938,       144.1002,       290.1128,    156508.2031,       136.0000,       285.1258,         0.0087,         0.4640,         0.0392
    102,         1.6047,        -1.0271,         0.5776,        79.8844,       457.7677,       190.9431,     84243.4062,       143.9001,       290.2944,    156508.0312,       136.0000,       285.1552,         0.0451,         0.4668,         0.1108
    103,         0.4691,         0.0594,         0.5285,        79.6113,       457.7876,       190.8790,     84243.2188,       143.7003,       290.4651,    156507.8750,       136.0000,       285.1839,         0.0000,         0.4797,         0.0488
    104,         0.3601,         0.1482,         0.5083,        79.3391,       457.8071,       190.8150,     84243.0312,       143.5009,       290.6335,    156507.6875,       136.0000,       285.2125,         0.0000,         0.4809,         0.0274
    105,         0.2478,         0.2452,         0.4931,        79.0679,       457.8256,       190.7510,     84242.8438,       143.3019,       290.8054,    156507.5312,       136.0000,       285.2415,         0.0000,         0.4757,         0.0174
    106,         0.1302,         0.3437,         0.4739,        78.7975,       457.8434,       190.6869,     84242.6562,       143.1030,       290.9805,    156507.3594,       136.0000,       285.2708,         0.0000,         0.4699,         0.0040
    107,         0.2389,         0.2301,         0.4690,        78.5281,       457.8615,       190.6228,     84242.4688,       142.9044,       291.1546,    156507.1875,       136.0000,       285.3003,         0.0000,         0.4688,         0.0002
    108,         0.1698,         0.2995,         0.4693,        78.2596,       457.8797,       190.5587,     84242.2812,       142.7059,       291.3270,    156507.0312,       136.0000,       285.3295,         0.0000,         0.4693,         0.0001
    109,         0.4024,         0.0778,         0.4803,        77.9920,       457.8993,       190.4948,     84242.0938,       142.5077,       291.4911,    156506.8438,       136.0000,       285.3583,         0.0000,         0.4783,         0.0020
    110,         0.3657,         0.1362,         0.5018,        77.7254,       457.9215,       190.4311,     84241.9062,       142.3098,       291.6373,    156506.6875,       136.0000,       285.3857,         0.0000,         0.5004,         0.0014
    111,         0.5178,         0.0010,         0.5188,        77.4596,       457.9448,       190.3674,     84241.6797,       142.1123,       291.7725,    156506.5312,       136.0000,       285.4124,         0.0000,         0.5146,         0.0042
    112,         0.3354,         0.2092,         0.5446,        77.1948,       457.9703,       190.3037,     84241.4219,       141.9149,       291.8859,    156506.3594,       136.0000,       285.4373,         0.0000,         0.5428,         0.0018
    113,         0.4241,         0.1317,         0.5558,        76.9309,       457.9964,       190.2399,     84241.1328,       141.7178,       291.9912,    156506.2031,       136.0000,       285.4617,         0.0000,         0.5536,         0.0022
    114,         1.1996,        -0.5858,         0.6138,        76.6728,       458.0254,       190.1812,     84240.7969,       141.5209,       292.0715,    156506.0312,       136.0000,       285.4842,         0.0099,         0.5864,         0.0274
    115,         1.6573,        -0.8971,         0.7602,        76.4337,       458.0599,       190.1405,     84240.4219,       141.3245,       292.1034,    156505.8906,       136.0000,       285.5028,         0.0461,         0.6552,         0.1050
    116,         0.6923,         0.0881,         0.7804,        76.1726,       458.0959,       190.0771,     84240.0469,       141.1284,       292.1066,    156505.7344,       136.0000,       285.5192,         0.0006,         0.7024,         0.0780
    117,         0.0946,         0.5904,         0.6850,        75.9122,       458.1240,       190.0134,     84239.6719,       140.9324,       292.1482,    156505.5781,       136.0000,       285.5389,         0.0000,         0.6533,         0.0318
    118,         0.9143,        -0.2348,         0.6795,        75.6566,       458.1544,       189.9536,     84239.2969,       140.7368,       292.1912,    156505.4219,       136.0000,       285.5588,         0.0079,         0.6411,         0.0384
    119,         1.6623,        -0.8324,         0.8299,        75.4251,       458.1913,       189.9171,     84238.8672,       140.5415,       292.1851,    156505.2188,       136.0000,       285.5747,         0.0544,         0.7082,         0.1217
    120,         0.3116,         0.5207,         0.8323,        75.1672,       458.2303,       189.8534,     84238.4688,       140.3466,       292.1427,    156505.0312,       136.0000,       285.5878,         0.0000,         0.7639,         0.0684
    121,         0.1136,         0.6068,         0.7204,        74.9102,       458.2608,       189.7897,     84238.0938,       140.1518,       292.1495,    156504.8750,       136.0000,       285.6049,         0.0000,         0.6991,         0.0213
    122,         0.4887,         0.1780,         0.6667,        74.6541,       458.2892,       189.7259,     84237.7188,       139.9573,       292.1829,    156504.7188,       136.0000,       285.6243,         0.0000,         0.6552,         0.0115
    123,         1.1767,        -0.4257,         0.7510,        74.4065,       458.3227,       189.6699,     84237.2969,       139.7630,       292.1829,    156504.5312,       136.0000,       285.6411,         0.0152,         0.6970,         0.0540
    124,         1.3197,        -0.3973,         0.9223,        74.1801,       458.3615,       189.6344,     84236.8516,       139.5692,       292.1377,    156504.3125,       136.0000,       285.6542,         0.0561,         0.7603,         0.1621
    125,         0.4871,         0.4563,         0.9434,        73.9265,       458.4019,       189.5708,     84236.2891,       139.3754,       292.0608,    156503.9688,       136.0000,       285.6649,         0.0000,         0.8085,         0.1349
    126,         1.6456,        -0.6098,         1.0357,        73.7365,       458.4402,       189.5701,     84235.8359,       139.1821,       291.9991,    156503.7500,       136.0000,       285.6768,         0.1256,         0.7844,         0.2513
    127,         1.5151,        -0.2651,         1.2500,        73.5699,       458.4902,       189.5923,     84235.2656,       138.9889,       291.8494,    156503.4062,       136.0000,       285.6817,         0.1711,         0.9045,         0.3455
    128,         1.4520,        -0.0947,         1.3573,        73.4236,       458.5431,       189.6343,     84234.6484,       138.7961,       291.6594,    156503.0312,       136.0000,       285.6834,         0.2109,         0.9631,         0.3943
    129,         0.7979,         0.5937,         1.3916,        74.7126,       458.5989,       189.5894,     84233.8984,       138.6035,       291.4326,    156502.5312,       129.0000,       285.6818,         1.5612,         1.0206,         0.3709
    130,         1.4796,         0.0750,         1.5546,        76.1279,       458.6562,       189.6755,     84233.1484,       138.4111,       291.1895,    156502.0312,       129.0000,       285.6785,         1.8232,         1.0502,         0.5044
    131,         2.4584,        -0.6931,         1.7653,        77.6389,       458.7241,       189.8622,     84232.3984,       138.2190,       290.8748,    156501.5938,       129.0000,       285.6689,         2.0245,         1.1634,         0.6019
    132,         0.8797,         0.7961,         1.6758,        78.9025,       458.7938,       189.8065,     84231.6484,       138.0272,       290.5157,    156501.2344,       129.0000,       285.6552,         1.5395,         1.2568,         0.4189
    133,         0.4249,         1.1553,         1.5802,        80.1538,       458.8506,       189.7428,     84230.8984,       137.8357,       290.2190,    156500.7188,       129.0000,       285.6463,         1.5236,         1.1918,         0.3884
    134,         1.0725,         0.5620,         1.6346,        81.4789,       458.9015,       189.7573,     84230.1484,       137.6445,       289.9676,    156500.2188,       129.0000,       285.6407,         1.6798,         1.1374,         0.4972
    135,         1.5809,         0.0877,         1.6686,        82.8700,       458.9533,       189.8426,     84229.3984,       137.4537,       289.7233,    156499.7031,       129.0000,       285.6353,         1.8211,         1.1346,         0.5340
    136,         2.2034,        -0.3972,         1.8062,        84.3617,       459.0075,       190.0334,     84228.6484,       137.2636,       289.4623,    156499.2500,       129.0000,       285.6279,         2.0321,         1.1657,         0.6405
    137,         2.2965,        -0.3527,         1.9438,        85.8875,       459.0658,       190.2645,     84227.8984,       137.0766,       289.1712,    156498.8125,       129.0000,       285.6169,         2.1107,         1.2132,         0.7306
    138,         2.3661,        -0.3487,         2.0174,        87.4669,       459.1226,       190.5555,     84227.1484,       136.8936,       288.8851,    156498.4062,       129.0000,       285.6053,         2.2285,         1.2100,         0.8074
    139,         2.8704,        -0.5347,         2.3357,        89.1330,       459.1940,       190.9398,     84226.3984,       136.7142,       288.5029,    156498.0312,       129.0000,       285.5846,         2.4129,         1.3434,         0.9923
    140,         2.6244,        -0.1014,         2.5230,        90.9180,       459.2658,       191.4496,     84225.6484,       136.5377,       288.0992,    156497.7188,       129.0000,       285.5612,         2.6622,         1.3843,         1.1388
    141,         1.4135,         0.9154,         2.3289,        92.4349,       459.3385,       191.4848,     84224.8203,       136.5671,       287.6574,    156497.3438,       129.0000,       285.5352,         2.1380,         1.4616,         0.8673
    142,         2.1697,         0.2813,         2.4510,        93.9991,       459.4124,       191.4928,     84223.9609,       136.6656,       287.1886,    156496.9375,       129.0000,       285.5077,         2.2429,         1.5206,         0.9304
    143,         1.5707,         0.8388,         2.4095,        95.4471,       459.4884,       191.4784,     84223.0234,       136.6748,       286.6869,    156496.4531,       129.0000,       285.4772,         2.0209,         1.5758,         0.8337
    144,         1.0581,         1.0346,         2.0927,        96.6642,       459.5499,       191.4188,     84222.1094,       136.5030,       286.2650,    156495.9688,       129.0000,       285.4528,         1.5683,         1.4831,         0.6097
    145,         2.0352,         0.1881,         2.2233,        98.0960,       459.6049,       191.4030,     84221.2891,       136.5068,       285.8990,    156495.5781,       129.0000,       285.4323,         2.0065,         1.4137,         0.8096
