days	CH4	CH4_sd
935	0.2193	0.03
992	0.0528	0.03
1033	0.0399	0.03
1713	0.1002	0.03
1745	0.1009	0.03
1785	0.0263	0.03
1908	0.0034	0.03
1959	0.018	0.03
1994	0.0379	0.03
2025	0.0854	0.03
2078	0.3936	0.03
2119	0.2142	0.03
2300	0.0158	0.03
2315	0.0792	0.03
2364	0.164	0.03
2390	0.3293	0.03
2432	0.2014	0.03
2455	0.1784	0.03
2489	0.2546	0.03
2687	0.0328	0.03
2716	0.0516	0.03
2770	0.1971	0.03
2818	0.4518	0.03
