 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     65,         0.0679,         0.4044,         0.4723,       131.0916,       463.7187,        66.9725,     84255.7109,       165.5136,       295.6555,    156521.0000,       136.0000,       272.1060,         0.0000,         0.4723,         0.0000
     66,         0.0946,         0.3782,         0.4727,       130.7466,       463.7335,        66.9136,     84255.5234,       165.2849,       295.9402,    156520.8281,       136.0000,       272.1329,         0.0000,         0.4727,         0.0000
     67,         0.1816,         0.2879,         0.4694,       130.4027,       463.7482,        66.8549,     84255.3359,       165.0570,       296.2255,    156520.6562,       136.0000,       272.1601,         0.0000,         0.4692,         0.0002
     68,         0.2655,         0.2081,         0.4735,       130.0596,       463.7637,        66.7964,     84255.1484,       164.8300,       296.5058,    156520.4844,       136.0000,       272.1870,         0.0000,         0.4727,         0.0008
     69,         0.3180,         0.1553,         0.4733,       129.7174,       463.7793,        66.7380,     84254.9609,       164.6039,       296.7844,    156520.3125,       136.0000,       272.2140,         0.0000,         0.4722,         0.0011
     70,         0.3501,         0.1228,         0.4729,       129.3761,       463.7947,        66.6800,     84254.7734,       164.3789,       297.0618,    156520.1406,       136.0000,       272.2404,         0.0000,         0.4711,         0.0017
     71,         0.0588,         0.4132,         0.4720,       129.0357,       463.8106,        66.6219,     84254.5859,       164.1539,       297.3371,    156519.9688,       136.0000,       272.2668,         0.0000,         0.4720,         0.0000
     72,         0.1294,         0.3406,         0.4701,       128.6962,       463.8260,        66.5638,     84254.3984,       163.9292,       297.6125,    156519.7969,       136.0000,       272.2930,         0.0000,         0.4700,         0.0001
     73,         0.5663,        -0.0896,         0.4767,       128.3576,       463.8416,        66.5060,     84254.2109,       163.7054,       297.8853,    156519.6250,       136.0000,       272.3193,         0.0000,         0.4718,         0.0050
     74,         0.6343,        -0.1543,         0.4799,       128.0199,       463.8580,        66.4484,     84254.0234,       163.4827,       298.1558,    156519.4531,       136.0000,       272.3456,         0.0000,         0.4719,         0.0080
     75,         0.5600,        -0.0831,         0.4769,       127.6831,       463.8741,        66.3910,     84253.8359,       163.2608,       298.4259,    156519.2812,       136.0000,       272.3717,         0.0000,         0.4686,         0.0083
     76,         0.6797,        -0.1966,         0.4832,       127.3471,       463.8907,        66.3334,     84253.6484,       163.0382,       298.6927,    156519.1094,       136.0000,       272.3977,         0.0000,         0.4732,         0.0099
     77,         0.1977,         0.2776,         0.4753,       127.0120,       463.9076,        66.2756,     84253.4609,       162.8151,       298.9594,    156518.9375,       136.0000,       272.4240,         0.0000,         0.4725,         0.0028
     78,         0.3785,         0.0938,         0.4724,       126.6779,       463.9240,        66.2180,     84253.2734,       162.5929,       299.2264,    156518.7656,       136.0000,       272.4503,         0.0000,         0.4699,         0.0025
     79,         0.1317,         0.3424,         0.4740,       126.3446,       463.9413,        66.1604,     84253.0859,       162.3708,       299.4892,    156518.5938,       136.0000,       272.4767,         0.0000,         0.4738,         0.0003
     80,         0.3593,         0.1199,         0.4792,       126.0121,       463.9589,        66.1026,     84252.8984,       162.1476,       299.7499,    156518.4375,       136.0000,       272.5028,         0.0000,         0.4772,         0.0020
     81,         0.1451,         0.3293,         0.4744,       125.6806,       463.9765,        66.0448,     84252.7109,       161.9249,       300.0108,    156518.2500,       136.0000,       272.5292,         0.0000,         0.4743,         0.0001
     82,         0.1410,         0.3312,         0.4722,       125.3499,       463.9938,        65.9873,     84252.5234,       161.7035,       300.2709,    156518.0938,       136.0000,       272.5554,         0.0000,         0.4721,         0.0001
     83,         0.2126,         0.2563,         0.4689,       125.0201,       464.0108,        65.9301,     84252.3359,       161.4835,       300.5321,    156517.9062,       136.0000,       272.5813,         0.0000,         0.4686,         0.0003
     84,         0.2359,         0.2311,         0.4670,       124.6912,       464.0278,        65.8733,     84252.1484,       161.2649,       300.7919,    156517.7500,       136.0000,       272.6073,         0.0000,         0.4667,         0.0003
     85,         0.2013,         0.2627,         0.4639,       124.3631,       464.0448,        65.8168,     84251.9609,       161.0477,       301.0504,    156517.5781,       136.0000,       272.6331,         0.0000,         0.4638,         0.0002
     86,         0.2467,         0.2147,         0.4613,       124.0359,       464.0618,        65.7607,     84251.7734,       160.8317,       301.3084,    156517.4062,       136.0000,       272.6585,         0.0000,         0.4608,         0.0005
     87,         0.3804,         0.0803,         0.4606,       123.7096,       464.0788,        65.7048,     84251.5859,       160.6172,       301.5648,    156517.2344,       136.0000,       272.6839,         0.0000,         0.4590,         0.0016
     88,         0.5155,        -0.0526,         0.4629,       123.3841,       464.0958,        65.6493,     84251.3984,       160.4041,       301.8194,    156517.0625,       136.0000,       272.7089,         0.0000,         0.4590,         0.0039
     89,         0.5774,        -0.1139,         0.4634,       123.0595,       464.1130,        65.5942,     84251.2109,       160.1926,       302.0724,    156516.8906,       136.0000,       272.7337,         0.0000,         0.4581,         0.0054
     90,         0.3895,         0.0692,         0.4587,       122.7357,       464.1304,        65.5395,     84251.0234,       159.9825,       302.3237,    156516.7188,       136.0000,       272.7583,         0.0000,         0.4554,         0.0033
     91,         0.2065,         0.2531,         0.4596,       122.4128,       464.1480,        65.4843,     84250.8359,       159.7711,       302.5723,    156516.5625,       136.0000,       272.7829,         0.0000,         0.4592,         0.0004
     92,         0.8560,        -0.3768,         0.4792,       122.0907,       464.1662,        65.4283,     84250.6484,       159.5562,       302.8173,    156516.3750,       136.0000,       272.8079,         0.0000,         0.4685,         0.0107
     93,         0.0704,         0.4076,         0.4780,       121.7695,       464.1849,        65.3717,     84250.4609,       159.3394,       303.0611,    156516.2188,       136.0000,       272.8333,         0.0000,         0.4715,         0.0065
     94,         0.4048,         0.0780,         0.4828,       121.4491,       464.2043,        65.3141,     84250.2734,       159.1190,       303.3015,    156516.0469,       136.0000,       272.8593,         0.0000,         0.4806,         0.0022
     95,         0.5280,        -0.0446,         0.4834,       121.1296,       464.2239,        65.2564,     84250.0859,       158.8979,       303.5426,    156515.8750,       136.0000,       272.8853,         0.0000,         0.4795,         0.0040
     96,         0.8251,        -0.3335,         0.4916,       120.8109,       464.2437,        65.1988,     84249.8984,       158.6775,       303.7814,    156515.7188,       136.0000,       272.9113,         0.0000,         0.4803,         0.0113
     97,         0.8391,        -0.3363,         0.5027,       120.4930,       464.2635,        65.1414,     84249.7109,       158.4583,       304.0197,    156515.5469,       136.0000,       272.9370,         0.0000,         0.4785,         0.0243
     98,         1.7224,        -1.1602,         0.5622,       120.1873,       464.2835,        65.0867,     84249.5234,       158.2496,       304.2547,    156515.3750,       136.0000,       272.9624,         0.0227,         0.4805,         0.0817
     99,         1.4697,        -0.8571,         0.6125,       119.8812,       464.3039,        65.0313,     84249.3359,       158.0382,       304.4872,    156515.2188,       136.0000,       272.9881,         0.0203,         0.4788,         0.1338
    100,         0.2144,         0.3539,         0.5683,       119.5658,       464.3244,        64.9738,     84249.1484,       157.8187,       304.7184,    156515.0469,       136.0000,       273.0137,         0.0000,         0.4703,         0.0980
    101,         1.4880,        -0.8964,         0.5916,       119.2621,       464.3449,        64.9185,     84248.9609,       157.6082,       304.9463,    156514.8750,       136.0000,       273.0392,         0.0217,         0.4728,         0.1188
    102,         2.1839,        -1.5129,         0.6710,       118.9972,       464.3662,        64.8709,     84248.7734,       157.4285,       305.1705,    156514.7188,       136.0000,       273.0646,         0.0978,         0.4756,         0.1954
    103,         0.6351,        -0.0223,         0.6129,       118.6841,       464.3893,        64.8136,     84248.5859,       157.2100,       305.3829,    156514.5469,       136.0000,       273.0890,         0.0000,         0.4889,         0.1240
    104,         0.4885,         0.0819,         0.5704,       118.3718,       464.4121,        64.7563,     84248.3984,       156.9919,       305.5937,    156514.3750,       136.0000,       273.1128,         0.0000,         0.4901,         0.0803
    105,         0.3430,         0.2068,         0.5498,       118.0604,       464.4335,        64.6992,     84248.2109,       156.7741,       305.8076,    156514.2188,       136.0000,       273.1369,         0.0000,         0.4848,         0.0650
    106,         0.1783,         0.3373,         0.5156,       117.7497,       464.4547,        64.6421,     84248.0234,       156.5566,       306.0251,    156514.0469,       136.0000,       273.1616,         0.0000,         0.4789,         0.0366
    107,         0.3235,         0.1754,         0.4989,       117.4399,       464.4759,        64.5849,     84247.8359,       156.3393,       306.2421,    156513.8750,       136.0000,       273.1862,         0.0000,         0.4778,         0.0211
    108,         0.2354,         0.2553,         0.4907,       117.1310,       464.4974,        64.5278,     84247.6484,       156.1222,       306.4570,    156513.7188,       136.0000,       273.2108,         0.0000,         0.4783,         0.0124
    109,         0.5510,        -0.0356,         0.5154,       116.8228,       464.5205,        64.4708,     84247.4609,       155.9055,       306.6634,    156513.5625,       136.0000,       273.2348,         0.0000,         0.4876,         0.0278
    110,         0.5025,         0.0538,         0.5563,       116.5154,       464.5459,        64.4138,     84247.2734,       155.6891,       306.8511,    156513.3906,       136.0000,       273.2576,         0.0000,         0.5102,         0.0461
    111,         0.7162,        -0.1085,         0.6077,       116.2089,       464.5727,        64.3569,     84247.0469,       155.4728,       307.0270,    156513.2188,       136.0000,       273.2795,         0.0000,         0.5246,         0.0830
    112,         0.4669,         0.1931,         0.6600,       115.9031,       464.6021,        64.2999,     84246.7891,       155.2569,       307.1806,    156513.0625,       136.0000,       273.2999,         0.0000,         0.5534,         0.1066
    113,         0.5838,         0.0989,         0.6828,       115.5982,       464.6318,        64.2431,     84246.5000,       155.0412,       307.3257,    156512.9062,       136.0000,       273.3197,         0.0000,         0.5645,         0.1182
    114,         1.6597,        -0.8503,         0.8095,       115.3356,       464.6651,        64.1947,     84246.1641,       154.8592,       307.4444,    156512.7500,       136.0000,       273.3377,         0.0833,         0.5979,         0.2115
    115,         2.2915,        -1.2641,         1.0274,       115.1483,       464.7045,        64.1611,     84245.7891,       154.7372,       307.5125,    156512.6094,       136.0000,       273.3520,         0.2324,         0.6674,         0.3600
    116,         0.9677,         0.0826,         1.0504,       114.8469,       464.7455,        64.1048,     84245.4141,       154.5237,       307.5504,    156512.4688,       136.0000,       273.3642,         0.0031,         0.7146,         0.3358
    117,         0.1327,         0.7869,         0.9196,       114.5447,       464.7782,        64.0482,     84245.0391,       154.3092,       307.6294,    156512.3125,       136.0000,       273.3794,         0.0000,         0.6646,         0.2551
    118,         1.2650,        -0.2807,         0.9843,       114.2816,       464.8131,        63.9993,     84244.6641,       154.1257,       307.7097,    156512.1562,       136.0000,       273.3949,         0.0765,         0.6529,         0.3314
    119,         2.3069,        -1.0975,         1.2093,       114.1732,       464.8553,        63.9812,     84244.2344,       154.0659,       307.7390,    156511.9531,       136.0000,       273.4065,         0.3849,         0.7210,         0.4883
    120,         0.4305,         0.7376,         1.1680,       113.8728,       464.9004,        63.9247,     84243.8359,       153.8521,       307.7305,    156511.7812,       136.0000,       273.4154,         0.0000,         0.7773,         0.3907
    121,         0.1599,         0.8293,         0.9892,       113.5732,       464.9359,        63.8682,     84243.4609,       153.6386,       307.7738,    156511.6406,       136.0000,       273.4283,         0.0000,         0.7114,         0.2778
    122,         0.6720,         0.2923,         0.9643,       113.2744,       464.9689,        63.8118,     84243.0859,       153.4253,       307.8449,    156511.4844,       136.0000,       273.4428,         0.0000,         0.6672,         0.2971
    123,         1.6271,        -0.5105,         1.1166,       113.0516,       465.0076,        63.7705,     84242.6641,       153.2726,       307.8812,    156511.2812,       136.0000,       273.4546,         0.1505,         0.7098,         0.4067
    124,         1.8482,        -0.5373,         1.3108,       112.9138,       465.0521,        63.7462,     84242.2188,       153.1879,       307.8699,    156511.0781,       136.0000,       273.4629,         0.3197,         0.7739,         0.5369
    125,         0.6759,         0.5995,         1.2754,       112.6168,       465.0987,        63.6899,     84241.6562,       152.9754,       307.8260,    156510.7500,       136.0000,       273.4689,         0.0000,         0.8229,         0.4525
    126,         2.2983,        -0.8414,         1.4569,       112.5541,       465.1432,        63.6804,     84241.2031,       152.9502,       307.7987,    156510.5312,       136.0000,       273.4762,         0.4677,         0.7987,         0.6582
    127,         2.1249,        -0.4311,         1.6937,       112.5213,       465.2003,        63.6769,     84240.6328,       152.9488,       307.6792,    156510.2031,       136.0000,       273.4765,         0.5271,         0.9210,         0.7727
    128,         2.0327,        -0.2413,         1.7914,       112.5142,       465.2610,        63.6785,     84240.0156,       152.9678,       307.5180,    156509.8281,       136.0000,       273.4739,         0.5782,         0.9808,         0.8106
    129,         1.1251,         0.5025,         1.6276,       113.7276,       465.3251,        63.6321,     84239.2656,       152.7946,       307.3175,    156509.3438,       129.0000,       273.4681,         1.5604,         1.0396,         0.5880
    130,         2.0491,        -0.0586,         1.9905,       115.2551,       465.3911,        63.6492,     84238.5156,       152.8758,       307.0984,    156508.8438,       129.0000,       273.4606,         2.1954,         1.0726,         0.9179
    131,         3.3916,        -1.0913,         2.3003,       116.9390,       465.4684,        63.6984,     84237.7656,       153.0852,       306.8036,    156508.4062,       129.0000,       273.4472,         2.5166,         1.2007,         1.0996
    132,         1.2070,         0.7052,         1.9122,       118.1088,       465.5484,        63.6455,     84237.0312,       152.8864,       306.4604,    156508.0938,       129.0000,       273.4298,         1.4963,         1.2917,         0.6205
    133,         0.5866,         1.2562,         1.8428,       119.2585,       465.6146,        63.5893,     84236.2969,       152.6743,       306.1822,    156507.6250,       129.0000,       273.4170,         1.4622,         1.2222,         0.6206
    134,         1.4715,         0.4778,         1.9493,       120.5679,       465.6740,        63.5657,     84235.5469,       152.5928,       305.9492,    156507.1250,       129.0000,       273.4073,         1.7880,         1.1654,         0.7839
    135,         2.1522,        -0.0631,         2.0891,       122.0113,       465.7345,        63.5698,     84234.8281,       152.6217,       305.7224,    156506.6875,       129.0000,       273.3978,         2.0633,         1.1623,         0.9267
    136,         2.9748,        -0.6950,         2.2799,       123.6144,       465.7974,        63.6069,     84234.0938,       152.7827,       305.4801,    156506.2656,       129.0000,       273.3867,         2.3905,         1.1887,         1.0911
    137,         3.0901,        -0.6786,         2.4115,       125.2551,       465.8646,        63.6534,     84233.3438,       152.9813,       305.2083,    156505.8438,       129.0000,       273.3724,         2.4744,         1.2310,         1.1805
    138,         3.1642,        -0.6997,         2.4645,       126.9435,       465.9299,        63.7116,     84232.6094,       153.2257,       304.9419,    156505.4531,       129.0000,       273.3575,         2.5783,         1.2263,         1.2382
    139,         3.8116,        -1.0588,         2.7528,       128.7207,       466.0115,        63.7894,     84231.8672,       153.5485,       304.5764,    156505.0938,       129.0000,       273.3340,         2.7653,         1.3585,         1.3943
    140,         3.4643,        -0.4779,         2.9864,       130.6611,       466.0929,        63.9016,     84231.1406,       154.0085,       304.1884,    156504.8438,       129.0000,       273.3081,         3.1011,         1.3978,         1.5886
    141,         1.8529,         0.9035,         2.7564,       132.3122,       466.1762,        63.9555,     84230.3359,       154.2353,       303.7608,    156504.5000,       129.0000,       273.2798,         2.5329,         1.4756,         1.2808
    142,         2.8369,         0.0064,         2.8433,       133.9669,       466.2619,        64.0081,     84229.4766,       154.4575,       303.2975,    156504.0938,       129.0000,       273.2497,         2.5482,         1.5491,         1.2942
    143,         2.0482,         0.7420,         2.7902,       135.4935,       466.3508,        64.0353,     84228.5391,       154.5782,       302.7930,    156503.6250,       129.0000,       273.2166,         2.3005,         1.6186,         1.1716
    144,         1.3868,         0.9495,         2.3363,       136.6347,       466.4238,        63.9862,     84227.6250,       154.3934,       302.3714,    156503.1562,       129.0000,       273.1894,         1.5369,         1.5224,         0.8139
    145,         2.6427,        -0.0374,         2.6054,       138.1200,       466.4898,        64.0067,     84226.8047,       154.4873,       302.0085,    156502.7812,       129.0000,       273.1661,         2.2318,         1.4454,         1.1599
