 day,CH4emit_d,watertable,swc1,swc2,swc3,stsurf,st1,st2
     44,         0.0138,       -51.1719,         0.0953,         0.0946,         0.0947,        -0.2458,         0.1837,         0.5983
     45,         0.0178,        -3.6485,         0.0953,         0.0946,         0.0947,        -0.1188,         0.2213,         0.5846
     46,         0.0211,         1.6597,         0.0953,         0.0946,         0.0947,        -0.0958,         0.2433,         0.6042
     47,         0.0212,         2.9489,         0.0953,         0.0944,         0.0946,        -0.0904,         0.2437,         0.5987
     48,         0.0213,         0.6181,         0.0953,         0.0945,         0.0947,        -0.0454,         0.2658,         0.6054
     49,         0.0164,       -13.5907,         0.0953,         0.0945,         0.0946,        -0.1413,         0.1575,         0.4892
     50,         0.0109,       -22.9885,         0.0953,         0.0945,         0.0947,        -0.2375,         0.0721,         0.4079
     51,         0.0112,       -28.3071,         0.0953,         0.0945,         0.0947,        -0.1654,         0.1404,         0.4775
     52,         0.0101,       -33.2775,         0.0953,         0.0944,         0.0946,        -0.1858,         0.1450,         0.4954
     53,         0.0104,       -36.9114,         0.0953,         0.0944,         0.0946,        -0.2313,         0.1092,         0.4625
     54,         0.0096,       -39.2467,         0.0953,         0.0945,         0.0947,        -0.1863,         0.1613,         0.5158
     55,         0.0253,       -41.0045,         0.0953,         0.0945,         0.0947,        -0.2008,         0.1271,         0.4721
     56,         0.0066,       -42.7988,         0.0953,         0.0945,         0.0947,        -0.3367,         0.0025,         0.3508
     57,         0.0061,       -44.1432,         0.0953,         0.0945,         0.0947,        -0.4925,        -0.1087,         0.2667
     58,         0.0180,       -45.3286,         0.0953,         0.0945,         0.0947,        -0.3979,         0.0142,         0.4012
     59,         0.0270,       -46.6145,         0.0953,         0.0945,         0.0947,        -0.3642,         0.0346,         0.4154
     60,         0.0077,       -47.9662,         0.0953,         0.0945,         0.0946,        -0.2996,         0.0700,         0.4337
     61,         0.0067,       -49.0256,         0.0953,         0.0945,         0.0947,        -0.4329,        -0.0483,         0.3213
     62,         0.0132,       -49.8014,         0.0953,         0.0945,         0.0947,        -0.3262,         0.0621,         0.4338
     63,         0.0184,       -50.4216,         0.0952,         0.0945,         0.0946,        -0.2604,         0.0971,         0.4508
     64,         0.0250,       -51.2428,         0.0948,         0.0944,         0.0946,        -0.2850,         0.0612,         0.4083
     65,         0.0074,       -52.0770,         0.0945,         0.0945,         0.0946,        -0.2537,         0.0858,         0.4296
     66,         0.0199,       -52.6119,         0.0942,         0.0944,         0.0946,        -0.2308,         0.0983,         0.4342
     67,         0.0167,       -53.5181,         0.0938,         0.0944,         0.0946,        -0.3025,         0.0421,         0.3862
     68,         0.0129,       -54.4307,         0.0934,         0.0944,         0.0946,        -0.1842,         0.1492,         0.4862
     69,         0.0234,       -55.3049,         0.0929,         0.0944,         0.0946,        -0.1388,         0.1629,         0.4792
     70,         0.0084,       -56.4195,         0.0923,         0.0942,         0.0945,        -0.1300,         0.1667,         0.4800
     71,         0.0119,       -56.3218,         0.0931,         0.0943,         0.0945,        -0.0925,         0.1758,         0.4717
     72,         0.0184,       -56.1519,         0.0927,         0.0943,         0.0946,        -0.1433,         0.1308,         0.4296
     73,         0.0132,       -56.9083,         0.0922,         0.0943,         0.0945,        -0.1212,         0.1700,         0.4767
     74,         0.0182,       -57.8762,         0.0917,         0.0943,         0.0945,        -0.0567,         0.2075,         0.4992
     75,         0.0067,       -58.8007,         0.0911,         0.0942,         0.0945,        -0.0912,         0.1746,         0.4642
     76,         0.0113,       -57.2230,         0.0931,         0.0942,         0.0945,        -0.0333,         0.2212,         0.5054
     77,         0.0175,       -56.4032,         0.0926,         0.0943,         0.0945,        -0.0704,         0.1717,         0.4458
     78,         0.0137,       -57.3334,         0.0921,         0.0942,         0.0945,        -0.1275,         0.1308,         0.4150
     79,         0.0069,       -56.8774,         0.0933,         0.0943,         0.0945,        -0.0354,         0.2075,         0.4783
     80,         0.0122,       -54.7310,         0.0936,         0.0943,         0.0946,        -0.0246,         0.2137,         0.4825
     81,         0.0071,       -55.2018,         0.0931,         0.0943,         0.0945,        -0.0638,         0.1679,         0.4292
     82,         0.0270,       -56.8002,         0.0923,         0.0941,         0.0945,        -0.0792,         0.1533,         0.4154
     83,         0.0189,       -58.5312,         0.0916,         0.0941,         0.0944,        -0.1437,         0.0946,         0.3613
     84,         0.0157,       -59.9814,         0.0908,         0.0941,         0.0944,        -0.1450,         0.1025,         0.3742
     85,         0.0139,       -61.5679,         0.0900,         0.0941,         0.0944,        -0.1300,         0.1108,         0.3817
     86,         0.0130,       -62.8111,         0.0893,         0.0941,         0.0944,        -0.1804,         0.0833,         0.3633
     87,         0.0171,       -64.0999,         0.0885,         0.0940,         0.0944,        -0.1958,         0.0863,         0.3775
     88,         0.0118,       -65.6446,         0.0876,         0.0940,         0.0943,        -0.1433,         0.1187,         0.3967
     89,         0.0126,       -67.2930,         0.0867,         0.0939,         0.0943,        -0.1000,         0.1379,         0.4033
     90,         0.0073,       -68.5587,         0.0860,         0.0940,         0.0944,        -0.0733,         0.1604,         0.4179
     91,         0.0060,       -66.0837,         0.0904,         0.0942,         0.0944,        -0.0371,         0.1888,         0.4396
     92,         0.0101,       -61.7049,         0.0898,         0.0941,         0.0944,        -0.0079,         0.2146,         0.4663
     93,         0.0067,       -58.4501,         0.0936,         0.0943,         0.0945,        -0.0317,         0.1875,         0.4317
     94,         0.0073,       -52.2697,         0.0953,         0.0942,         0.0945,        -0.0083,         0.2067,         0.4550
     95,         0.0074,       -51.4280,         0.0953,         0.0942,         0.0945,        -0.0800,         0.1429,         0.3937
     96,         0.0156,       -52.4558,         0.0947,         0.0942,         0.0945,        -0.0583,         0.1688,         0.4213
     97,         0.0156,       -53.8804,         0.0940,         0.0941,         0.0944,        -0.0729,         0.1567,         0.4100
     98,         0.0159,       -55.6772,         0.0931,         0.0940,         0.0944,         0.0083,         0.2200,         0.4617
     99,         0.0103,       -30.9025,         0.0953,         0.0941,         0.0944,         0.0475,         0.2337,         0.4546
    100,         0.0207,        15.6390,         0.0953,         0.0942,         0.0945,         0.0358,         0.2317,         0.4612
    101,         0.0214,        31.3138,         0.0953,         0.0940,         0.0944,         0.1283,         0.2850,         0.4925
    102,         0.0215,        25.0712,         0.0953,         0.0939,         0.0943,         0.3229,         0.3529,         0.4829
    103,         0.0220,        21.5770,         0.0953,         0.0938,         0.0942,         0.9713,         0.6471,         0.5487
    104,         0.0222,        15.9617,         0.0952,         0.0936,         0.0941,         0.8329,         0.6637,         0.6367
    105,         0.0220,        10.3648,         0.0952,         0.0934,         0.0940,         0.4579,         0.5383,         0.6746
    106,         0.0218,        10.1923,         0.0953,         0.0937,         0.0942,         0.1687,         0.3987,         0.6387
    107,         0.0216,        15.0892,         0.0953,         0.0938,         0.0942,         0.1967,         0.3762,         0.5833
    108,         0.0217,        12.2577,         0.0953,         0.0939,         0.0943,         0.2458,         0.3887,         0.5583
    109,         0.0219,         8.8583,         0.0953,         0.0938,         0.0942,         0.7038,         0.5896,         0.5983
    110,         0.0229,         5.3882,         0.0953,         0.0939,         0.0943,         1.5375,         1.0600,         0.7896
    111,         0.0235,         2.7074,         0.0953,         0.0939,         0.0943,         1.8200,         1.3225,         1.0354
    112,         0.0248,         1.7816,         0.0953,         0.0940,         0.0943,         2.6108,         1.8642,         1.3808
    113,         0.0253,         9.3427,         0.0953,         0.0941,         0.0944,         2.6408,         2.0271,         1.6433
    114,         0.0384,         8.9801,         0.0953,         0.0939,         0.0943,         3.5021,         2.5754,         1.9683
    115,         0.0345,        11.5653,         0.0953,         0.0937,         0.0942,         4.9688,         3.6092,         2.6596
    116,         0.0397,        12.8874,         0.0953,         0.0936,         0.0941,         5.3292,         4.2217,         3.4142
    117,         0.0375,        10.7783,         0.0953,         0.0938,         0.0942,         3.3525,         3.3888,         3.4104
    118,         0.0550,        14.0243,         0.0953,         0.0936,         0.0941,         3.9567,         3.2896,         2.8729
    119,         0.0554,         8.8281,         0.0952,         0.0933,         0.0939,         5.4621,         4.2692,         3.3867
    120,         0.0487,        16.3990,         0.0953,         0.0936,         0.0941,         6.0646,         4.9946,         4.1325
    121,         0.0427,        23.8397,         0.0953,         0.0938,         0.0942,         4.0954,         4.0271,         3.9425
    122,         0.0407,        18.8212,         0.0953,         0.0936,         0.0941,         3.4796,         3.4213,         3.3612
    123,         0.0702,        13.3010,         0.0953,         0.0935,         0.0940,         4.7004,         4.0500,         3.5412
    124,         0.0558,         8.2203,         0.0953,         0.0934,         0.0939,         5.9658,         4.9183,         4.1050
    125,         0.0478,        12.4727,         0.0953,         0.0937,         0.0941,         6.3842,         5.5008,         4.7587
    126,         0.0671,        13.0981,         0.0953,         0.0935,         0.0940,         6.0004,         5.1354,         4.5308
    127,         0.0584,         8.1300,         0.0953,         0.0935,         0.0940,         8.2667,         6.6204,         5.3412
    128,         0.0710,         4.3483,         0.0953,         0.0936,         0.0941,         8.8642,         7.2083,         5.9433
    129,         0.0671,         3.2013,         0.0953,         0.0937,         0.0941,         9.3279,         7.7667,         6.5117
    130,         0.1064,        -0.8168,         0.0953,         0.0937,         0.0941,         9.7188,         8.0333,         6.7342
    131,         0.1164,       -20.0423,         0.0953,         0.0936,         0.0941,        11.2417,         8.9442,         7.1825
    132,         0.0747,       -32.1568,         0.0952,         0.0935,         0.0940,        11.4025,         9.5596,         7.9804
    133,         0.0338,       -38.9170,         0.0953,         0.0937,         0.0941,         9.6829,         8.9029,         8.1175
    134,         0.0569,       -43.4784,         0.0952,         0.0933,         0.0939,         8.9337,         8.4113,         7.8637
    135,         0.0726,       -52.4998,         0.0952,         0.0930,         0.0937,         9.0513,         8.3617,         7.6525
    136,         0.0702,       -59.2719,         0.0926,         0.0929,         0.0937,         9.5025,         8.6304,         7.7729
    137,         0.0686,       -65.2066,         0.0893,         0.0928,         0.0936,        10.2842,         9.1692,         8.1096
    138,         0.0371,       -70.8910,         0.0859,         0.0928,         0.0935,        10.3675,         9.3112,         8.3417
    139,         0.0523,       -75.2289,         0.0832,         0.0929,         0.0936,        12.7213,        10.5925,         8.8054
    140,         0.0440,       -78.1818,         0.0813,         0.0931,         0.0937,        12.9429,        10.9979,         9.3567
    141,         0.0303,       -70.6588,         0.0916,         0.0935,         0.0940,        12.9383,        11.2783,         9.8088
    142,         0.0328,       -56.8462,         0.0953,         0.0936,         0.0940,        12.8800,        11.2642,         9.8842
    143,         0.0346,       -48.5737,         0.0953,         0.0938,         0.0941,        13.1704,        11.6242,        10.2146
    144,         0.0416,       -50.0094,         0.0953,         0.0938,         0.0942,        11.5712,        10.9421,        10.2225
    145,         0.0916,       -54.3690,         0.0941,         0.0933,         0.0939,        10.8650,        10.4238,         9.8692
    146,         0.0588,       -60.8955,         0.0914,         0.0931,         0.0938,        10.7688,        10.3487,         9.7729
    147,         0.0429,       -64.3957,         0.0923,         0.0932,         0.0938,        10.2013,        10.0613,         9.6954
    148,         0.0474,       -49.5756,         0.0953,         0.0935,         0.0940,        11.2125,        10.4075,         9.5875
    149,         0.0608,       -47.1461,         0.0953,         0.0935,         0.0940,        11.8083,        10.7358,         9.7304
    150,         0.0405,       -47.2652,         0.0953,         0.0938,         0.0941,        12.3154,        11.1713,        10.0804
    151,         0.0547,       -35.0695,         0.0953,         0.0938,         0.0941,        13.4179,        11.7429,        10.2837
    152,         0.0632,       -34.9543,         0.0953,         0.0936,         0.0940,        12.1308,        11.3367,        10.5188
    153,         0.0783,       -43.3275,         0.0952,         0.0933,         0.0939,        11.4904,        10.9563,        10.3687
    154,         0.0804,       -48.5239,         0.0953,         0.0936,         0.0941,        13.8029,        12.0213,        10.5079
    155,         0.0681,       -51.4179,         0.0953,         0.0934,         0.0940,        13.5612,        12.1667,        10.8825
    156,         0.0813,       -56.2350,         0.0939,         0.0933,         0.0939,        13.3954,        12.1746,        11.0721
    157,         0.0658,       -60.5370,         0.0917,         0.0932,         0.0938,        16.1083,        13.5675,        11.5017
    158,         0.0540,       -61.9833,         0.0910,         0.0932,         0.0938,        16.7783,        14.2913,        12.2175
    159,         0.0395,       -64.9249,         0.0895,         0.0934,         0.0939,        14.7767,        13.7050,        12.6117
    160,         0.0654,       -67.7473,         0.0873,         0.0933,         0.0939,        13.6325,        12.9771,        12.2812
    161,         0.0804,       -71.3121,         0.0853,         0.0933,         0.0939,        13.6158,        12.8575,        12.0350
    162,         0.0657,       -74.4742,         0.0831,         0.0932,         0.0938,        13.4758,        12.7504,        11.9421
    163,         0.0753,       -77.6084,         0.0810,         0.0933,         0.0938,        13.1608,        12.5387,        11.8375
    164,         0.0626,       -80.3025,         0.0791,         0.0932,         0.0938,        13.3329,        12.6046,        11.8208
    165,         0.1045,       -83.5073,         0.0766,         0.0927,         0.0937,        14.8296,        13.2646,        11.9121
    166,         0.0297,       -75.4659,         0.0890,         0.0932,         0.0939,        14.0817,        13.1692,        12.2179
    167,         0.0429,       -67.1690,         0.0880,         0.0936,         0.0941,        14.1562,        13.1229,        12.1629
    168,         0.0853,       -67.5501,         0.0895,         0.0936,         0.0941,        14.4242,        13.2312,        12.1542
    169,         0.0351,       -58.5671,         0.0953,         0.0939,         0.0942,        14.6900,        13.5096,        12.3921
    170,         0.0603,       -52.2332,         0.0953,         0.0940,         0.0943,        14.6387,        13.5079,        12.4650
    171,         0.0690,       -53.5769,         0.0946,         0.0940,         0.0943,        14.4437,        13.4517,        12.4867
    172,         0.0681,       -44.2327,         0.0953,         0.0939,         0.0943,        13.7642,        13.1546,        12.4717
    173,         0.1025,         8.6229,         0.0953,         0.0941,         0.0944,        13.8917,        13.2037,        12.4646
    174,         0.1139,        17.8946,         0.0953,         0.0941,         0.0944,        13.2771,        12.8488,        12.3117
    175,         0.1326,        14.0916,         0.0953,         0.0938,         0.0942,        13.4733,        12.7979,        12.1117
    176,         0.1711,         9.2334,         0.0953,         0.0936,         0.0941,        15.2588,        13.7454,        12.4025
    177,         0.1508,         6.6218,         0.0953,         0.0938,         0.0942,        15.1304,        13.9208,        12.8054
    178,         0.1373,        43.7657,         0.0953,         0.0939,         0.0943,        15.0596,        14.1133,        13.1704
    179,         0.1296,        51.8977,         0.0953,         0.0936,         0.0941,        14.6129,        13.7921,        13.0062
    180,         0.1875,        41.4426,         0.0952,         0.0931,         0.0938,        14.9613,        13.9887,        13.0746
    181,         0.1872,        32.7867,         0.0953,         0.0934,         0.0940,        16.5688,        14.9658,        13.5746
    182,         0.2234,        27.1981,         0.0953,         0.0935,         0.0940,        18.4288,        16.1446,        14.2575
    183,         0.2239,        23.4857,         0.0953,         0.0932,         0.0939,        18.5442,        16.6450,        14.9917
    184,         0.2335,        16.2802,         0.0952,         0.0931,         0.0938,        17.7429,        16.3575,        15.1171
    185,         0.2348,        10.5523,         0.0952,         0.0931,         0.0938,        19.0204,        17.0208,        15.2921
    186,         0.2488,         6.7644,         0.0952,         0.0931,         0.0937,        19.5371,        17.5408,        15.7500
    187,         0.2412,        -1.6266,         0.0952,         0.0930,         0.0937,        18.1771,        17.0096,        15.8658
    188,         0.2314,       -20.6305,         0.0952,         0.0930,         0.0937,        19.1825,        17.4467,        15.8779
    189,         0.1758,       -19.3176,         0.0952,         0.0931,         0.0937,        18.6117,        17.2913,        16.0083
    190,         0.1650,       -28.0628,         0.0953,         0.0933,         0.0938,        19.1429,        17.5721,        16.1083
    191,         0.1603,       -36.5203,         0.0953,         0.0932,         0.0938,        19.3050,        17.6996,        16.2142
    192,         0.1271,       -44.8622,         0.0952,         0.0931,         0.0938,        18.7321,        17.5512,        16.3383
    193,         0.1032,       -50.9566,         0.0952,         0.0932,         0.0938,        17.3817,        16.9138,        16.2300
    194,         0.1109,       -56.1817,         0.0943,         0.0931,         0.0937,        15.9329,        15.9983,        15.7537
    195,         0.0962,       -60.5305,         0.0924,         0.0933,         0.0938,        16.1146,        15.8954,        15.4233
    196,         0.1248,       -59.6894,         0.0931,         0.0935,         0.0939,        17.8454,        16.5212,        15.3067
    197,         0.1227,       -60.1094,         0.0921,         0.0937,         0.0941,        19.2563,        17.3296,        15.6421
    198,         0.0890,       -60.4916,         0.0921,         0.0939,         0.0942,        19.9083,        17.8775,        16.1079
    199,         0.1247,       -61.7442,         0.0903,         0.0936,         0.0940,        20.9542,        18.5400,        16.5363
    200,         0.1282,        -9.7122,         0.0953,         0.0938,         0.0942,        19.0471,        18.0213,        16.9521
    201,         0.2304,        41.5167,         0.0953,         0.0936,         0.0941,        20.0162,        18.4821,        17.1179
    202,         0.2455,        32.8367,         0.0953,         0.0933,         0.0939,        20.1983,        18.8004,        17.5071
    203,         0.2993,        24.9357,         0.0952,         0.0932,         0.0938,        20.2046,        18.8504,        17.5679
    204,         0.2741,        27.1654,         0.0952,         0.0934,         0.0939,        18.7321,        18.2217,        17.5125
    205,         0.3196,        23.7245,         0.0953,         0.0933,         0.0939,        18.4454,        17.7783,        17.0212
    206,         0.3200,        17.0807,         0.0952,         0.0932,         0.0938,        19.0725,        18.0546,        16.9871
    207,         0.2902,        10.9590,         0.0952,         0.0932,         0.0938,        18.1942,        17.6408,        16.9400
    208,         0.2898,        11.0866,         0.0953,         0.0935,         0.0940,        18.7679,        17.8571,        16.8883
    209,         0.3197,         7.2557,         0.0953,         0.0934,         0.0939,        18.6117,        17.7675,        16.8608
    210,         0.3096,         2.6037,         0.0953,         0.0933,         0.0939,        18.5167,        17.7175,        16.8496
    211,         0.3055,       -14.2279,         0.0953,         0.0933,         0.0939,        18.6296,        17.7437,        16.8358
    212,         0.2080,       -31.6466,         0.0953,         0.0932,         0.0938,        18.5254,        17.7646,        16.9096
    213,         0.1644,       -33.4948,         0.0953,         0.0933,         0.0939,        18.7025,        17.7871,        16.8854
    214,         0.2257,        46.8113,         0.0953,         0.0932,         0.0938,        20.1154,        18.7275,        17.4054
    215,         0.2389,        37.5536,         0.0953,         0.0932,         0.0938,        18.6258,        18.0471,        17.3975
    216,         0.3132,        29.5627,         0.0953,         0.0932,         0.0938,        19.1508,        18.2371,        17.3275
    217,         0.2977,        34.7657,         0.0953,         0.0934,         0.0939,        18.9688,        18.2275,        17.4208
    218,         0.2633,        47.1113,         0.0953,         0.0937,         0.0941,        18.0346,        17.6838,        17.1804
    219,         0.3065,        42.1764,         0.0953,         0.0937,         0.0941,        17.8588,        17.4817,        16.9525
    220,         0.2894,        39.3533,         0.0953,         0.0937,         0.0941,        17.5633,        17.2450,        16.7579
    221,         0.2870,        37.2482,         0.0953,         0.0936,         0.0941,        17.2425,        17.0633,        16.6737
    222,         0.2814,        29.5357,         0.0953,         0.0934,         0.0940,        16.1217,        16.3029,        16.2117
    223,         0.2888,        22.6702,         0.0953,         0.0934,         0.0940,        16.6396,        16.4075,        16.0183
    224,         0.2456,        27.0817,         0.0953,         0.0937,         0.0941,        17.3333,        16.7804,        16.1458
    225,         0.2785,        22.4760,         0.0953,         0.0937,         0.0941,        17.6721,        16.9775,        16.2696
    226,         0.3014,        16.9320,         0.0953,         0.0936,         0.0941,        17.5521,        16.9779,        16.3633
    227,         0.2941,        11.8052,         0.0953,         0.0936,         0.0940,        17.9646,        17.2142,        16.4717
    228,         0.2856,         9.3866,         0.0953,         0.0937,         0.0941,        18.4675,        17.5758,        16.7063
    229,         0.2926,         7.3393,         0.0952,         0.0934,         0.0940,        17.4000,        17.0950,        16.6675
    230,         0.2953,         2.5989,         0.0953,         0.0934,         0.0939,        17.6046,        17.1038,        16.5496
    231,         0.3004,        -4.0259,         0.0953,         0.0933,         0.0939,        18.1608,        17.4400,        16.6750
    232,         0.2152,       -25.0877,         0.0953,         0.0933,         0.0939,        16.2229,        16.4958,        16.4813
    233,         0.1750,       -36.1872,         0.0953,         0.0933,         0.0939,        15.4842,        15.9175,        16.0346
    234,         0.1800,       -43.6301,         0.0953,         0.0933,         0.0939,        16.2817,        16.0975,        15.7813
    235,         0.1476,       -48.5444,         0.0953,         0.0935,         0.0940,        17.5138,        16.7163,        15.9396
    236,         0.1302,       -52.9831,         0.0953,         0.0934,         0.0939,        17.4250,        16.8167,        16.1658
    237,         0.1446,       -57.1106,         0.0937,         0.0933,         0.0939,        16.3487,        16.2808,        16.0692
    238,         0.1252,       -60.8799,         0.0915,         0.0933,         0.0938,        16.9767,        16.5188,        16.0042
    239,         0.1060,       -64.9204,         0.0894,         0.0933,         0.0939,        15.6142,        15.8958,        15.9213
    240,         0.1350,       -67.5727,         0.0879,         0.0934,         0.0939,        15.2971,        15.6025,        15.6446
    241,         0.1316,       -70.1053,         0.0859,         0.0934,         0.0939,        15.7637,        15.7046,        15.5417
    242,         0.1067,       -72.4618,         0.0848,         0.0934,         0.0939,        16.5742,        16.0237,        15.4704
    243,         0.1166,       -73.0860,         0.0844,         0.0935,         0.0940,        16.9592,        16.2296,        15.5329
    244,         0.1259,       -73.9449,         0.0835,         0.0935,         0.0940,        17.7621,        16.6771,        15.7475
    245,         0.1248,       -75.4683,         0.0821,         0.0936,         0.0940,        17.5312,        16.8196,        16.1062
    246,         0.1235,       -77.5259,         0.0807,         0.0936,         0.0940,        15.7571,        15.9546,        15.9554
    247,         0.1316,       -79.5078,         0.0791,         0.0935,         0.0940,        15.3788,        15.6538,        15.6688
    248,         0.1234,       -81.9134,         0.0775,         0.0935,         0.0940,        13.0892,        14.3663,        15.1400
    249,         0.1111,       -84.1227,         0.0762,         0.0930,         0.0940,        12.7883,        13.8921,        14.5533
    250,         0.1348,       -86.2597,         0.0755,         0.0921,         0.0940,        13.2775,        13.8979,        14.2154
    251,         0.1137,       -88.3030,         0.0746,         0.0912,         0.0940,        14.0375,        14.1804,        14.1592
    252,         0.0901,       -90.7063,         0.0735,         0.0902,         0.0939,        14.3692,        14.3675,        14.2492
    253,         0.0998,       -93.0429,         0.0726,         0.0893,         0.0939,        14.5554,        14.4833,        14.3271
    254,         0.1070,       -94.8573,         0.0719,         0.0884,         0.0940,        14.6696,        14.5746,        14.4083
    255,         0.0900,       -96.6854,         0.0710,         0.0875,         0.0939,        14.9200,        14.7221,        14.4742
    256,         0.0878,       -98.7335,         0.0704,         0.0865,         0.0939,        12.8400,        13.7975,        14.3500
    257,         0.0905,      -101.1714,         0.0696,         0.0856,         0.0939,        10.6363,        12.5650,        13.8171
    258,         0.0319,      -104.5300,         0.0689,         0.0847,         0.0940,         8.3892,        11.1058,        12.9625
    259,         0.0316,      -107.9711,         0.0681,         0.0838,         0.0939,         8.0883,        10.5037,        12.1742
    260,         0.0314,      -111.0511,         0.0675,         0.0831,         0.0940,         8.8075,        10.4775,        11.6425
    261,         0.0321,      -105.7121,         0.0740,         0.0826,         0.0941,        10.7417,        11.2521,        11.5758
    262,         0.0564,      -100.6032,         0.0734,         0.0819,         0.0941,        10.0213,        10.9558,        11.5875
    263,         0.0450,       -98.9688,         0.0770,         0.0837,         0.0942,        10.6658,        11.1625,        11.5283
    264,         0.0438,       -90.0861,         0.0767,         0.0890,         0.0942,        10.8596,        11.1996,        11.4288
    265,         0.0932,       -89.1934,         0.0764,         0.0887,         0.0943,        10.0096,        10.8250,        11.4192
    266,         0.0849,       -90.3024,         0.0759,         0.0881,         0.0943,         8.9908,        10.3067,        11.2525
    267,         0.0644,       -91.3433,         0.0755,         0.0877,         0.0943,         8.5237,         9.9200,        10.9279
