 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0074,         0.0293,         0.0067,         0.0030,         0.0000,         0.0044,         0.0068,         1.8348,         4.0677,         5.8924,         7.0061,         7.5835,         7.7315,         7.8158,         7.8961,         7.9706,         0.0000,       -48.8768
      2,         0.0190,         0.0289,         0.0069,         0.0031,         0.0116,         0.0044,         0.0069,         1.8366,         4.0659,         5.9015,         7.0168,         7.5895,         7.7348,         7.8179,         7.8973,         7.9716,         0.0000,       -49.1539
      3,         0.0069,         0.0267,         0.0057,         0.0025,         0.0000,         0.0044,         0.0059,         1.8375,         4.0745,         5.9103,         7.0277,         7.5958,         7.7386,         7.8204,         7.8991,         7.9732,         0.0000,       -49.3405
      4,         0.0095,         0.0282,         0.0066,         0.0029,         0.0022,         0.0044,         0.0067,         1.8384,         4.0811,         5.9187,         7.0380,         7.6020,         7.7424,         7.8230,         7.9010,         7.9747,         0.0000,       -49.5013
      5,         0.0122,         0.0289,         0.0072,         0.0032,         0.0046,         0.0044,         0.0075,         1.8415,         4.0802,         5.9267,         7.0473,         7.6077,         7.7459,         7.8254,         7.9026,         7.9760,         0.0000,       -49.6893
      6,         0.0078,         0.0286,         0.0075,         0.0034,         0.0000,         0.0044,         0.0078,         1.8497,         4.0774,         5.9343,         7.0563,         7.6136,         7.7496,         7.8279,         7.9044,         7.9775,         0.0000,       -49.8578
      7,         0.0075,         0.0288,         0.0069,         0.0030,         0.0001,         0.0044,         0.0068,         1.8507,         4.0749,         5.9414,         7.0648,         7.6192,         7.7531,         7.8303,         7.9062,         7.9789,         0.0000,       -50.0280
      8,         0.0222,         0.0285,         0.0069,         0.0029,         0.0149,         0.0044,         0.0067,         1.8542,         4.0726,         5.9480,         7.0731,         7.6248,         7.7568,         7.8329,         7.9081,         7.9805,         0.0000,       -50.3173
      9,         0.0176,         0.0268,         0.0059,         0.0025,         0.0106,         0.0045,         0.0059,         1.8749,         4.0705,         5.9541,         7.0816,         7.6307,         7.7607,         7.8359,         7.9104,         7.9824,         0.0000,       -50.5591
     10,         0.0081,         0.0284,         0.0069,         0.0029,         0.0007,         0.0045,         0.0067,         1.8855,         4.0689,         5.9601,         7.0894,         7.6363,         7.7646,         7.8388,         7.9126,         7.9843,         0.0000,       -50.7690
     11,         0.0074,         0.0286,         0.0069,         0.0029,         0.0000,         0.0045,         0.0067,         1.8845,         4.0677,         5.9657,         7.0964,         7.6416,         7.7681,         7.8413,         7.9145,         7.9858,         0.0000,       -50.9396
     12,         0.0111,         0.0286,         0.0071,         0.0030,         0.0036,         0.0045,         0.0069,         1.8832,         4.0667,         5.9709,         7.1031,         7.6468,         7.7716,         7.8439,         7.9164,         7.9874,         0.0000,       -51.1536
     13,         0.0102,         0.0285,         0.0071,         0.0029,         0.0028,         0.0045,         0.0069,         1.8819,         4.0665,         5.9757,         7.1096,         7.6520,         7.7751,         7.8465,         7.9185,         7.9891,         0.0000,       -51.4017
     14,         0.0110,         0.0284,         0.0069,         0.0028,         0.0037,         0.0045,         0.0065,         1.8807,         4.0697,         5.9802,         7.1160,         7.6571,         7.7786,         7.8493,         7.9206,         7.9909,         0.0000,       -51.5546
     15,         0.0186,         0.0281,         0.0068,         0.0028,         0.0113,         0.0045,         0.0065,         1.8793,         4.0702,         5.9845,         7.1224,         7.6624,         7.7824,         7.8521,         7.9229,         7.9930,         0.0000,       -51.7007
     16,         0.0131,         0.0273,         0.0064,         0.0026,         0.0061,         0.0045,         0.0061,         1.8774,         4.0803,         5.9884,         7.1292,         7.6679,         7.7864,         7.8554,         7.9256,         7.9953,         0.0000,       -51.9331
     17,         0.0074,         0.0282,         0.0069,         0.0028,         0.0002,         0.0045,         0.0064,         1.8763,         4.0881,         5.9923,         7.1350,         7.6729,         7.7901,         7.8583,         7.9280,         7.9974,         0.0000,       -52.1640
     18,         0.0180,         0.0275,         0.0067,         0.0027,         0.0108,         0.0045,         0.0063,         1.8754,         4.0892,         5.9960,         7.1408,         7.6780,         7.7939,         7.8613,         7.9305,         7.9996,         0.0000,       -52.4432
     19,         0.0108,         0.0277,         0.0067,         0.0026,         0.0037,         0.0045,         0.0062,         1.8755,         4.0982,         5.9993,         7.1466,         7.6832,         7.7978,         7.8646,         7.9333,         8.0020,         0.0000,       -52.7078
     20,         0.0070,         0.0267,         0.0064,         0.0025,         0.0000,         0.0045,         0.0060,         1.8833,         4.1043,         6.0025,         7.1522,         7.6884,         7.8018,         7.8678,         7.9360,         8.0045,         0.0000,       -52.9664
     21,         0.0060,         0.0236,         0.0042,         0.0016,         0.0000,         0.0045,         0.0043,         1.8813,         4.1028,         6.0053,         7.1585,         7.6939,         7.8062,         7.8717,         7.9394,         8.0075,         0.0000,       -53.1831
     22,         0.0207,         0.0240,         0.0048,         0.0018,         0.0144,         0.0045,         0.0047,         1.8801,         4.1015,         6.0077,         7.1641,         7.6992,         7.8104,         7.8752,         7.9425,         8.0103,         0.0000,       -53.3834
     23,         0.0061,         0.0240,         0.0044,         0.0016,         0.0000,         0.0045,         0.0043,         1.8800,         4.1066,         6.0100,         7.1696,         7.7045,         7.8147,         7.8789,         7.9457,         8.0132,         0.0000,       -53.6362
     24,         0.0093,         0.0276,         0.0067,         0.0026,         0.0022,         0.0045,         0.0061,         1.8785,         4.1067,         6.0121,         7.1739,         7.7091,         7.8184,         7.8821,         7.9484,         8.0155,         0.0000,       -53.8840
     25,         0.0130,         0.0276,         0.0073,         0.0028,         0.0057,         0.0045,         0.0070,         1.8774,         4.1067,         6.0139,         7.1779,         7.7135,         7.8219,         7.8850,         7.9509,         8.0178,         0.0000,       -54.0221
     26,         0.0148,         0.0276,         0.0072,         0.0027,         0.0076,         0.0045,         0.0065,         1.8774,         4.1071,         6.0154,         7.1817,         7.7179,         7.8253,         7.8879,         7.9534,         8.0200,         0.0000,       -54.1781
     27,         0.0124,         0.0277,         0.0068,         0.0025,         0.0054,         0.0045,         0.0060,         1.8823,         4.1051,         6.0166,         7.1853,         7.7220,         7.8287,         7.8908,         7.9558,         8.0221,         0.0000,       -54.3458
     28,         0.0086,         0.0276,         0.0068,         0.0025,         0.0016,         0.0045,         0.0060,         1.8871,         4.1034,         6.0175,         7.1889,         7.7262,         7.8320,         7.8936,         7.9583,         8.0243,         0.0000,       -54.5272
     29,         0.0130,         0.0275,         0.0068,         0.0025,         0.0060,         0.0045,         0.0060,         1.8879,         4.1019,         6.0182,         7.1924,         7.7304,         7.8355,         7.8966,         7.9609,         8.0267,         0.0000,       -54.6426
     30,         0.0113,         0.0271,         0.0074,         0.0028,         0.0041,         0.0045,         0.0070,         1.8916,         4.1008,         6.0186,         7.1962,         7.7347,         7.8391,         7.8997,         7.9636,         8.0292,         0.0000,       -54.7919
     31,         0.0073,         0.0269,         0.0074,         0.0028,         0.0000,         0.0045,         0.0068,         1.8891,         4.0991,         6.0190,         7.2000,         7.7392,         7.8428,         7.9030,         7.9666,         8.0319,         0.0000,       -55.1125
     32,         0.0213,         0.0248,         0.0053,         0.0019,         0.0149,         0.0045,         0.0048,         1.8864,         4.0980,         6.0191,         7.2039,         7.7437,         7.8467,         7.9064,         7.9697,         8.0348,         0.0000,       -55.4791
     33,         0.0114,         0.0236,         0.0046,         0.0016,         0.0054,         0.0045,         0.0043,         1.8842,         4.1007,         6.0190,         7.2078,         7.7482,         7.8506,         7.9100,         7.9730,         8.0378,         0.0000,       -55.9250
