           1,           1,        14.0686,        20.2512,        10.0659,        22.0449,         0.5529,         0.6613,         0.3316,         3.9249,         0.4256,        83.3108,      1256.9332,       122.0769,         2.4874,        41.3620,         8.9463,        14.4254,         0.1015,         1.4886,         4.1876,         2.1902,         0.3145,         0.0628,         0.1702,         2.9607,         1.4787,       660.9219,         0.5528,         0.2755,         0.2997,         0.1001,
           3,           2,        13.2905,        20.5216,        10.0263,        20.5583,         0.5482,         0.6719,         0.3364,         3.8558,         0.4219,        59.4269,      1276.8260,       122.6795,         2.4302,        40.9250,         8.8873,        13.6317,         0.1035,         1.4345,         4.4441,         2.0237,         0.3088,         0.0645,         0.1726,         3.0123,         1.5252,       660.4424,         0.5527,         0.2747,         0.2948,         0.1020,
           4,           3,        13.4323,        21.0166,        10.4972,        20.9659,         0.5284,         0.6962,         0.3392,         3.8045,         0.4238,        71.1109,      1358.7579,       122.5138,         2.3906,        41.7186,         8.7501,        12.8488,         0.0817,         1.4867,         4.5378,         2.1743,         0.3201,         0.0703,         0.1680,         3.0663,         1.4786,       660.2487,         0.5478,         0.2737,         0.2965,         0.1052,
           5,           4,        12.6861,        21.3692,        10.3701,        20.3066,         0.5359,         0.7248,         0.3479,         3.7924,         0.4234,        87.7103,      1316.1500,       121.3565,         2.3909,        42.4487,         8.6128,        13.6571,         0.0958,         1.5853,         4.4260,         2.2637,         0.3214,         0.0739,         0.1638,         3.1304,         1.4543,       660.7470,         0.5507,         0.2732,         0.2961,         0.1031,
           6,           5,        13.2143,        20.8703,        10.2957,        20.2098,         0.5054,         0.6828,         0.3521,         4.2144,         0.4157,       102.3942,      1260.0820,       121.4754,         2.3849,        42.5259,         8.5093,        13.5899,         0.1000,         1.4788,         4.2657,         2.0484,         0.3095,         0.0703,         0.1675,         3.1974,         1.4979,       661.0585,         0.5466,         0.2741,         0.2944,         0.1047,
           7,           6,        13.9905,        20.7783,        10.6761,        18.9451,         0.5210,         0.6591,         0.3463,         3.7519,         0.4151,       107.1450,      1334.2604,       122.7107,         2.3699,        42.9062,         8.6251,        13.9371,         0.0778,         1.4992,         4.7001,         1.8154,         0.3165,         0.0794,         0.1659,         3.2004,         1.5175,       661.0425,         0.5423,         0.2745,         0.2961,         0.1073,
          10,           7,        13.7403,        20.8948,        10.3752,        17.8826,         0.5682,         0.6315,         0.3404,         4.0141,         0.4070,        92.7273,      1396.5674,       123.1825,         2.4331,        43.4332,         8.7098,        13.2068,         0.0940,         1.5972,         5.3440,         1.5632,         0.3281,         0.0752,         0.1630,         3.2257,         1.5166,       660.3305,         0.5459,         0.2743,         0.2934,         0.1087,
          12,           8,        13.1121,        21.2171,        10.5977,        16.4186,         0.5506,         0.6124,         0.3457,         4.1322,         0.4146,        85.5384,      1365.3936,       123.4831,         2.3917,        43.1331,         8.6345,        13.1567,         0.0923,         1.6837,         5.4775,         1.8567,         0.3199,         0.0691,         0.1637,         3.2934,         1.5134,       660.1777,         0.5485,         0.2739,         0.2945,         0.1096,
          13,           9,        12.9093,        21.3372,        11.0856,        14.8403,         0.5814,         0.6103,         0.3390,         4.2698,         0.4070,        66.6867,      1365.8641,       124.8955,         2.4639,        42.9931,         8.6042,        13.0464,         0.0726,         1.7929,         6.1750,         1.4910,         0.3213,         0.0591,         0.1618,         3.2192,         1.4781,       659.5430,         0.5435,         0.2738,         0.2985,         0.1076,
          14,          10,        13.2105,        21.8274,        10.9166,        14.3181,         0.5241,         0.6281,         0.3297,         4.5194,         0.3984,        63.1855,      1364.5630,       124.8185,         2.3944,        43.4807,         8.5298,        12.4867,         0.0535,         1.7085,         6.8160,         1.6942,         0.3177,         0.0469,         0.1655,         3.2306,         1.4894,       658.9810,         0.5406,         0.2740,         0.2997,         0.1090,
          15,          11,        12.4615,        22.1011,        10.8380,        14.1663,         0.4858,         0.6595,         0.3357,         4.1593,         0.4064,        67.2408,      1311.6904,       124.1532,         2.4287,        42.8327,         8.5605,        11.6308,         0.0422,         1.5906,         7.5610,         1.7471,         0.3268,         0.0445,         0.1659,         3.2172,         1.5303,       659.3839,         0.5389,         0.2750,         0.3023,         0.1071,
          17,          12,        11.8900,        22.0378,        10.3483,        15.0444,         0.4480,         0.6845,         0.3382,         4.3861,         0.4084,        55.2233,      1369.9502,       123.9178,         2.3683,        43.5932,         8.5475,        11.1270,         0.0397,         1.5854,         7.2012,         1.4617,         0.3229,         0.0432,         0.1628,         3.2600,         1.5521,       659.3188,         0.5386,         0.2754,         0.3018,         0.1091,
          19,          13,        11.1077,        22.5257,        10.6680,        16.4219,         0.4365,         0.6784,         0.3437,         4.2992,         0.4179,        52.7690,      1365.6062,       124.0294,         2.3590,        43.5486,         8.4529,        11.7616,         0.0509,         1.5549,         6.8815,         1.2903,         0.3168,         0.0324,         0.1630,         3.2226,         1.5093,       659.0176,         0.5403,         0.2762,         0.2984,         0.1090,
          20,          14,        12.0190,        22.7219,        10.9627,        15.8890,         0.4278,         0.6985,         0.3353,         4.1096,         0.4231,        45.5860,      1334.4392,       124.2717,         2.3970,        43.9854,         8.3459,        12.3007,         0.0734,         1.5176,         7.3221,         1.0973,         0.3066,         0.0282,         0.1615,         3.2141,         1.5156,       659.0249,         0.5440,         0.2758,         0.3024,         0.1097,
          23,          15,        11.6946,        22.3873,        11.2146,        16.6789,         0.4142,         0.7129,         0.3366,         4.3552,         0.4233,        65.7537,      1311.9622,       123.0430,         2.4322,        43.3083,         8.2691,        12.8408,         0.0926,         1.4360,         8.0336,         1.2182,         0.3106,         0.0200,         0.1621,         3.2021,         1.5403,       658.8797,         0.5398,         0.2757,         0.3059,         0.1109,
          26,          16,        12.2363,        22.5289,        11.0014,        15.5349,         0.3811,         0.7149,         0.3405,         4.4792,         0.4276,        83.3681,      1289.7520,       123.4675,         2.4386,        43.6491,         8.2796,        12.1230,         0.0710,         1.5313,         7.0076,         1.1683,         0.3085,         0.0286,         0.1622,         3.1957,         1.5783,       658.4497,         0.5410,         0.2756,         0.3023,         0.1126,
          30,          17,        11.8143,        22.6346,        11.3509,        16.1713,         0.3885,         0.6808,         0.3324,         4.7220,         0.4292,        96.3039,      1235.8701,       123.4566,         2.5017,        43.2731,         8.3549,        12.0386,         0.0623,         1.5978,         7.7412,         0.9681,         0.3186,         0.0261,         0.1637,         3.1422,         1.6177,       657.8293,         0.5381,         0.2757,         0.3043,         0.1117,
          34,          18,        11.7712,        23.0668,        11.0685,        17.2670,         0.3735,         0.6443,         0.3342,         4.7198,         0.4333,        93.1794,      1164.8170,       122.0143,         2.4724,        44.0613,         8.3868,        12.7151,         0.0416,         1.6029,         8.6110,         1.2866,         0.3248,         0.0172,         0.1617,         3.1894,         1.6007,       657.6808,         0.5349,         0.2751,         0.2997,         0.1144,
          37,          19,        11.9930,        22.7731,        11.2830,        18.1300,         0.3276,         0.6547,         0.3311,         4.7580,         0.4320,        82.2824,      1223.9364,       122.1941,         2.4652,        43.2755,         8.3157,        11.8830,         0.0577,         1.5797,         9.1386,         1.3552,         0.3350,         0.0117,         0.1654,         3.2013,         1.6021,       657.4492,         0.5359,         0.2742,         0.2950,         0.1174,
          39,          20,        11.3454,        22.8669,        11.0249,        16.5344,         0.3832,         0.6930,         0.3288,         5.2160,         0.4321,        96.6250,      1255.2142,       122.8876,         2.4386,        43.2491,         8.3827,        11.2085,         0.0730,         1.6546,         9.2501,         1.0061,         0.3258,         0.0117,         0.1630,         3.2186,         1.5790,       656.7769,         0.5390,         0.2746,         0.2997,         0.1161,
          43,          21,        11.7975,        22.6531,        10.8014,        18.0493,         0.3505,         0.6644,         0.3386,         5.6383,         0.4214,        72.7550,      1311.3962,       124.1202,         2.4096,        43.4989,         8.5264,        11.6917,         0.0544,         1.7597,        10.1602,         0.8712,         0.3248,         0.0223,         0.1672,         3.2199,         1.5735,       657.1841,         0.5390,         0.2754,         0.2979,         0.1187,
          64,          22,        11.5983,        22.7434,        11.0542,        16.4601,         0.4131,         0.6972,         0.3348,         5.6850,         0.4178,        69.5026,      1271.2828,       123.4908,         2.4304,        44.0370,         8.4366,        11.2061,         0.0646,         1.7978,        10.5041,         0.5483,         0.3275,         0.0262,         0.1688,         3.2394,         1.5472,       657.0402,         0.5398,         0.2765,         0.2949,         0.1190,
          67,          23,        12.5469,        23.0884,        10.9234,        17.4165,         0.3627,         0.6857,         0.3424,         6.0999,         0.4217,        73.7445,      1194.4277,       122.1385,         2.3691,        44.2452,         8.4596,        11.9038,         0.0506,         1.6907,         9.3851,         0.4831,         0.3319,         0.0142,         0.1720,         3.3093,         1.5056,       656.6599,         0.5447,         0.2765,         0.2981,         0.1210,
          70,          24,        12.0711,        23.1807,        11.4046,        17.1408,         0.3235,         0.6537,         0.3464,         6.4841,         0.4209,        57.7624,      1132.4563,       121.2059,         2.3654,        44.5728,         8.4948,        12.5560,         0.0283,         1.6508,         9.6046,         0.7589,         0.3248,         0.0138,         0.1761,         3.3724,         1.4972,       656.4828,         0.5450,         0.2773,         0.2982,         0.1185,
          71,          25,        11.5467,        22.9836,        11.7948,        16.9527,         0.3470,         0.6781,         0.3391,         6.8770,         0.4116,        51.8336,      1128.2439,       121.5841,         2.3470,        44.0068,         8.3514,        11.9058,         0.0409,         1.7429,        10.2870,         0.5971,         0.3171,         0.0257,         0.1752,         3.3194,         1.4800,       655.7725,         0.5461,         0.2771,         0.2959,         0.1202,
          73,          26,        10.5982,        22.6369,        11.7092,        17.8388,         0.3333,         0.6915,         0.3345,         7.3451,         0.4150,        56.0396,      1096.3142,       121.4160,         2.4151,        44.1481,         8.3291,        11.5779,         0.0218,         1.6972,        11.1084,         0.6454,         0.3180,         0.0184,         0.1748,         3.3463,         1.4490,       656.3677,         0.5470,         0.2771,         0.2919,         0.1238,
          76,          27,        10.3359,        22.3892,        11.8038,        17.1145,         0.3549,         0.6575,         0.3293,         6.9612,         0.4095,        43.3696,      1024.1550,       122.1816,         2.3801,        44.3873,         8.4666,        12.2361,         0.0220,         1.8116,        10.8637,         0.6332,         0.3228,         0.0103,         0.1743,         3.4114,         1.4953,       655.7578,         0.5429,         0.2783,         0.2884,         0.1235,
          77,          28,        10.2108,        22.7301,        12.2262,        16.2136,         0.4093,         0.6215,         0.3391,         6.7758,         0.4087,        47.2827,      1054.0933,       123.3590,         2.4292,        43.7152,         8.4507,        12.1440,         0.0409,         1.8840,        11.5717,         0.5244,         0.3254,         0.0180,         0.1706,         3.4748,         1.5255,       656.4523,         0.5434,         0.2791,         0.2837,         0.1198,
          78,          29,        11.0827,        22.6313,        12.3735,        16.1130,         0.4157,         0.5877,         0.3343,         6.9579,         0.4073,        62.0972,       983.9689,       124.5296,         2.3876,        43.7867,         8.3810,        11.3454,         0.0286,         1.8777,        12.1222,         0.8871,         0.3325,         0.0227,         0.1742,         3.4641,         1.4841,       656.1602,         0.5472,         0.2790,         0.2826,         0.1181,
          79,          30,        11.0195,        22.6035,        12.8720,        16.2602,         0.4345,         0.5884,         0.3427,         6.7425,         0.4076,        61.4042,       980.9929,       125.6504,         2.3898,        43.9310,         8.3916,        10.5379,         0.0276,         1.8200,        11.0959,         0.9789,         0.3414,         0.0327,         0.1750,         3.4712,         1.4447,       656.7061,         0.5442,         0.2787,         0.2778,         0.1158,
          81,          31,        10.0406,        22.2824,        13.3218,        15.8815,         0.4009,         0.6103,         0.3367,         6.5812,         0.4144,        60.7435,       958.5788,       125.7084,         2.4276,        43.3031,         8.3815,        10.6396,         0.0388,         1.8324,        11.1004,         0.9311,         0.3528,         0.0396,         0.1731,         3.4512,         1.4885,       656.8164,         0.5456,         0.2789,         0.2746,         0.1149,
          84,          32,        10.2451,        22.1794,        12.9304,        16.7797,         0.3771,         0.5723,         0.3401,         6.2401,         0.4135,        60.3067,      1030.4835,       125.5643,         2.4386,        43.6859,         8.3515,        10.0656,         0.0530,         1.8311,        10.7115,         1.0777,         0.3589,         0.0400,         0.1736,         3.3987,         1.4969,       656.1467,         0.5411,         0.2790,         0.2732,         0.1139,
          87,          33,        10.8724,        22.4914,        12.7311,        17.6108,         0.4105,         0.5516,         0.3366,         6.0208,         0.4228,        67.4539,      1119.0878,       124.3690,         2.4594,        43.1002,         8.3980,        10.3520,         0.0496,         1.9182,        10.6708,         0.9125,         0.3481,         0.0451,         0.1706,         3.4367,         1.4578,       655.5741,         0.5377,         0.2795,         0.2682,         0.1173,
          90,          34,        10.1655,        22.7908,        12.9345,        17.8653,         0.3524,         0.5367,         0.3436,         6.4092,         0.4312,        76.8406,      1059.0396,       123.7876,         2.4575,        43.7580,         8.4913,        11.2212,         0.0421,         2.0324,         9.8524,         1.0620,         0.3583,         0.0571,         0.1753,         3.4260,         1.4579,       655.6384,         0.5346,         0.2794,         0.2651,         0.1181,
          91,          35,        10.2109,        22.8243,        12.5228,        18.9963,         0.3918,         0.5202,         0.3481,         6.4895,         0.4248,        85.0629,      1036.8821,       124.1126,         2.4036,        43.7501,         8.5644,        11.0336,         0.0353,         2.0183,         8.8644,         1.2586,         0.3670,         0.0632,         0.1722,         3.4613,         1.4247,       655.3124,         0.5363,         0.2782,         0.2684,         0.1209,
          93,          36,        11.1459,        23.1731,        12.3917,        19.7443,         0.4211,         0.4995,         0.3412,         6.5199,         0.4250,        84.8675,      1125.1879,       124.8650,         2.4563,        43.0814,         8.4903,        11.7127,         0.0443,         2.0417,         8.1572,         1.5655,         0.3564,         0.0523,         0.1675,         3.4978,         1.4066,       656.0214,         0.5321,         0.2776,         0.2681,         0.1192,
          94,          37,        10.8640,        22.7210,        12.8041,        19.3564,         0.4007,         0.4838,         0.3453,         6.0848,         0.4238,        73.4439,      1125.0532,       125.8076,         2.4401,        42.2133,         8.5839,        11.7922,         0.0618,         2.0352,         8.8497,         1.1961,         0.3686,         0.0623,         0.1637,         3.5194,         1.4362,       656.0704,         0.5303,         0.2768,         0.2649,         0.1187,
          95,          38,        10.4171,        23.1954,        13.0227,        18.5149,         0.3734,         0.5221,         0.3441,         6.3421,         0.4184,        92.4380,      1218.1615,       124.8607,         2.3732,        43.0738,         8.5391,        12.3404,         0.0612,         1.9920,         9.9009,         1.4266,         0.3776,         0.0656,         0.1658,         3.5093,         1.4038,       655.4334,         0.5277,         0.2778,         0.2673,         0.1197,
          96,          39,        10.3716,        22.8979,        12.9437,        17.1335,         0.4372,         0.5052,         0.3401,         6.0646,         0.4198,       110.2400,      1260.2971,       123.4752,         2.4036,        43.8199,         8.6539,        12.9502,         0.0737,         1.9188,         9.5846,         1.7459,         0.3737,         0.0687,         0.1630,         3.4926,         1.4055,       655.3436,         0.5319,         0.2786,         0.2709,         0.1224,
          99,          40,        10.0587,        22.9295,        13.2209,        17.4953,         0.4421,         0.5095,         0.3431,         5.9696,         0.4232,       131.6041,      1260.4449,       123.9788,         2.4063,        44.1291,         8.5687,        13.4386,         0.0710,         1.8163,         8.6988,         1.7215,         0.3819,         0.0577,         0.1594,         3.4940,         1.3769,       655.3813,         0.5364,         0.2776,         0.2704,         0.1245,
         100,          41,        10.5847,        22.9251,        12.9421,        16.6205,         0.4846,         0.5200,         0.3352,         5.5597,         0.4207,       127.7541,      1214.4117,       124.2779,         2.3406,        44.3782,         8.6571,        13.5344,         0.0745,         1.7709,         9.5304,         1.7042,         0.3709,         0.0482,         0.1607,         3.5567,         1.4124,       655.1929,         0.5362,         0.2779,         0.2655,         0.1277,
         101,          42,        11.5109,        23.2860,        12.8383,        17.3680,         0.4410,         0.5304,         0.3294,         5.2425,         0.4182,       106.6627,      1219.8734,       122.8496,         2.4008,        44.9705,         8.5843,        13.9570,         0.0682,         1.6919,         9.0872,         1.3666,         0.3658,         0.0494,         0.1637,         3.6119,         1.4054,       655.8434,         0.5328,         0.2778,         0.2625,         0.1280,
         110,          43,        10.7607,        23.7590,        12.4843,        16.9302,         0.4181,         0.5573,         0.3375,         4.9100,         0.4191,        97.8233,      1303.9822,       122.0197,         2.4265,        44.1309,         8.5089,        13.1205,         0.0884,         1.7491,         9.5160,         1.0343,         0.3544,         0.0475,         0.1673,         3.6460,         1.4305,       656.1309,         0.5280,         0.2779,         0.2673,         0.1309,
         111,          44,        10.8784,        23.4755,        12.8698,        18.3966,         0.3939,         0.5910,         0.3382,         4.5556,         0.4262,        92.3211,      1388.7300,       120.9191,         2.3883,        44.7754,         8.5693,        13.4432,         0.0981,         1.8534,         8.8998,         0.7905,         0.3590,         0.0431,         0.1687,         3.6462,         1.4213,       656.5090,         0.5283,         0.2780,         0.2662,         0.1280,
         112,          45,        11.0329,        23.3891,        13.1210,        18.1719,         0.4605,         0.5792,         0.3375,         4.5749,         0.4287,        83.6575,      1423.0569,       121.8933,         2.4071,        44.4325,         8.5806,        12.5710,         0.0826,         1.7467,         9.5255,         0.8598,         0.3591,         0.0316,         0.1679,         3.6023,         1.4124,       655.9279,         0.5276,         0.2778,         0.2644,         0.1294,
         113,          46,        10.3086,        23.6466,        13.3934,        16.9377,         0.4498,         0.6015,         0.3434,         4.2628,         0.4223,        97.2000,      1468.4462,       122.8051,         2.3575,        44.2369,         8.6607,        12.2624,         0.0787,         1.6257,         8.8142,         0.7253,         0.3674,         0.0378,         0.1714,         3.5766,         1.3630,       655.4546,         0.5292,         0.2778,         0.2650,         0.1289,
         114,          47,        10.9076,        23.8075,        13.3230,        16.2980,         0.4564,         0.6170,         0.3431,         3.8767,         0.4258,       119.1260,      1518.5261,       124.1015,         2.3780,        43.3687,         8.6716,        12.8614,         0.1006,         1.7451,         8.9624,         1.0971,         0.3586,         0.0442,         0.1689,         3.5892,         1.3274,       654.7604,         0.5321,         0.2768,         0.2675,         0.1262,
         117,          48,        11.4824,        23.6770,        13.5235,        16.6960,         0.5173,         0.6191,         0.3427,         3.8586,         0.4242,       109.1187,      1458.2186,       125.3273,         2.3254,        42.8267,         8.5579,        12.1622,         0.1049,         1.7708,         8.8609,         0.8617,         0.3640,         0.0509,         0.1709,         3.5735,         1.3080,       654.8336,         0.5335,         0.2777,         0.2703,         0.1288,
         120,          49,        11.5289,        23.6723,        13.3266,        16.6986,         0.5128,         0.5811,         0.3448,         4.2883,         0.4151,       105.8848,      1485.3499,       126.2028,         2.3960,        42.2750,         8.4962,        11.7155,         0.1017,         1.7112,         8.0976,         0.5681,         0.3583,         0.0477,         0.1706,         3.6298,         1.2639,       654.5284,         0.5352,         0.2772,         0.2688,         0.1275,
         122,          50,        12.1350,        23.5161,        13.1016,        17.8070,         0.5218,         0.5446,         0.3363,         4.4017,         0.4226,       116.6302,      1549.8165,       125.4524,         2.3605,        41.5916,         8.5854,        11.5945,         0.1021,         1.5983,         7.2104,         0.3738,         0.3677,         0.0481,         0.1694,         3.6766,         1.2524,       653.9714,         0.5400,         0.2772,         0.2647,         0.1303,
