days	CH4	CH4_sd
934	0.1095	0.125
992	0.4523	0.125
1034	0.0453	0.125
1744	0.1294	0.125
1909	0.0048	0.125
1960	0.0051	0.125
1994	0.0078	0.125
2026	0.6807	0.125
2078	0.096	0.125
2118	1.0482	0.125
2119	0.0522	0.125
2300	0.0059	0.125
2316	0.0337	0.125
2362	0.1303	0.125
2392	1.8555	0.125
2432	1.2546	0.125
2454	0.5502	0.125
2687	0.0078	0.125
2715	0.0228	0.125
2754	0.5499	0.125
2769	0.2972	0.125
