 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
      1,         0.0000,         0.5576,         0.5576,         0.0000,         0.0778,       163.2336,       164.1573,       182.6585,       282.4179,       274.7581,       468.8905,         0.4797,     84252.0312,     71816.4453
      2,         0.0052,         0.5125,         0.5177,         0.0000,         0.0414,       162.8042,       164.0932,       182.4044,       282.8213,       274.7888,       468.8931,         0.4763,     84251.8438,     71816.4453
      3,         0.0006,         0.4901,         0.4907,         0.0000,         0.0196,       162.3758,       164.0291,       182.1507,       283.2265,       274.8199,       468.8960,         0.4711,     84251.6562,     71816.4453
      4,         0.0085,         0.4842,         0.4928,         0.0000,         0.0203,       161.9486,       163.9651,       181.8974,       283.6291,       274.8509,       468.8989,         0.4725,     84251.4688,     71816.4453
      5,         0.0142,         0.4955,         0.5097,         0.0000,         0.0315,       161.5225,       163.9014,       181.6444,       284.0258,       274.8815,       468.9021,         0.4782,     84251.2812,     71816.4453
      6,         0.0033,         0.4875,         0.4908,         0.0000,         0.0159,       161.0975,       163.8376,       181.3920,       284.4229,       274.9123,       468.9055,         0.4750,     84251.0938,     71816.4453
      7,         0.0015,         0.4924,         0.4939,         0.0000,         0.0158,       160.6737,       163.7739,       181.1399,       284.8159,       274.9431,       468.9091,         0.4781,     84250.9062,     71816.4453
      8,         0.0073,         0.4748,         0.4821,         0.0000,         0.0068,       160.2510,       163.7102,       180.8885,       285.2089,       274.9738,       468.9132,         0.4753,     84250.7188,     71816.4453
      9,         0.0135,         0.4608,         0.4743,         0.0000,         0.0019,       159.8293,       163.6465,       180.6375,       285.6024,       275.0049,       468.9175,         0.4724,     84250.5312,     71816.4453
     10,         0.0147,         0.4613,         0.4760,         0.0000,         0.0001,       159.4088,       163.5827,       180.3870,       285.9917,       275.0357,       468.9219,         0.4760,     84250.3438,     71816.4453
     11,         0.0380,         0.4407,         0.4787,         0.0000,         0.0000,       158.9894,       163.5194,       180.1370,       286.3767,       275.0665,       468.9264,         0.4787,     84250.1562,     71816.4453
     12,         0.0361,         0.4426,         0.4788,         0.0000,         0.0000,       158.5711,       163.4560,       179.8875,       286.7602,       275.0972,       468.9314,         0.4788,     84249.9688,     71816.4453
     13,         0.0255,         0.4536,         0.4791,         0.0000,         0.0000,       158.1539,       163.3927,       179.6385,       287.1415,       275.1280,       468.9365,         0.4791,     84249.7812,     71816.4453
