 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0087,         0.0297,         0.0049,         0.0045,         0.0000,         0.0042,         0.0094,         1.7404,         3.7971,         5.8598,         6.9951,         7.5889,         7.7415,         7.8267,         7.9070,         7.9815,         0.0000,       -48.5558
      2,         0.0243,         0.0293,         0.0052,         0.0047,         0.0153,         0.0042,         0.0099,         1.7440,         3.8028,         5.8713,         7.0063,         7.5948,         7.7447,         7.8286,         7.9081,         7.9824,         0.0000,       -48.8613
      3,         0.0081,         0.0271,         0.0043,         0.0038,         0.0000,         0.0042,         0.0082,         1.7467,         3.8131,         5.8825,         7.0177,         7.6011,         7.7484,         7.8310,         7.9098,         7.9838,         0.0000,       -49.0774
      4,         0.0096,         0.0286,         0.0050,         0.0045,         0.0008,         0.0043,         0.0095,         1.7493,         3.8196,         5.8933,         7.0285,         7.6072,         7.7520,         7.8334,         7.9115,         7.9853,         0.0000,       -49.2595
      5,         0.0148,         0.0293,         0.0052,         0.0047,         0.0059,         0.0043,         0.0098,         1.7526,         3.8349,         5.9036,         7.0383,         7.6130,         7.7554,         7.8357,         7.9130,         7.9864,         0.0000,       -49.4445
      6,         0.0089,         0.0290,         0.0051,         0.0046,         0.0000,         0.0043,         0.0097,         1.7559,         3.8454,         5.9137,         7.0478,         7.6187,         7.7590,         7.8380,         7.9147,         7.9878,         0.0000,       -49.6063
      7,         0.0091,         0.0292,         0.0052,         0.0046,         0.0002,         0.0043,         0.0097,         1.7592,         3.8499,         5.9235,         7.0568,         7.6243,         7.7624,         7.8404,         7.9163,         7.9891,         0.0000,       -49.7691
      8,         0.0292,         0.0289,         0.0052,         0.0046,         0.0203,         0.0043,         0.0097,         1.7642,         3.8543,         5.9328,         7.0656,         7.6300,         7.7659,         7.8429,         7.9181,         7.9905,         0.0000,       -50.0361
      9,         0.0194,         0.0272,         0.0048,         0.0043,         0.0108,         0.0043,         0.0096,         1.7809,         3.8586,         5.9417,         7.0746,         7.6359,         7.7698,         7.8457,         7.9203,         7.9924,         0.0000,       -50.2603
     10,         0.0102,         0.0289,         0.0059,         0.0053,         0.0005,         0.0043,         0.0115,         1.7856,         3.8632,         5.9502,         7.0830,         7.6415,         7.7735,         7.8485,         7.9224,         7.9941,         0.0000,       -50.4574
     11,         0.0093,         0.0291,         0.0052,         0.0045,         0.0004,         0.0043,         0.0096,         1.7874,         3.8679,         5.9582,         7.0905,         7.6468,         7.7769,         7.8509,         7.9242,         7.9955,         0.0000,       -50.6210
     12,         0.0121,         0.0290,         0.0056,         0.0049,         0.0029,         0.0043,         0.0107,         1.7902,         3.8727,         5.9659,         7.0978,         7.6520,         7.7803,         7.8534,         7.9261,         7.9971,         0.0000,       -50.8203
     13,         0.0112,         0.0290,         0.0056,         0.0050,         0.0019,         0.0043,         0.0106,         1.7946,         3.8783,         5.9732,         7.1049,         7.6571,         7.7837,         7.8560,         7.9280,         7.9987,         0.0000,       -51.0509
     14,         0.0110,         0.0288,         0.0056,         0.0049,         0.0018,         0.0044,         0.0106,         1.7970,         3.8898,         5.9803,         7.1118,         7.6623,         7.7872,         7.8586,         7.9300,         8.0004,         0.0000,       -51.1997
     15,         0.0227,         0.0285,         0.0056,         0.0049,         0.0134,         0.0044,         0.0107,         1.7985,         3.9005,         5.9872,         7.1188,         7.6675,         7.7909,         7.8614,         7.9323,         8.0023,         0.0000,       -51.3409
     16,         0.0130,         0.0278,         0.0050,         0.0042,         0.0044,         0.0044,         0.0090,         1.8005,         3.9100,         5.9941,         7.1261,         7.6730,         7.7949,         7.8645,         7.9349,         8.0046,         0.0000,       -51.5559
     17,         0.0090,         0.0287,         0.0052,         0.0044,         0.0003,         0.0044,         0.0093,         1.8072,         3.9144,         6.0007,         7.1325,         7.6781,         7.7985,         7.8674,         7.9372,         8.0066,         0.0000,       -51.7731
     18,         0.0197,         0.0280,         0.0051,         0.0043,         0.0111,         0.0044,         0.0092,         1.8083,         3.9195,         6.0070,         7.1388,         7.6832,         7.8022,         7.8703,         7.9396,         8.0088,         0.0000,       -52.0314
     19,         0.0122,         0.0282,         0.0051,         0.0042,         0.0036,         0.0044,         0.0090,         1.8089,         3.9354,         6.0131,         7.1452,         7.6885,         7.8061,         7.8735,         7.9423,         8.0111,         0.0000,       -52.2747
     20,         0.0084,         0.0271,         0.0049,         0.0041,         0.0000,         0.0044,         0.0088,         1.8098,         3.9568,         6.0192,         7.1514,         7.6936,         7.8099,         7.8767,         7.9450,         8.0135,         0.0000,       -52.5128
     21,         0.0068,         0.0240,         0.0031,         0.0024,         0.0000,         0.0044,         0.0058,         1.8100,         3.9752,         6.0253,         7.1582,         7.6992,         7.8143,         7.8804,         7.9482,         8.0164,         0.0000,       -52.7150
     22,         0.0242,         0.0244,         0.0037,         0.0029,         0.0169,         0.0044,         0.0066,         1.8106,         3.9883,         6.0312,         7.1645,         7.7045,         7.8185,         7.8839,         7.9513,         8.0192,         0.0000,       -52.9015
     23,         0.0069,         0.0244,         0.0033,         0.0025,         0.0000,         0.0044,         0.0060,         1.8111,         3.9930,         6.0369,         7.1706,         7.7098,         7.8227,         7.8876,         7.9545,         8.0220,         0.0000,       -53.1339
     24,         0.0115,         0.0281,         0.0053,         0.0043,         0.0028,         0.0044,         0.0092,         1.8128,         3.9948,         6.0422,         7.1755,         7.7144,         7.8263,         7.8906,         7.9571,         8.0243,         0.0000,       -53.3657
     25,         0.0137,         0.0281,         0.0052,         0.0042,         0.0052,         0.0044,         0.0089,         1.8153,         3.9986,         6.0472,         7.1802,         7.7189,         7.8298,         7.8935,         7.9596,         8.0265,         0.0000,       -53.5007
     26,         0.0174,         0.0282,         0.0054,         0.0044,         0.0086,         0.0044,         0.0096,         1.8172,         4.0121,         6.0520,         7.1846,         7.7232,         7.8332,         7.8964,         7.9620,         8.0286,         0.0000,       -53.6515
     27,         0.0144,         0.0282,         0.0055,         0.0044,         0.0056,         0.0044,         0.0096,         1.8193,         4.0246,         6.0567,         7.1888,         7.7275,         7.8365,         7.8992,         7.9644,         8.0307,         0.0000,       -53.8121
     28,         0.0099,         0.0281,         0.0052,         0.0041,         0.0013,         0.0044,         0.0089,         1.8214,         4.0327,         6.0614,         7.1931,         7.7317,         7.8398,         7.9020,         7.9668,         8.0329,         0.0000,       -53.9860
     29,         0.0154,         0.0280,         0.0053,         0.0042,         0.0068,         0.0044,         0.0092,         1.8234,         4.0365,         6.0658,         7.1973,         7.7359,         7.8432,         7.9049,         7.9693,         8.0351,         0.0000,       -54.1004
     30,         0.0152,         0.0276,         0.0051,         0.0041,         0.0067,         0.0044,         0.0088,         1.8269,         4.0451,         6.0700,         7.2018,         7.7403,         7.8467,         7.9080,         7.9720,         8.0377,         0.0000,       -54.2440
     31,         0.0085,         0.0274,         0.0051,         0.0040,         0.0000,         0.0044,         0.0087,         1.8381,         4.0473,         6.0740,         7.2063,         7.7447,         7.8504,         7.9112,         7.9749,         8.0403,         0.0000,       -54.5375
     32,         0.0236,         0.0253,         0.0046,         0.0036,         0.0156,         0.0044,         0.0084,         1.8390,         4.0481,         6.0778,         7.2109,         7.7493,         7.8542,         7.9146,         7.9780,         8.0431,         0.0000,       -54.8687
     33,         0.0113,         0.0240,         0.0042,         0.0032,         0.0037,         0.0044,         0.0075,         1.8396,         4.0493,         6.0816,         7.2155,         7.7538,         7.8582,         7.9181,         7.9812,         8.0461,         0.0000,       -55.2668
     34,         0.0088,         0.0273,         0.0053,         0.0040,         0.0003,         0.0044,         0.0088,         1.8424,         4.0506,         6.0852,         7.2194,         7.7580,         7.8617,         7.9213,         7.9841,         8.0487,         0.0000,       -55.8822
     35,         0.0123,         0.0275,         0.0054,         0.0041,         0.0037,         0.0045,         0.0092,         1.8442,         4.0513,         6.0886,         7.2226,         7.7617,         7.8650,         7.9242,         7.9867,         8.0510,         0.0000,       -56.1782
     36,         0.0125,         0.0275,         0.0057,         0.0043,         0.0037,         0.0045,         0.0096,         1.8487,         4.0535,         6.0917,         7.2256,         7.7654,         7.8681,         7.9270,         7.9892,         8.0533,         0.0000,       -56.3326
     37,         0.0123,         0.0274,         0.0054,         0.0041,         0.0038,         0.0045,         0.0090,         1.8493,         4.0594,         6.0947,         7.2287,         7.7690,         7.8712,         7.9298,         7.9917,         8.0556,         0.0000,       -56.6863
