 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     22,         0.0036,         0.4573,         0.4609,       146.8021,       463.0835,        69.3262,     84263.2344,       175.5773,       281.8494,    156527.8125,       136.0000,       269.1750,         0.0000,         0.4609,         0.0000
     23,         0.0000,         0.4594,         0.4594,       146.4159,       463.0899,        69.2656,     84263.0469,       175.3361,       282.2064,    156527.6250,       136.0000,       269.2040,         0.0000,         0.4594,         0.0000
     24,         0.0033,         0.4630,         0.4663,       146.0306,       463.0970,        69.2051,     84262.8594,       175.0955,       282.5562,    156527.4375,       136.0000,       269.2325,         0.0000,         0.4663,         0.0000
     25,         0.0218,         0.4450,         0.4668,       145.6464,       463.1045,        69.1446,     84262.6719,       174.8554,       282.9042,    156527.2656,       136.0000,       269.2611,         0.0000,         0.4668,         0.0000
     26,         0.0282,         0.4400,         0.4682,       145.2632,       463.1127,        69.0843,     84262.4844,       174.6157,       283.2494,    156527.0938,       136.0000,       269.2897,         0.0000,         0.4682,         0.0000
     27,         0.0496,         0.4191,         0.4687,       144.8810,       463.1208,        69.0241,     84262.2969,       174.3764,       283.5923,    156526.9062,       136.0000,       269.3182,         0.0000,         0.4686,         0.0000
     28,         0.0076,         0.4604,         0.4679,       144.4998,       463.1293,        68.9639,     84262.1094,       174.1376,       283.9341,    156526.7344,       136.0000,       269.3468,         0.0000,         0.4679,         0.0000
     29,         0.0150,         0.4528,         0.4678,       144.1197,       463.1377,        68.9038,     84261.9219,       173.8993,       284.2743,    156526.5625,       136.0000,       269.3754,         0.0000,         0.4678,         0.0000
     30,         0.0101,         0.4536,         0.4637,       143.7405,       463.1460,        68.8438,     84261.7344,       173.6615,       284.6154,    156526.3750,       136.0000,       269.4041,         0.0000,         0.4637,         0.0000
     31,         0.0036,         0.4582,         0.4618,       143.3623,       463.1546,        68.7840,     84261.5469,       173.4241,       284.9558,    156526.1875,       136.0000,       269.4323,         0.0000,         0.4618,         0.0000
     32,         0.0080,         0.4529,         0.4610,       142.9851,       463.1629,        68.7242,     84261.3594,       173.1873,       285.2957,    156526.0156,       136.0000,       269.4607,         0.0000,         0.4610,         0.0000
     33,         0.0148,         0.4436,         0.4584,       142.6089,       463.1714,        68.6645,     84261.1719,       172.9512,       285.6359,    156525.8438,       136.0000,       269.4891,         0.0000,         0.4584,         0.0000
     34,         0.0482,         0.4144,         0.4626,       142.2337,       463.1801,        68.6050,     84260.9844,       172.7157,       285.9705,    156525.6562,       136.0000,       269.5172,         0.0000,         0.4626,         0.0000
     35,         0.0812,         0.3841,         0.4653,       141.8595,       463.1893,        68.5456,     84260.7969,       172.4809,       286.3018,    156525.4688,       136.0000,       269.5451,         0.0000,         0.4653,         0.0000
     36,         0.1227,         0.3438,         0.4665,       141.4863,       463.1989,        68.4863,     84260.6094,       172.2465,       286.6306,    156525.2969,       136.0000,       269.5730,         0.0000,         0.4664,         0.0001
     37,         0.0602,         0.4046,         0.4648,       141.1140,       463.2085,        68.4272,     84260.4219,       172.0127,       286.9583,    156525.1250,       136.0000,       269.6008,         0.0000,         0.4648,         0.0000
     38,         0.0063,         0.4521,         0.4584,       140.7427,       463.2177,        68.3682,     84260.2344,       171.7796,       287.2881,    156524.9375,       136.0000,       269.6290,         0.0000,         0.4584,         0.0000
     39,         0.0209,         0.4353,         0.4562,       140.3724,       463.2272,        68.3093,     84260.0469,       171.5471,       287.6188,    156524.7656,       136.0000,       269.6568,         0.0000,         0.4562,         0.0000
     40,         0.0114,         0.4439,         0.4553,       140.0031,       463.2368,        68.2505,     84259.8594,       171.3154,       287.9486,    156524.5938,       136.0000,       269.6846,         0.0000,         0.4553,         0.0000
     41,         0.0174,         0.4331,         0.4505,       139.6347,       463.2467,        68.1919,     84259.6719,       171.0843,       288.2794,    156524.4062,       136.0000,       269.7128,         0.0000,         0.4505,         0.0000
     42,         0.0427,         0.4099,         0.4526,       139.2674,       463.2564,        68.1335,     84259.4844,       170.8537,       288.6066,    156524.2344,       136.0000,       269.7409,         0.0000,         0.4526,         0.0000
     43,         0.1015,         0.3539,         0.4554,       138.9010,       463.2664,        68.0751,     84259.2969,       170.6239,       288.9302,    156524.0625,       136.0000,       269.7687,         0.0000,         0.4554,         0.0000
     44,         0.3944,         0.0726,         0.4670,       138.5355,       463.2769,        68.0163,     84259.1094,       170.3922,       289.2473,    156523.8750,       136.0000,       269.7965,         0.0000,         0.4636,         0.0033
     45,         0.1705,         0.2956,         0.4661,       138.1710,       463.2888,        67.9560,     84258.9219,       170.1552,       289.5605,    156523.7031,       136.0000,       269.8246,         0.0000,         0.4656,         0.0005
     46,         0.3557,         0.1116,         0.4673,       137.8075,       463.3008,        67.8959,     84258.7344,       169.9187,       289.8714,    156523.5312,       136.0000,       269.8528,         0.0000,         0.4655,         0.0018
     47,         0.9693,        -0.4831,         0.4863,       137.4463,       463.3130,        67.8361,     84258.5469,       169.6835,       290.1806,    156523.3438,       136.0000,       269.8810,         0.0027,         0.4655,         0.0208
     48,         0.2634,         0.2189,         0.4823,       137.0846,       463.3254,        67.7761,     84258.3594,       169.4477,       290.4875,    156523.1875,       136.0000,       269.9088,         0.0000,         0.4666,         0.0157
     49,         0.0350,         0.4313,         0.4663,       136.7239,       463.3381,        67.7161,     84258.1719,       169.2122,       290.7964,    156523.0000,       136.0000,       269.9372,         0.0000,         0.4658,         0.0006
     50,         0.0137,         0.4525,         0.4662,       136.3642,       463.3505,        67.6562,     84257.9844,       168.9769,       291.1064,    156522.8281,       136.0000,       269.9657,         0.0000,         0.4662,         0.0000
     51,         0.0450,         0.4239,         0.4689,       136.0054,       463.3636,        67.5963,     84257.7969,       168.7420,       291.4128,    156522.6562,       136.0000,       269.9936,         0.0000,         0.4689,         0.0000
     52,         0.0897,         0.3808,         0.4704,       135.6476,       463.3767,        67.5365,     84257.6094,       168.5075,       291.7171,    156522.4688,       136.0000,       270.0213,         0.0000,         0.4704,         0.0000
     53,         0.0850,         0.3856,         0.4707,       135.2907,       463.3898,        67.4768,     84257.4219,       168.2733,       292.0214,    156522.3125,       136.0000,       270.0490,         0.0000,         0.4706,         0.0000
     54,         0.0281,         0.4449,         0.4730,       134.9347,       463.4032,        67.4171,     84257.2344,       168.0393,       292.3221,    156522.1250,       136.0000,       270.0768,         0.0000,         0.4730,         0.0000
     55,         0.0240,         0.4485,         0.4725,       134.5797,       463.4168,        67.3574,     84257.0469,       167.8057,       292.6225,    156521.9531,       136.0000,       270.1044,         0.0000,         0.4725,         0.0000
     56,         0.0061,         0.4622,         0.4683,       134.2256,       463.4300,        67.2978,     84256.8594,       167.5724,       292.9253,    156521.7812,       136.0000,       270.1323,         0.0000,         0.4683,         0.0000
     57,         0.0096,         0.4544,         0.4640,       133.8725,       463.4427,        67.2383,     84256.6719,       167.3395,       293.2302,    156521.6094,       136.0000,       270.1606,         0.0000,         0.4640,         0.0000
     58,         0.0613,         0.4076,         0.4689,       133.5203,       463.4560,        67.1788,     84256.4844,       167.1068,       293.5297,    156521.4375,       136.0000,       270.1885,         0.0000,         0.4689,         0.0000
     59,         0.1388,         0.3317,         0.4705,       133.1690,       463.4695,        67.1193,     84256.2969,       166.8745,       293.8266,    156521.2500,       136.0000,       270.2165,         0.0000,         0.4703,         0.0001
     60,         0.0678,         0.4037,         0.4716,       132.8186,       463.4836,        67.0600,     84256.1094,       166.6425,       294.1212,    156521.0938,       136.0000,       270.2442,         0.0000,         0.4715,         0.0000
     61,         0.0112,         0.4556,         0.4668,       132.4692,       463.4973,        67.0007,     84255.9219,       166.4109,       294.4179,    156520.9062,       136.0000,       270.2723,         0.0000,         0.4668,         0.0000
     62,         0.0576,         0.4130,         0.4706,       132.1206,       463.5116,        66.9413,     84255.7344,       166.1795,       294.7097,    156520.7344,       136.0000,       270.3001,         0.0000,         0.4706,         0.0000
     63,         0.0779,         0.3947,         0.4726,       131.7730,       463.5264,        66.8821,     84255.5469,       165.9485,       294.9985,    156520.5625,       136.0000,       270.3279,         0.0000,         0.4726,         0.0000
     64,         0.0838,         0.3877,         0.4715,       131.4263,       463.5410,        66.8230,     84255.3594,       165.7182,       295.2873,    156520.3906,       136.0000,       270.3555,         0.0000,         0.4715,         0.0000
     65,         0.0679,         0.4026,         0.4705,       131.0806,       463.5560,        66.7641,     84255.1719,       165.4887,       295.5738,    156520.2188,       136.0000,       270.3826,         0.0000,         0.4705,         0.0000
     66,         0.0946,         0.3768,         0.4714,       130.7357,       463.5707,        66.7054,     84254.9844,       165.2600,       295.8586,    156520.0469,       136.0000,       270.4095,         0.0000,         0.4714,         0.0000
     67,         0.1815,         0.2869,         0.4684,       130.3917,       463.5853,        66.6469,     84254.7969,       165.0321,       296.1438,    156519.8750,       136.0000,       270.4369,         0.0000,         0.4682,         0.0002
     68,         0.2654,         0.2065,         0.4719,       130.0486,       463.6003,        66.5885,     84254.6094,       164.8052,       296.4241,    156519.7031,       136.0000,       270.4640,         0.0000,         0.4711,         0.0008
     69,         0.3180,         0.1541,         0.4721,       129.7065,       463.6158,        66.5304,     84254.4219,       164.5791,       296.7029,    156519.5312,       136.0000,       270.4906,         0.0000,         0.4710,         0.0011
     70,         0.3501,         0.1214,         0.4715,       129.3652,       463.6312,        66.4725,     84254.2344,       164.3542,       296.9803,    156519.3594,       136.0000,       270.5169,         0.0000,         0.4698,         0.0017
     71,         0.0588,         0.4117,         0.4706,       129.0249,       463.6472,        66.4145,     84254.0469,       164.1292,       297.2557,    156519.1875,       136.0000,       270.5432,         0.0000,         0.4705,         0.0000
     72,         0.1294,         0.3393,         0.4688,       128.6854,       463.6625,        66.3567,     84253.8594,       163.9046,       297.5312,    156519.0156,       136.0000,       270.5696,         0.0000,         0.4687,         0.0001
     73,         0.5663,        -0.0908,         0.4755,       128.3468,       463.6782,        66.2991,     84253.6719,       163.6808,       297.8041,    156518.8438,       136.0000,       270.5961,         0.0000,         0.4705,         0.0049
     74,         0.6342,        -0.1561,         0.4781,       128.0091,       463.6943,        66.2416,     84253.4844,       163.4581,       298.0746,    156518.6719,       136.0000,       270.6224,         0.0000,         0.4701,         0.0080
     75,         0.5600,        -0.0845,         0.4755,       127.6724,       463.7101,        66.1844,     84253.2969,       163.2363,       298.3448,    156518.5000,       136.0000,       270.6483,         0.0000,         0.4672,         0.0082
     76,         0.6797,        -0.1980,         0.4817,       127.3364,       463.7267,        66.1270,     84253.1094,       163.0137,       298.6116,    156518.3281,       136.0000,       270.6742,         0.0000,         0.4718,         0.0099
     77,         0.1977,         0.2761,         0.4738,       127.0014,       463.7433,        66.0694,     84252.9219,       162.7906,       298.8784,    156518.1562,       136.0000,       270.7005,         0.0000,         0.4710,         0.0028
     78,         0.3785,         0.0918,         0.4703,       126.6673,       463.7597,        66.0119,     84252.7344,       162.5684,       299.1454,    156517.9844,       136.0000,       270.7270,         0.0000,         0.4678,         0.0025
     79,         0.1316,         0.3407,         0.4724,       126.3340,       463.7771,        65.9546,     84252.5469,       162.3464,       299.4081,    156517.8125,       136.0000,       270.7531,         0.0000,         0.4721,         0.0003
     80,         0.3593,         0.1181,         0.4773,       126.0016,       463.7946,        65.8969,     84252.3594,       162.1232,       299.6689,    156517.6562,       136.0000,       270.7794,         0.0000,         0.4753,         0.0020
     81,         0.1451,         0.3276,         0.4727,       125.6701,       463.8125,        65.8393,     84252.1719,       161.9006,       299.9297,    156517.4688,       136.0000,       270.8058,         0.0000,         0.4726,         0.0001
     82,         0.1410,         0.3292,         0.4702,       125.3395,       463.8298,        65.7820,     84251.9844,       161.6792,       300.1900,    156517.3125,       136.0000,       270.8319,         0.0000,         0.4702,         0.0001
     83,         0.2126,         0.2541,         0.4667,       125.0097,       463.8468,        65.7250,     84251.7969,       161.4592,       300.4512,    156517.1250,       136.0000,       270.8580,         0.0000,         0.4664,         0.0003
     84,         0.2359,         0.2293,         0.4652,       124.6808,       463.8639,        65.6684,     84251.6094,       161.2406,       300.7110,    156516.9688,       136.0000,       270.8841,         0.0000,         0.4648,         0.0003
     85,         0.2012,         0.2618,         0.4630,       124.3528,       463.8809,        65.6120,     84251.4219,       161.0235,       300.9694,    156516.7969,       136.0000,       270.9095,         0.0000,         0.4628,         0.0002
     86,         0.2467,         0.2137,         0.4604,       124.0256,       463.8980,        65.5561,     84251.2344,       160.8076,       301.2269,    156516.6250,       136.0000,       270.9350,         0.0000,         0.4599,         0.0005
     87,         0.3804,         0.0797,         0.4600,       123.6993,       463.9150,        65.5004,     84251.0469,       160.5930,       301.4834,    156516.4531,       136.0000,       270.9604,         0.0000,         0.4584,         0.0016
     88,         0.5155,        -0.0542,         0.4613,       123.3738,       463.9322,        65.4451,     84250.8594,       160.3799,       301.7380,    156516.2812,       136.0000,       270.9854,         0.0000,         0.4574,         0.0038
     89,         0.5773,        -0.1170,         0.4604,       123.0492,       463.9494,        65.3901,     84250.6719,       160.1685,       301.9911,    156516.1250,       136.0000,       271.0105,         0.0000,         0.4550,         0.0054
     90,         0.3894,         0.0674,         0.4568,       122.7255,       463.9667,        65.3355,     84250.4844,       159.9585,       302.2423,    156515.9375,       136.0000,       271.0349,         0.0000,         0.4536,         0.0033
     91,         0.2065,         0.2519,         0.4584,       122.4026,       463.9844,        65.2806,     84250.2969,       159.7471,       302.4909,    156515.7812,       136.0000,       271.0594,         0.0000,         0.4580,         0.0004
     92,         0.8559,        -0.3781,         0.4779,       122.0805,       464.0027,        65.2247,     84250.1094,       159.5322,       302.7358,    156515.5938,       136.0000,       271.0845,         0.0000,         0.4672,         0.0107
     93,         0.0704,         0.4062,         0.4766,       121.7593,       464.0214,        65.1683,     84249.9219,       159.3154,       302.9795,    156515.4375,       136.0000,       271.1100,         0.0000,         0.4701,         0.0065
     94,         0.4048,         0.0764,         0.4812,       121.4390,       464.0410,        65.1109,     84249.7344,       159.0950,       303.2203,    156515.2656,       136.0000,       271.1358,         0.0000,         0.4789,         0.0022
     95,         0.5280,        -0.0462,         0.4817,       121.1195,       464.0607,        65.0533,     84249.5469,       158.8740,       303.4614,    156515.0938,       136.0000,       271.1619,         0.0000,         0.4778,         0.0039
     96,         0.8251,        -0.3351,         0.4899,       120.8008,       464.0805,        64.9959,     84249.3594,       158.6537,       303.7001,    156514.9375,       136.0000,       271.1879,         0.0000,         0.4786,         0.0113
     97,         0.8390,        -0.3384,         0.5006,       120.4830,       464.1006,        64.9387,     84249.1719,       158.4345,       303.9384,    156514.7656,       136.0000,       271.2134,         0.0000,         0.4764,         0.0243
     98,         1.7223,        -1.1623,         0.5599,       120.1773,       464.1206,        64.8842,     84248.9844,       158.2258,       304.1735,    156514.5938,       136.0000,       271.2388,         0.0227,         0.4783,         0.0817
     99,         1.4696,        -0.8575,         0.6121,       119.8712,       464.1411,        64.8290,     84248.7969,       158.0144,       304.4059,    156514.4375,       136.0000,       271.2645,         0.0203,         0.4783,         0.1338
    100,         0.2144,         0.3539,         0.5683,       119.5559,       464.1615,        64.7717,     84248.6094,       157.7949,       304.6372,    156514.2656,       136.0000,       271.2901,         0.0000,         0.4703,         0.0980
    101,         1.4879,        -0.8963,         0.5916,       119.2521,       464.1821,        64.7165,     84248.4219,       157.5844,       304.8651,    156514.0938,       136.0000,       271.3152,         0.0217,         0.4728,         0.1188
    102,         2.1838,        -1.5128,         0.6710,       118.9872,       464.2034,        64.6691,     84248.2344,       157.4047,       305.0894,    156513.9375,       136.0000,       271.3401,         0.0978,         0.4756,         0.1953
    103,         0.6351,        -0.0222,         0.6129,       118.6742,       464.2265,        64.6119,     84248.0469,       157.1863,       305.3018,    156513.7656,       136.0000,       271.3642,         0.0000,         0.4888,         0.1240
    104,         0.4885,         0.0819,         0.5704,       118.3619,       464.2493,        64.5549,     84247.8594,       156.9682,       305.5126,    156513.5938,       136.0000,       271.3882,         0.0000,         0.4901,         0.0803
    105,         0.3430,         0.2068,         0.5498,       118.0505,       464.2710,        64.4979,     84247.6719,       156.7505,       305.7265,    156513.4375,       136.0000,       271.4126,         0.0000,         0.4848,         0.0650
    106,         0.1783,         0.3373,         0.5155,       117.7399,       464.2922,        64.4410,     84247.4844,       156.5329,       305.9441,    156513.2656,       136.0000,       271.4374,         0.0000,         0.4789,         0.0366
    107,         0.3235,         0.1754,         0.4988,       117.4301,       464.3135,        64.3840,     84247.2969,       156.3156,       306.1611,    156513.0938,       136.0000,       271.4621,         0.0000,         0.4778,         0.0211
    108,         0.2354,         0.2558,         0.4912,       117.1212,       464.3351,        64.3271,     84247.1094,       156.0986,       306.3759,    156512.9375,       136.0000,       271.4869,         0.0000,         0.4783,         0.0129
    109,         0.5509,        -0.0347,         0.5163,       116.8130,       464.3582,        64.2702,     84246.9219,       155.8819,       306.5825,    156512.7812,       136.0000,       271.5110,         0.0000,         0.4876,         0.0287
    110,         0.5025,         0.0547,         0.5572,       116.5057,       464.3836,        64.2135,     84246.7344,       155.6655,       306.7702,    156512.6094,       136.0000,       271.5339,         0.0000,         0.5101,         0.0471
    111,         0.7161,        -0.1074,         0.6087,       116.1992,       464.4104,        64.1567,     84246.5078,       155.4494,       306.9463,    156512.4531,       136.0000,       271.5561,         0.0000,         0.5246,         0.0841
    112,         0.4669,         0.1941,         0.6610,       115.8934,       464.4398,        64.1000,     84246.2500,       155.2335,       307.1000,    156512.2812,       136.0000,       271.5765,         0.0000,         0.5534,         0.1077
    113,         0.5838,         0.0999,         0.6837,       115.5885,       464.4696,        64.0433,     84245.9609,       155.0178,       307.2450,    156512.1250,       136.0000,       271.5965,         0.0000,         0.5644,         0.1192
    114,         1.6596,        -0.8494,         0.8102,       115.3262,       464.5029,        63.9950,     84245.6250,       154.8360,       307.3637,    156511.9688,       136.0000,       271.6147,         0.0837,         0.5979,         0.2124
    115,         2.2914,        -1.2629,         1.0285,       115.1393,       464.5424,        63.9618,     84245.2500,       154.7144,       307.4319,    156511.8281,       136.0000,       271.6292,         0.2332,         0.6674,         0.3611
    116,         0.9677,         0.0834,         1.0511,       114.8379,       464.5835,        63.9056,     84244.8750,       154.5009,       307.4699,    156511.6875,       136.0000,       271.6416,         0.0031,         0.7147,         0.3364
    117,         0.1327,         0.7877,         0.9204,       114.5358,       464.6162,        63.8492,     84244.5000,       154.2865,       307.5492,    156511.5312,       136.0000,       271.6571,         0.0000,         0.6646,         0.2558
    118,         1.2649,        -0.2800,         0.9849,       114.2727,       464.6511,        63.8004,     84244.1250,       154.1030,       307.6296,    156511.3750,       136.0000,       271.6721,         0.0766,         0.6529,         0.3321
    119,         2.3068,        -1.0968,         1.2100,       114.1647,       464.6934,        63.7826,     84243.6953,       154.0435,       307.6589,    156511.1875,       136.0000,       271.6833,         0.3856,         0.7210,         0.4890
    120,         0.4304,         0.7377,         1.1681,       113.8643,       464.7385,        63.7263,     84243.2969,       153.8298,       307.6505,    156511.0156,       136.0000,       271.6918,         0.0000,         0.7771,         0.3910
    121,         0.1598,         0.8296,         0.9894,       113.5648,       464.7741,        63.6700,     84242.9219,       153.6163,       307.6938,    156510.8594,       136.0000,       271.7040,         0.0000,         0.7111,         0.2783
    122,         0.6719,         0.2926,         0.9645,       113.2660,       464.8072,        63.6138,     84242.5469,       153.4032,       307.7649,    156510.7031,       136.0000,       271.7185,         0.0000,         0.6670,         0.2975
    123,         1.6270,        -0.5101,         1.1169,       113.0432,       464.8460,        63.5727,     84242.1250,       153.2505,       307.8011,    156510.5000,       136.0000,       271.7306,         0.1507,         0.7097,         0.4072
    124,         1.8481,        -0.5368,         1.3113,       112.9057,       464.8907,        63.5486,     84241.6797,       153.1660,       307.7894,    156510.2969,       136.0000,       271.7392,         0.3200,         0.7739,         0.5374
    125,         0.6758,         0.5997,         1.2756,       112.6087,       464.9373,        63.4925,     84241.1172,       152.9536,       307.7448,    156509.9688,       136.0000,       271.7454,         0.0000,         0.8228,         0.4528
    126,         2.2981,        -0.8408,         1.4573,       112.5463,       464.9819,        63.4832,     84240.6641,       152.9285,       307.7169,    156509.7500,       136.0000,       271.7528,         0.4681,         0.7986,         0.6587
    127,         2.1247,        -0.4306,         1.6942,       112.5137,       465.0391,        63.4798,     84240.0938,       152.9273,       307.5968,    156509.4219,       136.0000,       271.7534,         0.5275,         0.9211,         0.7731
    128,         2.0326,        -0.2410,         1.7916,       112.5067,       465.0998,        63.4817,     84239.4766,       152.9465,       307.4351,    156509.0625,       136.0000,       271.7510,         0.5786,         0.9806,         0.8110
    129,         1.1251,         0.5024,         1.6275,       113.7195,       465.1639,        63.4354,     84238.7266,       152.7734,       307.2341,    156508.5625,       129.0000,       271.7456,         1.5598,         1.0393,         0.5882
    130,         2.0490,        -0.0593,         1.9897,       115.2465,       465.2299,        63.4527,     84237.9766,       152.8548,       307.0143,    156508.0625,       129.0000,       271.7386,         2.1951,         1.0715,         0.9182
    131,         3.3914,        -1.0976,         2.2938,       116.9300,       465.3074,        63.5021,     84237.2266,       153.0644,       306.7190,    156507.6250,       129.0000,       271.7254,         2.5164,         1.1939,         1.0999
    132,         1.2069,         0.6979,         1.9048,       118.0991,       465.3875,        63.4494,     84236.4922,       152.8657,       306.3753,    156507.3125,       129.0000,       271.7084,         1.4957,         1.2841,         0.6206
    133,         0.5866,         1.2505,         1.8372,       119.2481,       465.4539,        63.3934,     84235.7578,       152.6537,       306.0963,    156506.8438,       129.0000,       271.6960,         1.4616,         1.2164,         0.6208
    134,         1.4714,         0.4729,         1.9443,       120.5569,       465.5134,        63.3700,     84235.0078,       152.5722,       305.8631,    156506.3438,       129.0000,       271.6867,         1.7876,         1.1602,         0.7841
    135,         2.1521,        -0.0672,         2.0849,       121.9998,       465.5740,        63.3743,     84234.2891,       152.6012,       305.6365,    156505.9062,       129.0000,       271.6776,         2.0630,         1.1578,         0.9271
    136,         2.9746,        -0.6980,         2.2766,       123.6023,       465.6372,        63.4116,     84233.5547,       152.7624,       305.3943,    156505.5000,       129.0000,       271.6667,         2.3900,         1.1852,         1.0914
    137,         3.0899,        -0.6818,         2.4081,       125.2424,       465.7046,        63.4583,     84232.8047,       152.9610,       305.1226,    156505.0625,       129.0000,       271.6527,         2.4738,         1.2274,         1.1807
    138,         3.1640,        -0.7038,         2.4601,       126.9301,       465.7699,        63.5166,     84232.0703,       153.2054,       304.8564,    156504.6875,       129.0000,       271.6379,         2.5777,         1.2218,         1.2383
    139,         3.8113,        -1.0641,         2.7472,       128.7067,       465.8515,        63.5946,     84231.3281,       153.5283,       304.4908,    156504.3281,       129.0000,       271.6148,         2.7647,         1.3528,         1.3943
    140,         3.4640,        -0.4807,         2.9832,       130.6465,       465.9330,        63.7069,     84230.6016,       153.9882,       304.1029,    156504.0625,       129.0000,       271.5893,         3.1004,         1.3946,         1.5886
    141,         1.8528,         0.8939,         2.7467,       132.2942,       466.0168,        63.7604,     84229.7969,       154.2128,       303.6754,    156503.7188,       129.0000,       271.5610,         2.5268,         1.4720,         1.2747
    142,         2.8366,         0.0014,         2.8379,       133.9485,       466.1026,        63.8132,     84228.9375,       154.4352,       303.2119,    156503.3125,       129.0000,       271.5313,         2.5479,         1.5434,         1.2946
    143,         2.0480,         0.7353,         2.7833,       135.4747,       466.1917,        63.8407,     84228.0000,       154.5561,       302.7076,    156502.8438,       129.0000,       271.4980,         2.3005,         1.6111,         1.1722
    144,         1.3867,         0.9440,         2.3306,       136.6153,       466.2648,        63.7918,     84227.0859,       154.3714,       302.2862,    156502.3750,       129.0000,       271.4706,         1.5363,         1.5164,         0.8142
    145,         2.6425,        -0.0410,         2.6015,       138.1001,       466.3307,        63.8125,     84226.2656,       154.4654,       301.9235,    156502.0000,       129.0000,       271.4473,         2.2314,         1.4412,         1.1603
