 day,CH4emit_d,watertable,swc1,swc2,swc3,stsurf,st1,st2
     67,         0.0172,       -53.5175,         0.0938,         0.0944,         0.0946,        -0.3025,         0.0421,         0.3862
     68,         0.0149,       -54.4301,         0.0934,         0.0944,         0.0946,        -0.1842,         0.1492,         0.4862
     69,         0.0157,       -55.3042,         0.0929,         0.0944,         0.0946,        -0.1388,         0.1629,         0.4792
     70,         0.0107,       -56.4188,         0.0923,         0.0942,         0.0945,        -0.1300,         0.1667,         0.4800
     71,         0.0121,       -56.3212,         0.0931,         0.0943,         0.0945,        -0.0925,         0.1758,         0.4717
     72,         0.0167,       -56.1513,         0.0927,         0.0943,         0.0946,        -0.1433,         0.1308,         0.4296
     73,         0.0159,       -56.9077,         0.0922,         0.0943,         0.0945,        -0.1212,         0.1700,         0.4767
     74,         0.0209,       -57.8756,         0.0917,         0.0943,         0.0945,        -0.0567,         0.2075,         0.4992
     75,         0.0084,       -58.8001,         0.0911,         0.0942,         0.0945,        -0.0912,         0.1746,         0.4642
     76,         0.0097,       -57.2224,         0.0931,         0.0942,         0.0945,        -0.0333,         0.2212,         0.5054
     77,         0.0170,       -56.4026,         0.0926,         0.0943,         0.0945,        -0.0704,         0.1717,         0.4458
     78,         0.0134,       -57.3327,         0.0921,         0.0942,         0.0945,        -0.1275,         0.1308,         0.4150
     79,         0.0086,       -56.8768,         0.0933,         0.0943,         0.0945,        -0.0354,         0.2075,         0.4783
     80,         0.0111,       -54.7303,         0.0936,         0.0943,         0.0946,        -0.0246,         0.2137,         0.4825
     81,         0.0088,       -55.2010,         0.0931,         0.0943,         0.0945,        -0.0638,         0.1679,         0.4292
     82,         0.0302,       -56.7993,         0.0923,         0.0941,         0.0945,        -0.0792,         0.1533,         0.4154
     83,         0.0213,       -58.5304,         0.0916,         0.0941,         0.0944,        -0.1437,         0.0946,         0.3613
     84,         0.0160,       -59.9806,         0.0908,         0.0941,         0.0944,        -0.1450,         0.1025,         0.3742
     85,         0.0127,       -61.5671,         0.0900,         0.0941,         0.0944,        -0.1300,         0.1108,         0.3817
     86,         0.0142,       -62.8103,         0.0893,         0.0941,         0.0944,        -0.1804,         0.0833,         0.3633
     87,         0.0175,       -64.0992,         0.0885,         0.0940,         0.0944,        -0.1958,         0.0863,         0.3775
     88,         0.0175,       -65.6439,         0.0876,         0.0940,         0.0943,        -0.1433,         0.1187,         0.3967
     89,         0.0153,       -67.2923,         0.0867,         0.0939,         0.0943,        -0.1000,         0.1379,         0.4033
     90,         0.0083,       -68.5579,         0.0860,         0.0940,         0.0944,        -0.0733,         0.1604,         0.4179
     91,         0.0075,       -66.0829,         0.0904,         0.0942,         0.0944,        -0.0371,         0.1888,         0.4396
     92,         0.0157,       -61.7041,         0.0898,         0.0941,         0.0944,        -0.0079,         0.2146,         0.4663
     93,         0.0083,       -58.4491,         0.0936,         0.0943,         0.0945,        -0.0317,         0.1875,         0.4317
     94,         0.0091,       -52.2686,         0.0953,         0.0942,         0.0945,        -0.0083,         0.2067,         0.4550
     95,         0.0093,       -51.4270,         0.0953,         0.0942,         0.0945,        -0.0800,         0.1429,         0.3937
     96,         0.0139,       -52.4549,         0.0947,         0.0942,         0.0945,        -0.0583,         0.1688,         0.4213
     97,         0.0147,       -53.8795,         0.0940,         0.0941,         0.0944,        -0.0729,         0.1567,         0.4100
     98,         0.0158,       -55.6764,         0.0931,         0.0940,         0.0944,         0.0083,         0.2200,         0.4617
     99,         0.0138,       -30.9012,         0.0953,         0.0941,         0.0944,         0.0475,         0.2337,         0.4546
    100,         0.0214,        15.6394,         0.0953,         0.0942,         0.0945,         0.0358,         0.2317,         0.4612
    101,         0.0217,        31.3141,         0.0953,         0.0940,         0.0944,         0.1283,         0.2850,         0.4925
    102,         0.0218,        25.0716,         0.0953,         0.0939,         0.0943,         0.3229,         0.3529,         0.4829
    103,         0.0223,        21.5773,         0.0953,         0.0938,         0.0942,         0.9713,         0.6471,         0.5487
    104,         0.0224,        15.9619,         0.0952,         0.0936,         0.0941,         0.8329,         0.6637,         0.6367
    105,         0.0223,        10.3651,         0.0952,         0.0934,         0.0940,         0.4579,         0.5383,         0.6746
    106,         0.0220,        10.1926,         0.0953,         0.0937,         0.0942,         0.1687,         0.3987,         0.6387
    107,         0.0219,        15.0894,         0.0953,         0.0938,         0.0942,         0.1967,         0.3762,         0.5833
    108,         0.0219,        12.2579,         0.0953,         0.0939,         0.0943,         0.2458,         0.3887,         0.5583
    109,         0.0221,         8.8585,         0.0953,         0.0938,         0.0942,         0.7038,         0.5896,         0.5983
    110,         0.0231,         5.3883,         0.0953,         0.0939,         0.0943,         1.5375,         1.0600,         0.7896
    111,         0.0237,         2.7076,         0.0953,         0.0939,         0.0943,         1.8200,         1.3225,         1.0354
    112,         0.0250,         1.7817,         0.0953,         0.0940,         0.0943,         2.6108,         1.8642,         1.3808
    113,         0.0255,         9.3429,         0.0953,         0.0941,         0.0944,         2.6408,         2.0271,         1.6433
    114,         0.0418,         8.9803,         0.0953,         0.0939,         0.0943,         3.5021,         2.5754,         1.9683
    115,         0.0359,        11.5655,         0.0953,         0.0937,         0.0942,         4.9688,         3.6092,         2.6596
    116,         0.0401,        12.8877,         0.0953,         0.0936,         0.0941,         5.3292,         4.2217,         3.4142
    117,         0.0379,        10.7785,         0.0953,         0.0938,         0.0942,         3.3525,         3.3888,         3.4104
    118,         0.0514,        14.0246,         0.0953,         0.0936,         0.0941,         3.9567,         3.2896,         2.8729
    119,         0.0696,         8.8284,         0.0952,         0.0933,         0.0939,         5.4621,         4.2692,         3.3867
    120,         0.0464,        16.3992,         0.0953,         0.0936,         0.0941,         6.0646,         4.9946,         4.1325
    121,         0.0410,        23.8399,         0.0953,         0.0938,         0.0942,         4.0954,         4.0271,         3.9425
    122,         0.0402,        18.8214,         0.0953,         0.0936,         0.0941,         3.4796,         3.4213,         3.3612
    123,         0.0668,        13.3012,         0.0953,         0.0935,         0.0940,         4.7004,         4.0500,         3.5412
    124,         0.0558,         8.2204,         0.0953,         0.0934,         0.0939,         5.9658,         4.9183,         4.1050
    125,         0.0486,        12.4728,         0.0953,         0.0937,         0.0941,         6.3842,         5.5008,         4.7587
    126,         0.0644,        13.0982,         0.0953,         0.0935,         0.0940,         6.0004,         5.1354,         4.5308
    127,         0.0600,         8.1302,         0.0953,         0.0935,         0.0940,         8.2667,         6.6204,         5.3412
    128,         0.0694,         4.3485,         0.0953,         0.0936,         0.0941,         8.8642,         7.2083,         5.9433
    129,         0.0673,         3.2015,         0.0953,         0.0937,         0.0941,         9.3279,         7.7667,         6.5117
    130,         0.1030,        -0.8162,         0.0953,         0.0937,         0.0941,         9.7188,         8.0333,         6.7342
    131,         0.1253,       -20.0418,         0.0953,         0.0936,         0.0941,        11.2417,         8.9442,         7.1825
    132,         0.0728,       -32.1566,         0.0952,         0.0935,         0.0940,        11.4025,         9.5596,         7.9804
    133,         0.0416,       -38.9168,         0.0953,         0.0937,         0.0941,         9.6829,         8.9029,         8.1175
    134,         0.0641,       -43.4782,         0.0952,         0.0933,         0.0939,         8.9337,         8.4113,         7.8637
    135,         0.0786,       -52.4996,         0.0952,         0.0930,         0.0937,         9.0513,         8.3617,         7.6525
    136,         0.0836,       -59.2718,         0.0926,         0.0929,         0.0937,         9.5025,         8.6304,         7.7729
    137,         0.0637,       -65.2064,         0.0893,         0.0928,         0.0936,        10.2842,         9.1692,         8.1096
    138,         0.0371,       -70.8907,         0.0859,         0.0928,         0.0935,        10.3675,         9.3112,         8.3417
    139,         0.0562,       -75.2287,         0.0832,         0.0929,         0.0936,        12.7213,        10.5925,         8.8054
    140,         0.0441,       -78.1815,         0.0813,         0.0931,         0.0937,        12.9429,        10.9979,         9.3567
    141,         0.0329,       -70.6585,         0.0916,         0.0935,         0.0940,        12.9383,        11.2783,         9.8088
    142,         0.0380,       -56.8458,         0.0953,         0.0936,         0.0940,        12.8800,        11.2642,         9.8842
    143,         0.0435,       -48.5733,         0.0953,         0.0938,         0.0941,        13.1704,        11.6242,        10.2146
    144,         0.0525,       -50.0090,         0.0953,         0.0938,         0.0942,        11.5712,        10.9421,        10.2225
    145,         0.0944,       -54.3687,         0.0941,         0.0933,         0.0939,        10.8650,        10.4238,         9.8692
    146,         0.0711,       -60.8953,         0.0914,         0.0931,         0.0938,        10.7688,        10.3487,         9.7729
    147,         0.0408,       -64.3955,         0.0923,         0.0932,         0.0938,        10.2013,        10.0613,         9.6954
    148,         0.0522,       -49.5754,         0.0953,         0.0935,         0.0940,        11.2125,        10.4075,         9.5875
    149,         0.0757,       -47.1459,         0.0953,         0.0935,         0.0940,        11.8083,        10.7358,         9.7304
    150,         0.0526,       -47.2650,         0.0953,         0.0938,         0.0941,        12.3154,        11.1713,        10.0804
    151,         0.0727,       -35.0693,         0.0953,         0.0938,         0.0941,        13.4179,        11.7429,        10.2837
    152,         0.0688,       -34.9540,         0.0953,         0.0936,         0.0940,        12.1308,        11.3367,        10.5188
    153,         0.0891,       -43.3273,         0.0952,         0.0933,         0.0939,        11.4904,        10.9563,        10.3687
    154,         0.0886,       -48.5235,         0.0953,         0.0936,         0.0941,        13.8029,        12.0213,        10.5079
    155,         0.0765,       -51.4176,         0.0953,         0.0934,         0.0940,        13.5612,        12.1667,        10.8825
    156,         0.0802,       -56.2348,         0.0939,         0.0933,         0.0939,        13.3954,        12.1746,        11.0721
    157,         0.0840,       -60.5369,         0.0917,         0.0932,         0.0938,        16.1083,        13.5675,        11.5017
    158,         0.0573,       -61.9832,         0.0910,         0.0932,         0.0938,        16.7783,        14.2913,        12.2175
    159,         0.0432,       -64.9247,         0.0895,         0.0934,         0.0939,        14.7767,        13.7050,        12.6117
    160,         0.0747,       -67.7471,         0.0873,         0.0933,         0.0939,        13.6325,        12.9771,        12.2812
    161,         0.0750,       -71.3117,         0.0853,         0.0933,         0.0939,        13.6158,        12.8575,        12.0350
    162,         0.0826,       -74.4739,         0.0831,         0.0932,         0.0938,        13.4758,        12.7504,        11.9421
    163,         0.0800,       -77.6081,         0.0810,         0.0933,         0.0938,        13.1608,        12.5387,        11.8375
    164,         0.0784,       -80.3020,         0.0791,         0.0932,         0.0938,        13.3329,        12.6046,        11.8208
    165,         0.0903,       -83.5068,         0.0766,         0.0927,         0.0937,        14.8296,        13.2646,        11.9121
    166,         0.0339,       -75.4652,         0.0890,         0.0932,         0.0939,        14.0817,        13.1692,        12.2179
    167,         0.0449,       -67.1682,         0.0880,         0.0936,         0.0941,        14.1562,        13.1229,        12.1629
    168,         0.0887,       -67.5493,         0.0895,         0.0936,         0.0941,        14.4242,        13.2312,        12.1542
    169,         0.0417,       -58.5662,         0.0953,         0.0939,         0.0942,        14.6900,        13.5096,        12.3921
    170,         0.0695,       -52.2321,         0.0953,         0.0940,         0.0943,        14.6387,        13.5079,        12.4650
    171,         0.0933,       -53.5759,         0.0946,         0.0940,         0.0943,        14.4437,        13.4517,        12.4867
    172,         0.0620,       -44.2312,         0.0953,         0.0939,         0.0943,        13.7642,        13.1546,        12.4717
    173,         0.1045,         8.6238,         0.0953,         0.0941,         0.0944,        13.8917,        13.2037,        12.4646
    174,         0.1141,        17.8951,         0.0953,         0.0941,         0.0944,        13.2771,        12.8488,        12.3117
    175,         0.1444,        14.0921,         0.0953,         0.0938,         0.0942,        13.4733,        12.7979,        12.1117
    176,         0.1752,         9.2339,         0.0953,         0.0936,         0.0941,        15.2588,        13.7454,        12.4025
    177,         0.1509,         6.6222,         0.0953,         0.0938,         0.0942,        15.1304,        13.9208,        12.8054
    178,         0.1367,        43.7661,         0.0953,         0.0939,         0.0943,        15.0596,        14.1133,        13.1704
    179,         0.1324,        51.8981,         0.0953,         0.0936,         0.0941,        14.6129,        13.7921,        13.0062
    180,         0.1805,        41.4429,         0.0952,         0.0931,         0.0938,        14.9613,        13.9887,        13.0746
    181,         0.2004,        32.7871,         0.0953,         0.0934,         0.0940,        16.5688,        14.9658,        13.5746
    182,         0.2338,        27.1985,         0.0953,         0.0935,         0.0940,        18.4288,        16.1446,        14.2575
    183,         0.2280,        23.4861,         0.0953,         0.0932,         0.0939,        18.5442,        16.6450,        14.9917
    184,         0.2283,        16.2805,         0.0952,         0.0931,         0.0938,        17.7429,        16.3575,        15.1171
    185,         0.2394,        10.5525,         0.0952,         0.0931,         0.0938,        19.0204,        17.0208,        15.2921
    186,         0.2561,         6.7646,         0.0952,         0.0931,         0.0937,        19.5371,        17.5408,        15.7500
    187,         0.2601,        -1.6257,         0.0952,         0.0930,         0.0937,        18.1771,        17.0096,        15.8658
    188,         0.2438,       -20.6293,         0.0952,         0.0930,         0.0937,        19.1825,        17.4467,        15.8779
    189,         0.1937,       -19.3170,         0.0952,         0.0931,         0.0937,        18.6117,        17.2913,        16.0083
    190,         0.1626,       -28.0622,         0.0953,         0.0933,         0.0938,        19.1429,        17.5721,        16.1083
    191,         0.1931,       -36.5197,         0.0953,         0.0932,         0.0938,        19.3050,        17.6996,        16.2142
    192,         0.1413,       -44.8618,         0.0952,         0.0931,         0.0938,        18.7321,        17.5512,        16.3383
    193,         0.1313,       -50.9562,         0.0952,         0.0932,         0.0938,        17.3817,        16.9138,        16.2300
    194,         0.1214,       -56.1814,         0.0943,         0.0931,         0.0937,        15.9329,        15.9983,        15.7537
    195,         0.1167,       -60.5303,         0.0924,         0.0933,         0.0938,        16.1146,        15.8954,        15.4233
    196,         0.1173,       -59.6890,         0.0931,         0.0935,         0.0939,        17.8454,        16.5212,        15.3067
    197,         0.1202,       -60.1090,         0.0921,         0.0937,         0.0941,        19.2563,        17.3296,        15.6421
    198,         0.1120,       -60.4912,         0.0921,         0.0939,         0.0942,        19.9083,        17.8775,        16.1079
    199,         0.1572,       -61.7439,         0.0903,         0.0936,         0.0940,        20.9542,        18.5400,        16.5363
    200,         0.1307,        -9.7119,         0.0953,         0.0938,         0.0942,        19.0471,        18.0213,        16.9521
    201,         0.2314,        41.5169,         0.0953,         0.0936,         0.0941,        20.0162,        18.4821,        17.1179
    202,         0.2465,        32.8369,         0.0953,         0.0933,         0.0939,        20.1983,        18.8004,        17.5071
    203,         0.2950,        24.9360,         0.0952,         0.0932,         0.0938,        20.2046,        18.8504,        17.5679
    204,         0.2740,        27.1657,         0.0952,         0.0934,         0.0939,        18.7321,        18.2217,        17.5125
    205,         0.3332,        23.7247,         0.0953,         0.0933,         0.0939,        18.4454,        17.7783,        17.0212
    206,         0.3134,        17.0807,         0.0952,         0.0932,         0.0938,        19.0725,        18.0546,        16.9871
    207,         0.2962,        10.9590,         0.0952,         0.0932,         0.0938,        18.1942,        17.6408,        16.9400
    208,         0.2925,        11.0866,         0.0953,         0.0935,         0.0940,        18.7679,        17.8571,        16.8883
    209,         0.3043,         7.2557,         0.0953,         0.0934,         0.0939,        18.6117,        17.7675,        16.8608
    210,         0.3096,         2.6036,         0.0953,         0.0933,         0.0939,        18.5167,        17.7175,        16.8496
    211,         0.3011,       -14.2285,         0.0953,         0.0933,         0.0939,        18.6296,        17.7437,        16.8358
    212,         0.2452,       -31.6470,         0.0953,         0.0932,         0.0938,        18.5254,        17.7646,        16.9096
    213,         0.1950,       -33.4953,         0.0953,         0.0933,         0.0939,        18.7025,        17.7871,        16.8854
    214,         0.2294,        46.8110,         0.0953,         0.0932,         0.0938,        20.1154,        18.7275,        17.4054
    215,         0.2373,        37.5534,         0.0953,         0.0932,         0.0938,        18.6258,        18.0471,        17.3975
    216,         0.3057,        29.5625,         0.0953,         0.0932,         0.0938,        19.1508,        18.2371,        17.3275
    217,         0.2913,        34.7654,         0.0953,         0.0934,         0.0939,        18.9688,        18.2275,        17.4208
    218,         0.2648,        47.1111,         0.0953,         0.0937,         0.0941,        18.0346,        17.6838,        17.1804
    219,         0.3070,        42.1763,         0.0953,         0.0937,         0.0941,        17.8588,        17.4817,        16.9525
    220,         0.2841,        39.3532,         0.0953,         0.0937,         0.0941,        17.5633,        17.2450,        16.7579
    221,         0.2995,        37.2481,         0.0953,         0.0936,         0.0941,        17.2425,        17.0633,        16.6737
    222,         0.2877,        29.5356,         0.0953,         0.0934,         0.0940,        16.1217,        16.3029,        16.2117
    223,         0.2903,        22.6702,         0.0953,         0.0934,         0.0940,        16.6396,        16.4075,        16.0183
    224,         0.2524,        27.0816,         0.0953,         0.0937,         0.0941,        17.3333,        16.7804,        16.1458
    225,         0.2857,        22.4759,         0.0953,         0.0937,         0.0941,        17.6721,        16.9775,        16.2696
    226,         0.3062,        16.9318,         0.0953,         0.0936,         0.0941,        17.5521,        16.9779,        16.3633
    227,         0.2824,        11.8050,         0.0953,         0.0936,         0.0940,        17.9646,        17.2142,        16.4717
    228,         0.2831,         9.3864,         0.0953,         0.0937,         0.0941,        18.4675,        17.5758,        16.7063
    229,         0.2958,         7.3390,         0.0952,         0.0934,         0.0940,        17.4000,        17.0950,        16.6675
    230,         0.2927,         2.5987,         0.0953,         0.0934,         0.0939,        17.6046,        17.1038,        16.5496
    231,         0.3052,        -4.0271,         0.0953,         0.0933,         0.0939,        18.1608,        17.4400,        16.6750
    232,         0.2621,       -25.0891,         0.0953,         0.0933,         0.0939,        16.2229,        16.4958,        16.4813
    233,         0.1931,       -36.1881,         0.0953,         0.0933,         0.0939,        15.4842,        15.9175,        16.0346
    234,         0.1794,       -43.6310,         0.0953,         0.0933,         0.0939,        16.2817,        16.0975,        15.7813
    235,         0.1743,       -48.5452,         0.0953,         0.0935,         0.0940,        17.5138,        16.7163,        15.9396
    236,         0.1492,       -52.9835,         0.0953,         0.0934,         0.0939,        17.4250,        16.8167,        16.1658
    237,         0.1426,       -57.1107,         0.0937,         0.0933,         0.0939,        16.3487,        16.2808,        16.0692
    238,         0.1341,       -60.8801,         0.0915,         0.0933,         0.0938,        16.9767,        16.5188,        16.0042
    239,         0.1389,       -64.9208,         0.0894,         0.0933,         0.0939,        15.6142,        15.8958,        15.9213
    240,         0.1437,       -67.5732,         0.0879,         0.0934,         0.0939,        15.2971,        15.6025,        15.6446
    241,         0.1446,       -70.1058,         0.0859,         0.0934,         0.0939,        15.7637,        15.7046,        15.5417
    242,         0.1156,       -72.4624,         0.0848,         0.0934,         0.0939,        16.5742,        16.0237,        15.4704
    243,         0.1207,       -73.0866,         0.0844,         0.0935,         0.0940,        16.9592,        16.2296,        15.5329
    244,         0.1292,       -73.9455,         0.0835,         0.0935,         0.0940,        17.7621,        16.6771,        15.7475
    245,         0.1194,       -75.4689,         0.0821,         0.0936,         0.0940,        17.5312,        16.8196,        16.1062
    246,         0.1015,       -77.5265,         0.0807,         0.0936,         0.0940,        15.7571,        15.9546,        15.9554
    247,         0.1188,       -79.5084,         0.0791,         0.0935,         0.0940,        15.3788,        15.6538,        15.6688
    248,         0.1261,       -81.9139,         0.0775,         0.0935,         0.0940,        13.0892,        14.3663,        15.1400
    249,         0.1086,       -84.1232,         0.0762,         0.0930,         0.0940,        12.7883,        13.8921,        14.5533
    250,         0.1210,       -86.2602,         0.0755,         0.0921,         0.0940,        13.2775,        13.8979,        14.2154
    251,         0.1149,       -88.3035,         0.0746,         0.0912,         0.0940,        14.0375,        14.1804,        14.1592
    252,         0.1255,       -90.7069,         0.0735,         0.0902,         0.0939,        14.3692,        14.3675,        14.2492
    253,         0.1230,       -93.0434,         0.0726,         0.0893,         0.0939,        14.5554,        14.4833,        14.3271
    254,         0.1007,       -94.8578,         0.0719,         0.0884,         0.0940,        14.6696,        14.5746,        14.4083
    255,         0.1040,       -96.6859,         0.0710,         0.0875,         0.0939,        14.9200,        14.7221,        14.4742
    256,         0.0850,       -98.7339,         0.0704,         0.0865,         0.0939,        12.8400,        13.7975,        14.3500
    257,         0.1152,      -101.1719,         0.0696,         0.0856,         0.0939,        10.6363,        12.5650,        13.8171
    258,         0.0558,      -104.5306,         0.0689,         0.0847,         0.0940,         8.3892,        11.1058,        12.9625
    259,         0.0554,      -107.9718,         0.0681,         0.0838,         0.0939,         8.0883,        10.5037,        12.1742
    260,         0.0438,      -111.0518,         0.0675,         0.0831,         0.0940,         8.8075,        10.4775,        11.6425
    261,         0.0400,      -105.7124,         0.0740,         0.0826,         0.0941,        10.7417,        11.2521,        11.5758
    262,         0.0697,      -100.6034,         0.0734,         0.0819,         0.0941,        10.0213,        10.9558,        11.5875
    263,         0.0452,       -98.9690,         0.0770,         0.0837,         0.0942,        10.6658,        11.1625,        11.5283
    264,         0.0456,       -90.0861,         0.0767,         0.0890,         0.0942,        10.8596,        11.1996,        11.4288
    265,         0.0861,       -89.1934,         0.0764,         0.0887,         0.0943,        10.0096,        10.8250,        11.4192
    266,         0.0945,       -90.3025,         0.0759,         0.0881,         0.0943,         8.9908,        10.3067,        11.2525
    267,         0.0720,       -91.3433,         0.0755,         0.0877,         0.0943,         8.5237,         9.9200,        10.9279
